,Index,business_status,geometry,name_g,place_id,types,address_g,rating_g,total_reviews_g,price_level_g
3384,14602,OPERATIONAL,"{'lat': 45.4653714, 'lng': 9.1759602}",Hamerica's,ChIJKxBiIVHBhkcRY8VitaQZzJ8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Terraggio, 13, Milano",4.2,672.0,2.0
3385,14604,OPERATIONAL,"{'lat': 45.4657496, 'lng': 9.175152599999999}",La Focacceria,ChIJ6V9_EFXBhkcRuKXiz_01dt0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Corso Magenta, 42, Milano",4.1,41.0,
3387,14610,OPERATIONAL,"{'lat': 45.46554399999999, 'lng': 9.17635}",Osteria La Carbonella,ChIJoYoiEFHBhkcR4Kwhl0FWa1M,"['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']","Via Terraggio, 9, Milano",3.8,185.0,
3388,14611,OPERATIONAL,"{'lat': 45.4657732, 'lng': 9.175852700000002}",Panini Durini,ChIJqTnXBVHBhkcRPdwC0zKxHXo,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","Corso Magenta, 31, Milano",4.0,1126.0,2.0
3389,14613,OPERATIONAL,"{'lat': 45.4654917, 'lng': 9.1763149}",PIZZA OFF,ChIJrVs4sVDBhkcRwzaYncai1G8,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Terraggio, 9, Milano",4.7,32.0,
3391,14616,OPERATIONAL,"{'lat': 45.4657109, 'lng': 9.1764431}",Ai Tre Morsi,ChIJ8Sw0DjrBhkcRWNv9ZM_0lsU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Terraggio, 1, Milano",4.4,161.0,
3392,14630,OPERATIONAL,"{'lat': 45.46596359999999, 'lng': 9.1768013}",Osteria Al 29,ChIJk9jjClHBhkcRaY_w12UZiOM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Magenta, 29, Milano",4.0,677.0,2.0
3393,14634,OPERATIONAL,"{'lat': 45.4659115, 'lng': 9.1767396}",Hummus Around - Corso Magenta,ChIJ-WPxJDbBhkcRhheMpw_7XTI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Magenta, 29, Milano",4.4,71.0,
3394,14635,OPERATIONAL,"{'lat': 45.46590820000001, 'lng': 9.1767891}",That's Vapore Express Corso Magenta,ChIJQ1y1Lz_BhkcRuy1AXpTWjFA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Magenta, 29, Milano",4.2,35.0,
3395,14636,OPERATIONAL,"{'lat': 45.46596479999999, 'lng': 9.1769713}",La Piadineria,ChIJDfUIAJrBhkcR9Oyzq9hzzoQ,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Corso Magenta, 27, Milano",4.1,259.0,1.0
3396,14649,OPERATIONAL,"{'lat': 45.4658066, 'lng': 9.1793613}",Parco Sushi Sashimi,ChIJ11rvzFPBhkcRxuxHOQx44fI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Magenta, 14, Milano",4.0,233.0,2.0
3398,14651,OPERATIONAL,"{'lat': 45.4653937, 'lng': 9.180220899999998}",Ristorante la Brisa,ChIJeT2IKazGhkcRgppEe8l2iK0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Brisa, 15, Milano",4.4,493.0,
3399,14652,OPERATIONAL,"{'lat': 45.4655889, 'lng': 9.1797942}",Panini De Santis - Milano,ChIJR4sSylPBhkcRYdWEkhLxd18,"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Magenta, 9, Milano",4.4,868.0,2.0
3400,14653,OPERATIONAL,"{'lat': 45.4655889, 'lng': 9.1797942}",Bistrò,ChIJfZxunlHBhkcRq8v7nigDVvo,"['cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']","Corso Magenta, 9, Milano",4.2,953.0,2.0
3401,14654,OPERATIONAL,"{'lat': 45.46586079999999, 'lng': 9.1793225}",MAGENTINO BISTRONOMIA MILANESE,ChIJM9CuWcnBhkcRhOqLDkFzj5M,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Corso Magenta, 14, Milano",4.0,89.0,
3402,14655,OPERATIONAL,"{'lat': 45.465796, 'lng': 9.1796654}",RSVP di Jacques e Nicolas,ChIJ28APaJXBhkcR5f_jre2LO20,"['restaurant', 'food', 'point_of_interest', 'establishment']","Corso Magenta, 10, Milano",5.0,1.0,
3404,14659,OPERATIONAL,"{'lat': 45.4658143, 'lng': 9.1806536}",Meucci,ChIJF4P1rFPBhkcRxhfQZN0oj5U,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Giovanni sul Muro, 18, Milano",4.2,288.0,1.0
3405,14661,OPERATIONAL,"{'lat': 45.4654028, 'lng': 9.180868100000001}",L’Isola Della Piadina,ChIJi7IbrFPBhkcRyehVE38x7aU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Santa Maria alla Porta, 11, Milano",4.4,84.0,
3406,14664,OPERATIONAL,"{'lat': 45.4659229, 'lng': 9.180647699999998}",Trattoria Burla Giò,ChIJF4P1rFPBhkcRcUy_kUKEbck,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Giovanni sul Muro, 16, Milano",4.2,737.0,1.0
3407,14667,OPERATIONAL,"{'lat': 45.46540029999999, 'lng': 9.181139399999998}",Trattoria La Colonna,ChIJYXWRB1PBhkcRaga2tgMmpiQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Santa Maria alla Porta, 10, Milano",3.9,297.0,2.0
3408,14669,OPERATIONAL,"{'lat': 45.4654935, 'lng': 9.1811142}",Toyama 2,ChIJl0uu-hjBhkcR_ifN3U8rDBE,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Santa Maria alla Porta, 12, Milano",4.6,155.0,
3410,14674,OPERATIONAL,"{'lat': 45.46578520000001, 'lng': 9.181276600000002}",CUCCA,ChIJZwjkqlPBhkcRs4Ov8FfDF2k,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Meravigli, 16, Milano",4.1,211.0,2.0
3411,14681,OPERATIONAL,"{'lat': 45.4657562, 'lng': 9.181236300000002}",Casa Roma,ChIJz5MJk7DBhkcR58XabYZ9lSo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Meravigli, 16, Milano",5.0,1.0,
3413,14683,OPERATIONAL,"{'lat': 45.4658881, 'lng': 9.1814723}",Poke Away - Hawaiian and Ceviche Bowls,ChIJhytmiZ7BhkcRN8JcFssEGfg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Meravigli, 16, Milano",,,
3416,14688,OPERATIONAL,"{'lat': 45.46563519999999, 'lng': 9.182115200000002}",Bar Meravigli 13,ChIJadhLHVPBhkcRGf9tZka_YbE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Meravigli, 13, Milano",4.1,166.0,2.0
3417,14710,OPERATIONAL,"{'lat': 45.465899, 'lng': 9.183298500000001}",Caffé Meravigli Cucina,ChIJ0wy63lLBhkcRPoHdqDyhfgg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Meravigli, 12, Milano",3.1,14.0,
3418,14712,OPERATIONAL,"{'lat': 45.46522359999999, 'lng': 9.1841363}",Dito Divino,ChIJnct51KzGhkcRRlehg600--o,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Gaetano Negri, 8, Milano",4.3,110.0,
3419,14713,OPERATIONAL,"{'lat': 45.46533789999999, 'lng': 9.1845048}",Si Italy,ChIJ395CjPHHhkcRWJcu9jsfL1E,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Gaetano Negri, 4, Milano",,,
3420,14714,OPERATIONAL,"{'lat': 45.4656708, 'lng': 9.184323899999999}",The Gallery café Meravigli,ChIJpd24NXDHhkcRh5QdvQ3Zz0w,"['restaurant', 'point_of_interest', 'food', 'establishment']","Galleria Meravigli, Via Gaetano Negri 6, Via Meravigli, 5, Milano",4.5,52.0,
3421,14715,OPERATIONAL,"{'lat': 45.46594710000001, 'lng': 9.1838696}",La Farcia Milano,ChIJJwQTZCLHhkcRJOHzu5Bdkxg,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Meravigli, 4, Milano",4.7,37.0,1.0
3422,14717,OPERATIONAL,"{'lat': 45.4654336, 'lng': 9.1849916}",OTIVM,ChIJK_KpBY7HhkcRxdDfR6-fQaM,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Santa Maria Segreta, 5, Milano",3.8,348.0,
3424,14725,OPERATIONAL,"{'lat': 45.46590479999999, 'lng': 9.1851206}",Granaio Cordusio,ChIJdzQLGK3GhkcRP0m0A03uVPw,"['restaurant', 'cafe', 'food', 'bar', 'point_of_interest', 'establishment']","Piazza Cordusio ang, Via San Prospero, Milano",3.0,330.0,
3425,14726,OPERATIONAL,"{'lat': 45.4660825, 'lng': 9.184623699999998}",Poke House - Meravigli,ChIJbcBXbqDHhkcRfvTZw62w2WE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Meravigli, 2, Milano",4.0,63.0,
3427,14735,OPERATIONAL,"{'lat': 45.4661008, 'lng': 9.1857398}",Rosebymary,ChIJSXL4F63GhkcRa1f5D8K7dn0,"['restaurant', 'store', 'food', 'point_of_interest', 'establishment']","Via San Prospero, 4, Milano",4.3,97.0,
3428,14744,OPERATIONAL,"{'lat': 45.46612979999999, 'lng': 9.1865513}",Desco Milano,ChIJl_iSQAvHhkcROLoOn1YIgNs,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Bassano Porrone, 8, Milano",4.4,41.0,
3429,14745,OPERATIONAL,"{'lat': 45.4655421, 'lng': 9.188308300000001}",Granaio Duomo - Ristorante & Cafè,ChIJp7Zptq3GhkcRqOO3IBRu9mI,"['restaurant', 'cafe', 'bakery', 'bar', 'point_of_interest', 'food', 'store', 'establishment']","Via Tommaso Grossi, 3, Milano",3.3,3103.0,2.0
3430,14749,OPERATIONAL,"{'lat': 45.46525630000001, 'lng': 9.188423600000002}",Panini Durini,ChIJSWelyq3GhkcRZgD-rxrCAg8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giuseppe Mengoni, 4, Milano",4.1,846.0,2.0
3431,14760,OPERATIONAL,"{'lat': 45.4655514, 'lng': 9.188923800000001}",La Cupola,ChIJRzubzq3GhkcRFALkyeAxm1E,"['night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Tommaso Grossi, 1, Milano",4.6,86.0,
3432,14761,OPERATIONAL,"{'lat': 45.46537290000001, 'lng': 9.189168400000002}",Pellico 3 Milano,ChIJU3_BqRHHhkcRlj-fFHUnOwQ,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Silvio Pellico, 3, Milano",5.0,4.0,
3433,14762,OPERATIONAL,"{'lat': 45.46537290000001, 'lng': 9.189168400000002}",Ristorante Al Caminone,ChIJ59sM0q3GhkcRCwNKoc1sPqw,"['restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']","Via Silvio Pellico, 3, Milano",,,
3434,14763,OPERATIONAL,"{'lat': 45.465732, 'lng': 9.1889475}",Fondo Agroalimentare Italiano 1,ChIJq6paz63GhkcRPLaRDHrVXaE,"['restaurant', 'point_of_interest', 'food', 'finance', 'establishment']","Via Tommaso Grossi, 2, Milano",,,
3435,14770,OPERATIONAL,"{'lat': 45.4652859, 'lng': 9.1899153}",Cracco,ChIJidrh163GhkcRqMLsWK7AH_E,"['restaurant', 'point_of_interest', 'food', 'establishment']","Corso Vittorio Emanuele II, Milano",3.8,3298.0,4.0
3436,14773,OPERATIONAL,"{'lat': 45.46541289999999, 'lng': 9.1900815}",Biffi,ChIJzeJ7Y67GhkcRpUatoUjK6cc,"['restaurant', 'point_of_interest', 'food', 'establishment']","SevenStars Galleria Hotel, Galleria Vittorio Emanuele II, Milano",3.7,834.0,
3437,14782,OPERATIONAL,"{'lat': 45.4656013, 'lng': 9.1896024}",Ristorante Self Service Bar Chéri,ChIJHTooiv7HhkcRD5KwWCnLGkc,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Silvio Pellico, 6, Milano",4.3,53.0,
3438,14787,OPERATIONAL,"{'lat': 45.4657576, 'lng': 9.189721600000002}",Vbart&Restaurart,ChIJJZbp2a3GhkcRyPOC1nx0fL4,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Silvio Pellico, 8, Milano",4.4,10.0,
3439,14788,OPERATIONAL,"{'lat': 45.465728, 'lng': 9.190565300000001}",Ristorante Savini,ChIJjcBseK7GhkcRQ-PznMmWVUA,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","Via Ugo Foscolo, 5, Milano",3.9,2099.0,4.0
3440,14789,OPERATIONAL,"{'lat': 45.4660612, 'lng': 9.189919300000001}",Galleria Restaurant,ChIJjcBseK7GhkcRHlZ7PBALSOU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Galleria Vittorio Emanuele II, 75, Milano",4.4,2411.0,3.0
3441,14796,OPERATIONAL,"{'lat': 45.4654909, 'lng': 9.1906691}",La Locanda del Gatto Rosso,ChIJm9dueq7GhkcRYD_anjS4diQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Ugo Foscolo, 3, Milano",4.1,1677.0,2.0
3442,14805,OPERATIONAL,"{'lat': 45.4654063, 'lng': 9.1906885}",Catta Ro So Ristorante,ChIJR11YZa7GhkcR2MNyHUylvfU,"['restaurant', 'food', 'point_of_interest', 'establishment']","SevenStars Galleria Hotel, Galleria Vittorio Emanuele II, Milano",2.2,6.0,
3443,14808,OPERATIONAL,"{'lat': 45.4657604, 'lng': 9.191661400000001}",Di Gennaro,ChIJ57WYRK7GhkcROYxCSbd6Vfw,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Santa Radegonda, 14, Milano",3.9,2279.0,2.0
3445,14813,OPERATIONAL,"{'lat': 45.4657451, 'lng': 9.1912058}",Spontini,ChIJ9xFnaK7GhkcRaTQpPScKnUg,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Santa Radegonda, 11, Milano",4.2,6575.0,1.0
3446,14816,OPERATIONAL,"{'lat': 45.4656161, 'lng': 9.1916642}",McDonald's,ChIJh-1EZa7GhkcRSd0CLWysp88,"['restaurant', 'food', 'point_of_interest', 'establishment']","Galleria Ciro Fontana, 3, Milano",3.7,4720.0,1.0
3447,14823,OPERATIONAL,"{'lat': 45.4658594, 'lng': 9.1911149}",Meat Grillfood,ChIJeSdYaa7GhkcR7ZwDGjBlGkw,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Santa Radegonda, 11, Milano",3.3,1075.0,2.0
3448,14827,OPERATIONAL,"{'lat': 45.46566389999999, 'lng': 9.1910917}",Gino's 1928,ChIJNVq5aK7GhkcRp0fvoxuKGGE,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giovanni Berchet, 11, Milano",3.5,1711.0,2.0
3449,14830,OPERATIONAL,"{'lat': 45.46592829999999, 'lng': 9.191899399999999}",Ristorante Pizzeria Del Drago,ChIJ6fuA-aXHhkcRsT-knHR7ws8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Agnello, 17, Milano",3.7,423.0,2.0
3450,14832,OPERATIONAL,"{'lat': 45.4660318, 'lng': 9.191714600000001}",Al Cantinone,ChIJj9FpQK7GhkcRLUISH6cCgLk,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Agnello, 19, Milano",4.2,2153.0,2.0
3451,14838,OPERATIONAL,"{'lat': 45.46599909999999, 'lng': 9.191778400000002}",Zia Esterina Sorbillo,ChIJCbkdQa7GhkcRFopKVBw_DLY,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Agnello, 19, Milano",4.3,2574.0,2.0
3453,14841,OPERATIONAL,"{'lat': 45.4655161, 'lng': 9.1929977}",Valentino Legend,ChIJDSg5Ta7GhkcR8-gJxE9Ss8Q,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Agnello, 8, Milano",4.4,1023.0,
3455,14846,OPERATIONAL,"{'lat': 45.4653759, 'lng': 9.191873}",Farini Rinascente,ChIJ72DtH9DHhkcRogf7A6oKotM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Santa Radegonda, 3, Milano",3.6,75.0,
3457,14851,OPERATIONAL,"{'lat': 45.465456, 'lng': 9.193452599999999}",Bistrot,ChIJRfgU9K7GhkcRarm9Fh_QoY0,"['restaurant', 'food', 'point_of_interest', 'establishment']","La Rinascente Spa, Milano",2.4,17.0,
3458,14858,OPERATIONAL,"{'lat': 45.4653738, 'lng': 9.192180700000002}",God Save the Food - Duomo,ChIJNzYYJj3HhkcRW_qFY55-O_Y,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Santa Radegonda, 10, Milano",3.7,26.0,
3459,14859,OPERATIONAL,"{'lat': 45.4654528, 'lng': 9.193315799999999}",Panino Giusto,ChIJA1JcbT_HhkcRjpvqJSvAMS8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Agnello, 6 Duomo, Milano",4.2,1165.0,2.0
3460,14868,OPERATIONAL,"{'lat': 45.4656792, 'lng': 9.194226400000002}",Charleston,ChIJTZs_uq_GhkcRkqziR9hUQLo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza del Liberty, 8, Milano",3.6,1543.0,2.0
3461,14876,OPERATIONAL,"{'lat': 45.465669, 'lng': 9.193738399999999}",Naviglio grande,ChIJvQ-22g7HhkcRvDgPMlYvYCI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Paolo, 13, Milano",,,
3462,14886,OPERATIONAL,"{'lat': 45.4659787, 'lng': 9.193140299999998}",Farina & cucina,ChIJTXllyq_GhkcRj_vya_HTbvg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Paolo, 13, Milano",3.4,442.0,2.0
3463,14888,OPERATIONAL,"{'lat': 45.4656409, 'lng': 9.1956552}",A Santa Lucia,ChIJFQjE9K_GhkcRVmHrBsKD0Ew,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Pietro All'Orto, 3, Milano",3.7,1089.0,3.0
3464,14893,OPERATIONAL,"{'lat': 45.46524059999999, 'lng': 9.195487599999998}",Le Tre Gazzelle,ChIJ614jj6_GhkcRQ1wfsx0YE_4,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","Corso Vittorio Emanuele II, 22, Milano",3.4,1427.0,2.0
3466,14898,OPERATIONAL,"{'lat': 45.4658124, 'lng': 9.194908600000002}",La Piadineria,ChIJn29jyvLHhkcROxW1jMJK_j8,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Galleria de Cristoforis, 9, Milano",4.0,333.0,1.0
3468,14913,OPERATIONAL,"{'lat': 45.4654351, 'lng': 9.1958777}",S. A. S. Food Service Srl,ChIJF4bxia_GhkcRkJC2pONOrVE,"['restaurant', 'point_of_interest', 'food', 'establishment']","Corso Vittorio Emanuele II, 24, Milano",2.5,2.0,
3469,14916,OPERATIONAL,"{'lat': 45.4659347, 'lng': 9.1961792}",San Carlo al Corso Cafe&bistrot,ChIJpWU5Z6XGhkcRUv0sj2MHeag,"['restaurant', 'bakery', 'store', 'point_of_interest', 'food', 'establishment']","Corso Vittorio Emanuele II, 15, Milano",3.6,332.0,
3470,14917,OPERATIONAL,"{'lat': 45.4657966, 'lng': 9.196000800000002}",Quore Italiano Duomo,ChIJPYmO9a_GhkcRrHJnQ7fxSzw,"['restaurant', 'point_of_interest', 'food', 'establishment']","Corso Vittorio Emanuele II, 15, Milano",3.8,749.0,2.0
3471,14931,OPERATIONAL,"{'lat': 45.465627, 'lng': 9.197236999999998}",Dacan,ChIJtbXk-m3HhkcR-WHjCLyeQqo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Galleria Passarella, 1, Milano",,,
3472,14932,OPERATIONAL,"{'lat': 45.4660281, 'lng': 9.1966602}",Five Guys,ChIJgSEtIJTHhkcRzby8mlygFCg,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Corso Vittorio Emanuele II, 37, Milano",3.9,5160.0,3.0
3473,14933,OPERATIONAL,"{'lat': 45.46557019999999, 'lng': 9.197491500000002}",EATME&GO,ChIJU8dhqt3HhkcR0-E02yIMalk,"['restaurant', 'food', 'point_of_interest', 'establishment']","Galleria Passarella, 1, Milano",3.4,18.0,
3474,14935,OPERATIONAL,"{'lat': 45.4654183, 'lng': 9.1983475}",Panini Durini,ChIJg17eHqXGhkcRdpj5U1ar2Uc,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Durini, 26, Milano",4.1,480.0,2.0
3475,14936,OPERATIONAL,"{'lat': 45.4653944, 'lng': 9.1983472}",Coco Pazzo,ChIJ9QJEHKXGhkcR1v_X5hutdOM,"['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']","Via Durini, 26, Milano",4.2,804.0,2.0
3476,14939,OPERATIONAL,"{'lat': 45.4655385, 'lng': 9.198358500000001}",Smoked Di Bordoni Maria Luisa,ChIJfxjPGKXGhkcR_QnCIRz49CY,"['cafe', 'restaurant', 'food', 'bar', 'store', 'point_of_interest', 'establishment']","Via Durini, 28, Milano",4.1,22.0,
3477,14943,OPERATIONAL,"{'lat': 45.4655661, 'lng': 9.1985623}",Rossopomodoro,ChIJa7suIKXGhkcR052z1KWFjew,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Durini, 28, Milano",3.9,1226.0,2.0
3478,14944,OPERATIONAL,"{'lat': 45.46569079999999, 'lng': 9.1983394}",A'Riccione Terrazza12,ChIJwwUsIKXGhkcRD61gKTOpDzs,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","Via Durini, 28, Milano",4.3,1419.0,3.0
3479,14946,OPERATIONAL,"{'lat': 45.4656914, 'lng': 9.199143099999999}",Foodie's by tramezzino.it,ChIJzxQz3KTGhkcRy8RBYRbT8-w,"['grocery_or_supermarket', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Via Borgogna, 4, Milano",3.4,101.0,2.0
3480,14948,OPERATIONAL,"{'lat': 45.4656067, 'lng': 9.1985253}",IL MERCATO,ChIJb9S5IaXGhkcR3RwsIu2fdIg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Durini, 28, Milano",3.2,6.0,
3481,14949,OPERATIONAL,"{'lat': 45.4656087, 'lng': 9.198533800000002}",El Jamonero,ChIJa7suIKXGhkcRi5npXJgZ9uw,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Durini, 28, Milano",,,
3482,14952,OPERATIONAL,"{'lat': 45.46593949999999, 'lng': 9.1987852}",Panino Giusto,ChIJ-SDKfA_HhkcRbfpmOiig5gs,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Borgogna, 5, Milano",4.0,1999.0,2.0
3483,14953,OPERATIONAL,"{'lat': 45.4656852, 'lng': 9.199236299999999}",Tramezzino.it | Borgogna,ChIJJ_omnP7HhkcR3Pu8flZRGag,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Borgogna, 4, Milano",,,
3484,14958,OPERATIONAL,"{'lat': 45.4659206, 'lng': 9.199124000000001}",Bastianello,ChIJs_S63KTGhkcR3wq1a1e15ZU,"['bakery', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']","Via Borgogna, 5, Milano",4.1,1019.0,3.0
3486,14962,OPERATIONAL,"{'lat': 45.4655867, 'lng': 9.199344900000002}",ristotaxi,ChIJXyhH3aTGhkcRlByJ_CS3jJ0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Cerva, 31, Milano",,,
3487,14965,OPERATIONAL,"{'lat': 45.4655867, 'lng': 9.199911300000002}",Pizza & Pasta,ChIJ58O-IaXGhkcR6JFOgpQ0PA4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Borgogna, 8, Milano",1.6,10.0,
3488,14978,OPERATIONAL,"{'lat': 45.4655324, 'lng': 9.2069929}",Kashima sushi,ChIJW5lGerrHhkcRWrymnJp9SHk,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Premuda, 17, Milano",4.4,348.0,2.0
3489,14979,OPERATIONAL,"{'lat': 45.4655267, 'lng': 9.207496299999999}",Vanilla Srl,ChIJ0WUcBpjGhkcRdTEc_gQtb6U,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Premuda, 28, Milano",3.4,7.0,
3490,14980,OPERATIONAL,"{'lat': 45.4654305, 'lng': 9.208334}",Da Giacomo,ChIJt4U_GpjGhkcRyGbbRiyTPnk,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Pasquale Sottocorno, 6, Milano",4.3,1140.0,3.0
3491,14985,OPERATIONAL,"{'lat': 45.4655242, 'lng': 9.2074964}",Hamerica's,ChIJtxs0ArvHhkcRW74I9AtonuI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Premuda, 28, Milano",4.1,377.0,2.0
3492,14986,OPERATIONAL,"{'lat': 45.4654803, 'lng': 9.207776400000002}",Mater Bistrot,ChIJlSJF6Y7HhkcRGxnib-YpKwM,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","Via Pasquale Sottocorno, 1, Milano",4.2,175.0,
3493,14988,OPERATIONAL,"{'lat': 45.4658047, 'lng': 9.2074829}",L'Alchimia,ChIJ00c7akrHhkcRvuzprzvi8Y8,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Viale Premuda, 34, Milano",4.4,539.0,
3494,14990,OPERATIONAL,"{'lat': 45.4655236, 'lng': 9.2080783}",King Pizza,ChIJod4yBZjGhkcRgat983T3ZW4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Pasquale Sottocorno, 3, Milano",4.8,44.0,
3495,14993,OPERATIONAL,"{'lat': 45.4655835, 'lng': 9.2081927}",Melek E Ostos,ChIJZ6wHG5jGhkcRIuqNWG-eylM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Pasquale Sottocorno, 5, Milano",4.0,2.0,
3496,14998,OPERATIONAL,"{'lat': 45.4657078, 'lng': 9.2087947}",Ristorante BBQ,ChIJXYUmGZjGhkcRBEkXjqIBtOA,"['restaurant', 'lodging', 'food', 'point_of_interest', 'establishment']","Via Pasquale Sottocorno, 5/A, Milano",4.5,323.0,2.0
3497,15001,OPERATIONAL,"{'lat': 45.4654102, 'lng': 9.208369799999998}",Giacomo Bistrot,ChIJCZgF6gPHhkcRQSrpjY3LMRs,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Pasquale Sottocorno, 6, Milano",4.1,57.0,
3498,15010,OPERATIONAL,"{'lat': 45.4656779, 'lng': 9.208872699999999}",theLab - Unconventional Burger Experience,ChIJs3pJH5jGhkcRGsaslKJ21Xg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Pasquale Sottocorno, 5/A, Milano",4.5,727.0,2.0
3499,15021,OPERATIONAL,"{'lat': 45.46573540000001, 'lng': 9.2092508}",Kiku,ChIJnS814I7HhkcRGF1ydKUqkK8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Pasquale Sottocorno, 9, Milano",4.3,479.0,
3500,15024,OPERATIONAL,"{'lat': 45.4658333, 'lng': 9.209444399999999}",Ross & Bianch,ChIJYxMFJ5jGhkcRzPW_eYYVKXw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Pasquale Sottocorno, 11, Milano",4.4,114.0,2.0
3501,15026,OPERATIONAL,"{'lat': 45.465737, 'lng': 9.2098468}",Giacomo Rosticceria,ChIJAQCtKZjGhkcRbcozOmmqO_Q,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Pasquale Sottocorno, 36, Milano",3.8,486.0,2.0
