,Index,business_status,geometry,name_g,place_id,types,address_g,rating_g,total_reviews_g,price_level_g
2860,12300,OPERATIONAL,"{'lat': 45.4616869, 'lng': 9.185142500000001}",San Maurì,ChIJecyBDqvGhkcRru_eJmjQ2pc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via San Maurilio, 4, Milano",4.5,391.0,2.0
2861,12303,OPERATIONAL,"{'lat': 45.4619651, 'lng': 9.1858111}",Piz,ChIJ3W-DdqvGhkcR5qXFn9VmaQE,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Torino, 34, Milano",4.5,7997.0,2.0
2862,12311,OPERATIONAL,"{'lat': 45.4619904, 'lng': 9.1855674}",Pomet Food - Consolato Calabrese,ChIJYS5Utn7HhkcROdLGMBOzKHA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Valpetrosa, Via Torino, 1, Milano",4.6,659.0,1.0
2863,12312,OPERATIONAL,"{'lat': 45.462159, 'lng': 9.185426099999999}",Contrada Govinda,ChIJt8_MTvLHhkcRBP37-s8v2Y8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Valpetrosa, 5, Milano",4.4,333.0,
2864,12323,OPERATIONAL,"{'lat': 45.4618388, 'lng': 9.1865595}",L'altro Tramezzino,ChIJ6cDfl6vGhkcRFfSArC6YtmQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Lupetta, 5, Milano",4.4,76.0,1.0
2865,12325,OPERATIONAL,"{'lat': 45.46169570000001, 'lng': 9.186600700000001}",Pizzabio,ChIJeftDdfjHhkcR9E4gCzBKFKw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via degli Arcimboldi, 5, Milano",4.2,448.0,
2866,12330,OPERATIONAL,"{'lat': 45.46231119999999, 'lng': 9.1866896}",Zime,ChIJAxj2mqvGhkcRZ0PaFg-zR1o,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Torino, Milano",3.3,3.0,
2867,12331,OPERATIONAL,"{'lat': 45.46231819999999, 'lng': 9.1870128}",La Piadineria,ChIJ6cT4javGhkcRhnI9NMw2p2g,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via dell'Unione, 4, Milano",3.9,726.0,1.0
2868,12338,OPERATIONAL,"{'lat': 45.4623426, 'lng': 9.1871154}",La Vecchia Latteria,ChIJT3UXkqvGhkcRfKS9zqajwfM,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via dell'Unione, 6, Milano",3.9,303.0,2.0
2869,12341,OPERATIONAL,"{'lat': 45.46185089999999, 'lng': 9.187472900000001}",Sugo Milano,ChIJr4klQYPHhkcRMYsBbWCftC8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via dell'Unione, 11, Milano",4.4,118.0,
2870,12342,OPERATIONAL,"{'lat': 45.4621197, 'lng': 9.187321299999999}",Al Cantinone,ChIJ_4Ps487HhkcRROjQKooYgWM,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via dell'Unione, 8, Milano",4.2,390.0,2.0
2871,12344,OPERATIONAL,"{'lat': 45.4615932, 'lng': 9.1876948}",Sushi Li,ChIJORG4lKvGhkcRAyptA0gtHkg,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via dell'Unione, Piazza Giuseppe Missori, 7, Milano",4.5,580.0,2.0
2873,12347,OPERATIONAL,"{'lat': 45.46228139999999, 'lng': 9.1873534}",Bar Paninoteca Unione,ChIJE-8nk6vGhkcRgu7OZZVUyrU,"['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']","Via dell'Unione, 3, Milano",4.3,171.0,
2874,12349,OPERATIONAL,"{'lat': 45.4624145, 'lng': 9.187616499999999}",Caputo - Ristorante e Pizzeria Napoletana,ChIJNxEk86vGhkcRvyuJ7WOwf7o,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Falcone, 7, Milano",4.1,2061.0,2.0
2875,12358,OPERATIONAL,"{'lat': 45.46170060000001, 'lng': 9.188390900000002}",Neko Bento&Ramen,ChIJrRI3-_THhkcRcirswmCe35g,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giuseppe Mazzini, 20, Milano",4.7,157.0,
2876,12359,OPERATIONAL,"{'lat': 45.4617212, 'lng': 9.1884015}",Frades Porto Cervo - Milano,ChIJlSUY63fHhkcRZfJupPry1VY,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giuseppe Mazzini, 20, Milano",4.7,110.0,
2878,12362,OPERATIONAL,"{'lat': 45.46241759999999, 'lng': 9.1875593}",Dream Poke,ChIJ239nad3HhkcRGqxJYnax22A,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Falcone, 7, Milano",4.6,141.0,
2879,12364,OPERATIONAL,"{'lat': 45.46245609999999, 'lng': 9.188392299999999}",Hana,ChIJeVm41cbGhkcRtUEZAl-_isU,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giuseppe Mazzini, 12, Milano",4.2,1383.0,2.0
2881,12378,OPERATIONAL,"{'lat': 45.4622827, 'lng': 9.1895023}",Bottega Ghiotta,ChIJGdbsSanGhkcR9xIl-3eBdrQ,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Armando Diaz, 6, Milano",3.8,1274.0,2.0
2882,12386,OPERATIONAL,"{'lat': 45.4619219, 'lng': 9.189932699999998}",Jollibee Milano,ChIJn75qRKnGhkcRUhBcFquRMi8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Armando Diaz, 7, Milano",4.1,2410.0,
2883,12387,OPERATIONAL,"{'lat': 45.46191320000001, 'lng': 9.1900125}",Sisal Wincity,ChIJ3Rp6RqnGhkcRRnBxAJlVcLo,"['casino', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Generale, Piazza Armando Diaz, 7, Milano",4.0,453.0,
2885,12390,OPERATIONAL,"{'lat': 45.46248339999999, 'lng': 9.189563699999999}",Panino Giusto,ChIJ8aGGdq_GhkcRgYPciQiiMtM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Diaz, Autosilo Diaz, 6, Milano",3.9,577.0,
2886,12391,OPERATIONAL,"{'lat': 45.461892, 'lng': 9.1902138}",Bar Ristorante Nannini Diaz,ChIJP1dwPETHhkcRMX4k8WaXSes,"['bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Armando Diaz, 7, Milano",4.0,45.0,2.0
2888,12395,OPERATIONAL,"{'lat': 45.4621338, 'lng': 9.1904483}",Ca'puccino Piazza Diaz,ChIJ9_r5T6nGhkcRoDCHVbKjhKk,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","Piazza Armando Diaz, 5, Milano",3.4,1461.0,2.0
2890,12397,OPERATIONAL,"{'lat': 45.46169479999999, 'lng': 9.191016199999998}",New York Stickball,ChIJG5HeIqnGhkcRD8wdi9fS1fs,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Flavio Baracchini, 7, Milano",3.0,1.0,
2891,12399,OPERATIONAL,"{'lat': 45.4620959, 'lng': 9.1910235}",Yuan Hotpot,ChIJyRYfMKnGhkcRvAqBcsuQAdE,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Paolo da Cannobio, 2, Milano",4.1,430.0,2.0
2892,12400,OPERATIONAL,"{'lat': 45.4621071, 'lng': 9.190955899999997}",Piadineria La Caveja,ChIJ61BYO6nGhkcR3RYiHJn0jvs,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Paolo da Cannobio, 2, Milano",4.4,97.0,1.0
2893,12411,OPERATIONAL,"{'lat': 45.4620959, 'lng': 9.1910235}",Fish Lab Milano,ChIJ70z9KFvHhkcRdHIyyo9ugE8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Paolo da Cannobio, 2, Milano",3.0,5.0,
2895,12443,OPERATIONAL,"{'lat': 45.4623032, 'lng': 9.1927948}",Jade Garden,ChIJH3l4zajGhkcRexfsn7ZKkWk,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Palazzo Reale, 5, Milano",4.3,591.0,2.0
2896,12445,OPERATIONAL,"{'lat': 45.4621643, 'lng': 9.1929032}",Spiller | Milano Duomo,ChIJARR0_qvHhkcR424l1Iato9c,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Larga, 8, Milano",4.3,546.0,2.0
2897,12446,OPERATIONAL,"{'lat': 45.46245269999999, 'lng': 9.192630399999999}",MERENDERIA MAREMMANA,ChIJk7sy4n7HhkcRPrkC1kO_EJ0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Palazzo Reale, 5, Milano",4.0,1.0,
2898,12448,OPERATIONAL,"{'lat': 45.4623825, 'lng': 9.1940276}",Flash,ChIJXZX2rajGhkcRNwPKXjDF2eI,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Bergamini, 1, Milano",3.6,1669.0,1.0
2899,12449,OPERATIONAL,"{'lat': 45.4617278, 'lng': 9.194189399999999}",Wine Bar La Pagnotta,ChIJa-gMpqjGhkcRTh-rjEFqgao,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Bergamini, 7, Milano",4.4,71.0,
