,Index,business_status,geometry,name_google,place_id,price_level_google,rating_google,types,total_reviews_google,address
1357,5023,PERMANENTLY_CLOSED,"{'lat': 45.45337929999999, 'lng': 9.1509189}",Il tempio del gusto,ChIJ683bYtvDhkcRsNf4KMNnrwA,1.0,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']",239.0,"Via Vespri Siciliani, 16, Milano"
1358,5027,OPERATIONAL,"{'lat': 45.4518502, 'lng': 9.150839900000001}",Ristorante Pizzeria Hobby,ChIJZzgCq9zDhkcRl5lJtY7C6A0,1.0,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']",464.0,"Via Leone Tolstoi, 22, Milano"
1359,5037,OPERATIONAL,"{'lat': 45.451883, 'lng': 9.151917}",Different Burger,ChIJFV9rttzDhkcRhLZc6tUyEz0,2.0,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']",406.0,"Via Giambellino, 12, Milano"
1360,5042,OPERATIONAL,"{'lat': 45.4524927, 'lng': 9.1547938}",DOU,ChIJZf40FN3DhkcR0O6B1P0e91o,2.0,4.4,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",414.0,"Piazza Napoli, 25, Milano"
1361,5043,OPERATIONAL,"{'lat': 45.452656, 'lng': 9.155110399999998}",Duorice sushi,ChIJ7Z-fFd3DhkcRQrqH2oxFBJ0,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",468.0,"Piazza Napoli, 25, Milano"
1362,5045,OPERATIONAL,"{'lat': 45.4526844, 'lng': 9.155385199999998}",La Caveja Piazza Napoli,ChIJnyMN7NzDhkcRC4p9ywPeMXg,1.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",267.0,"Piazza Napoli, 21, Milano"
1363,5046,OPERATIONAL,"{'lat': 45.4526177, 'lng': 9.1554517}",Mi-Ramen Bistro,ChIJiRi0nQbEhkcRTwLIuMWtRio,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1094.0,"Piazza Napoli, 21, Milano"
1364,5049,OPERATIONAL,"{'lat': 45.4544126, 'lng': 9.1527352}",Ifu Oriental Restaurant,ChIJ54AFXdzDhkcRn1caJ1gzUko,1.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1089.0,"Viale Misurata, 60, Milano"
1365,5057,OPERATIONAL,"{'lat': 45.4511438, 'lng': 9.1540309}",Sosital,ChIJ8a4a0cLDhkcRVwT3DtHKfMs,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Savona, 90, Milano"
1366,5058,OPERATIONAL,"{'lat': 45.45107549999999, 'lng': 9.154016499999997}",GRANDMILANO,ChIJp4FkIZjDhkcRq2D3xN-KUhI,,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",49.0,"Via Savona, 90, Milano"
1367,5067,OPERATIONAL,"{'lat': 45.4515348, 'lng': 9.156102500000001}",Pizzeria S. Gennaro,ChIJcVOjVt3DhkcRxhW6wkXObxA,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",303.0,"Via Savona, 73, Milano"
1368,5068,OPERATIONAL,"{'lat': 45.4539747, 'lng': 9.1547395}",Le Refuge,ChIJtTgqqd3DhkcR6tYMzN1DWWE,2.0,4.4,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",264.0,"Piazza Napoli, 9, Milano"
1369,5069,OPERATIONAL,"{'lat': 45.4513513, 'lng': 9.155546}",Pizzeria pomodorini e basilico,ChIJ_99GRBfDhkcRl2ddDvkG_IQ,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",44.0,"Via Savona, 75, Milano"
1370,5070,OPERATIONAL,"{'lat': 45.4510466, 'lng': 9.1547162}",Bar Dell'Artista,ChIJuazjtcLDhkcR62Mxgfm5jxY,1.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",28.0,"Viale Carlo Troya, 14, Milano"
1371,5073,OPERATIONAL,"{'lat': 45.45107549999999, 'lng': 9.154016499999997}",Pizzeria Express 8,ChIJ51c2zsLDhkcR91M1M4Ur89o,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"piano tera, Via Savona, 90, Milano"
1372,5076,OPERATIONAL,"{'lat': 45.4528925, 'lng': 9.1560162}",GLU0,ChIJm4FYVfrDhkcRjPtXHNDmVj0,,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,"Via Andrea Solari, 43, Milano"
1373,5077,OPERATIONAL,"{'lat': 45.4528926, 'lng': 9.156032800000002}",La Cassoeula del Togn,ChIJhy1UjV3HhkcRQdDV2O5gNbE,,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",45.0,"Via Andrea Solari, 43, Milano"
1374,5078,OPERATIONAL,"{'lat': 45.452859, 'lng': 9.1561182}",Poke Wow,ChIJO25esznDhkcRY2IlVbQit-Y,,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",15.0,"Via Andrea Solari, 43, Milano"
1375,5079,OPERATIONAL,"{'lat': 45.4534288, 'lng': 9.1579809}",Ristorante Pizzeria Il Pomodorino,ChIJg4Scc-fDhkcR3tBFMBaAOfE,2.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",1037.0,"Via Andrea Solari, 39, Milano"
1376,5080,OPERATIONAL,"{'lat': 45.45364439999999, 'lng': 9.159443399999997}",Circle,ChIJF__RBefDhkcRUvQkvnOw0IA,2.0,3.7,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",662.0,"Via Stendhal, 36, Milano"
1377,5083,OPERATIONAL,"{'lat': 45.4523279, 'lng': 9.160205}",BeerGallery,ChIJB8sCRubDhkcRqghrt4fUtZk,2.0,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",88.0,"Via Stendhal, 30, Milano"
1378,5084,OPERATIONAL,"{'lat': 45.4523279, 'lng': 9.160205}",Cacau Temakeria,ChIJB8sCRubDhkcReYeQ4qxQP-I,,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",166.0,"Via Stendhal, 30, Milano"
1379,5086,OPERATIONAL,"{'lat': 45.4538569, 'lng': 9.1578877}",I Beerbanti Pub,ChIJw9PjdufDhkcRyE12Mt0fTJ4,1.0,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",447.0,"Via Andrea Solari, 52, Milano"
1380,5088,OPERATIONAL,"{'lat': 45.4538752, 'lng': 9.1580861}",Harris,ChIJ6eBCCd3DhkcRfOBuk94Nqa8,2.0,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",155.0,"Via Andrea Solari, 50, Milano"
1381,5089,OPERATIONAL,"{'lat': 45.45389309999999, 'lng': 9.158129}",Sushi Sashimi Take Away,ChIJtU1HcufDhkcR5Jv3_Njs7cY,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",314.0,"Via Andrea Solari, 48, Milano"
1382,5092,OPERATIONAL,"{'lat': 45.45285399999999, 'lng': 9.160290000000002}",Trattoria Trinacria,ChIJo0inUObDhkcR89mHa4ipuXQ,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",395.0,"Via Savona, 57, Milano"
1383,5094,OPERATIONAL,"{'lat': 45.4531538, 'lng': 9.1573411}",Pizzium - Via Solari,ChIJh-_V7WvDhkcRjGL8e63tj1w,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",155.0,"Via Andrea Solari, 41, Milano"
1384,5096,OPERATIONAL,"{'lat': 45.4528768, 'lng': 9.1561487}",Bar Plaza,ChIJw9Kxet3DhkcRNKkP0ItBexo,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,"Via Andrea Solari, 43, Milano"
1385,5104,PERMANENTLY_CLOSED,"{'lat': 45.4517848, 'lng': 9.1632376}",Italian Gourmet Evento,ChIJcYIb6uXDhkcRVqpquOJ6kHM,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Tortona, 27, Milano"
1386,5105,OPERATIONAL,"{'lat': 45.451802, 'lng': 9.163290099999998}",Dada Cafè,ChIJzTEa6uXDhkcRYRMXRYVH7t8,,3.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",36.0,"Via Tortona, 27, Milano"
1387,5109,OPERATIONAL,"{'lat': 45.4524574, 'lng': 9.160054299999999}",La Latteria di via Stendhal,ChIJXfkfT-bDhkcRmAVfMI26hNc,,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",59.0,"Via Stendhal, 30, Milano"
1388,5111,OPERATIONAL,"{'lat': 45.4524512, 'lng': 9.1597992}",Stendhal Cafe,ChIJyV25TebDhkcRHb-zvrjyevI,2.0,4.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",109.0,"Via Stendhal, 19/23, Milano"
1389,5112,OPERATIONAL,"{'lat': 45.4525997, 'lng': 9.1599691}",Dolce Emilia,ChIJ7Q4wUubDhkcR1BRodq5X8Is,2.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",429.0,"Via Savona, 59, Milano"
1390,5115,OPERATIONAL,"{'lat': 45.45284530000001, 'lng': 9.1600703}",Fiore Food & Drink,ChIJwQAjUubDhkcRWyVt0Rt8ggk,2.0,4.3,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",380.0,"Via Savona, 59, Milano"
1391,5116,OPERATIONAL,"{'lat': 45.4529467, 'lng': 9.160560700000001}",Angelo's Bistrot,ChIJcap0WebDhkcR_r5IRoRaOgE,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",191.0,"Via Savona, 55, Milano"
1392,5117,PERMANENTLY_CLOSED,"{'lat': 45.45336570000001, 'lng': 9.161124100000002}",Ethica,ChIJsefbpBDDhkcRN3Mxou3to5Y,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Savona, 56, Milano"
1393,5118,OPERATIONAL,"{'lat': 45.4536468, 'lng': 9.1594106}",Iron S.r.l.,ChIJF__RBefDhkcRfGkNcdurN_A,,1.0,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Stendhal, 36, Milano"
1394,5119,OPERATIONAL,"{'lat': 45.45415939999999, 'lng': 9.162736199999998}",La Tradizionale,ChIJV0i1H-TDhkcRn85caK0TCzM,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2741.0,"Via Bergognone, 16, Milano"
1395,5122,PERMANENTLY_CLOSED,"{'lat': 45.45244239999999, 'lng': 9.1641889}",Un posto Incredibile,ChIJORCMpSHEhkcRuDCuXPxAVTg,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",11.0,"Via Carlo Botta, 18, Milano"
1396,5124,OPERATIONAL,"{'lat': 45.4526877, 'lng': 9.1655076}",God Save the Food,ChIJFxUSquXDhkcRH06UpyXV5DM,2.0,3.8,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1417.0,"Via Tortona, 34, Milano"
1397,5127,OPERATIONAL,"{'lat': 45.4540677, 'lng': 9.163106899999999}",Al Fresco,ChIJ48UjIeTDhkcRhiacktfuL7U,3.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",1406.0,"Via Savona, 50, Milano"
1398,5128,OPERATIONAL,"{'lat': 45.45256939999999, 'lng': 9.165172600000002}",Saba & Tu,ChIJ1yckquXDhkcRoAyyx-ZiZHI,,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",75.0,"Via Tortona, 36, Milano"
1399,5129,OPERATIONAL,"{'lat': 45.452906, 'lng': 9.1662347}",Belle Donne Bistrot,ChIJJ3zQ4uTDhkcRUyzcdslIX38,2.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",1561.0,"Via Tortona, 28, Milano"
1400,5131,PERMANENTLY_CLOSED,"{'lat': 45.4527427, 'lng': 9.1654003}",Go S.r.l.,ChIJpdKhAOXDhkcR_scbLCpXOTQ,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Tortona, 34, Milano"
1401,5133,PERMANENTLY_CLOSED,"{'lat': 45.45249949999999, 'lng': 9.164271399999999}",ico,ChIJR9FM6__DhkcRXmKYJIzSSwE,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Emilio Gola, Milano"
1402,5135,OPERATIONAL,"{'lat': 45.4527416, 'lng': 9.164717099999999}",Café Sudan,ChIJh_1ZruXDhkcRjgTUBwKhUxw,,3.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",78.0,"Via Bergognone, 47, Milano"
1403,5136,OPERATIONAL,"{'lat': 45.45343879999999, 'lng': 9.162056699999997}",Hazama,ChIJp9qwRcHDhkcR3HXdmIJ3Jtc,,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",117.0,"Via Savona, 41, Milano"
1404,5137,PERMANENTLY_CLOSED,"{'lat': 45.4527427, 'lng': 9.1654003}",レクサス会場,ChIJCYn5_-TDhkcRTR1VhICVEEY,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Tortona, 34, Milano"
1405,5138,OPERATIONAL,"{'lat': 45.45375649999999, 'lng': 9.163514800000002}",Cocciuto,ChIJU2ZEouvDhkcRVGc5B0FlhX0,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",1426.0,"Via Bergognone, 24, Milano"
1406,5142,OPERATIONAL,"{'lat': 45.4525663, 'lng': 9.1669327}",Da Noi In,ChIJted0IeXDhkcREWTd8h1gffk,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",89.0,"Via Vincenzo Forcella, 6, Milano"
1407,5145,PERMANENTLY_CLOSED,"{'lat': 45.4532006, 'lng': 9.167079099999999}",Zhao Ristorante Giapponese,ChIJX_pX4eTDhkcRflf245gsKLM,,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,"Via Tortona, 20, Milano"
1408,5151,OPERATIONAL,"{'lat': 45.4530068, 'lng': 9.1668178}",Osteria il Giardinetto,ChIJe9mm3eTDhkcRX3YCxwXn9jc,2.0,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",212.0,"Via Tortona, 19, Milano"
1409,5152,OPERATIONAL,"{'lat': 45.4529582, 'lng': 9.166441899999999}",Oro Asian Cuisine,ChIJY_e64-TDhkcR1xSYBrEHNfo,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Tortona, 26, Milano"
1410,5155,OPERATIONAL,"{'lat': 45.4528684, 'lng': 9.1661234}",Osteria Fiorentina,ChIJa09YNyzDhkcR_lnvo23UCuk,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",370.0,"Via Tortona, 28, Milano"
1411,5157,PERMANENTLY_CLOSED,"{'lat': 45.4529747, 'lng': 9.1662025}",Libi Light Bistrò,ChIJPUJ8uzTDhkcRrIUGcZZifE4,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Tortona, 28, Milano"
1412,5158,PERMANENTLY_CLOSED,"{'lat': 45.4526207, 'lng': 9.1671108}",marelli,ChIJt8xTi43DhkcRTkpHEDl25fI,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Vincenzo Forcella, 6, Milano"
1413,5161,OPERATIONAL,"{'lat': 45.4518706, 'lng': 9.170324500000001}",Joe Cipolla Restaurant,ChIJB8gDufvDhkcR6ATrRRcFgnU,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1038.0,"Via Casale, 4, Milano"
1414,5168,OPERATIONAL,"{'lat': 45.452421, 'lng': 9.170866000000002}",Il Cucchiaio di Legno,ChIJI_SaAfvDhkcRzwP9Mah3Nms,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Privata Sartirana, 5, Milano"
1415,5170,OPERATIONAL,"{'lat': 45.45241009999999, 'lng': 9.1701819}",Friends,ChIJhVpl4vrDhkcRG49RjL-_5zE,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,"Via Casale, 3a, Milano"
1416,5172,OPERATIONAL,"{'lat': 45.451793, 'lng': 9.170675599999997}",Buona Forchetta,ChIJDedm9_rDhkcR22df76sg5hc,2.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",870.0,"Via Casale, 5, Milano"
1417,5188,OPERATIONAL,"{'lat': 45.45196780000001, 'lng': 9.174864000000001}",El Brellin,ChIJXa20nfnDhkcRi5MNdG_K2aU,3.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",1775.0,"Vicolo dei Lavandai, Alzaia Naviglio Grande, 14, Milano"
1418,5190,OPERATIONAL,"{'lat': 45.4531235, 'lng': 9.1733195}",Ristorante Napoletano e Caffetteria con Pasticceria da Teresa e Patrizia Milano,ChIJWRJ_xPvDhkcRwi__yQJEvmA,2.0,4.0,"['restaurant', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']",357.0,"Via Vigevano, 14, Milano"
1419,5191,OPERATIONAL,"{'lat': 45.4530997, 'lng': 9.1708468}",Mexicali,ChIJ5dh-VwTEhkcRrrtQcp8IiOs,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1016.0,"Via Vigevano, 41, Milano"
1420,5200,OPERATIONAL,"{'lat': 45.45186169999999, 'lng': 9.175965099999999}",Greek Fusion,ChIJiccsAPnDhkcRgCrz97aVMkA,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2487.0,"Ripa di Porta Ticinese, 15, Milano"
1421,5204,OPERATIONAL,"{'lat': 45.45201609999999, 'lng': 9.1769493}",La pizzeria Tradizionale,ChIJF_Ok_vjDhkcRuorx8W0mEII,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1267.0,"Ripa di Porta Ticinese, 7, Milano"
1422,5205,OPERATIONAL,"{'lat': 45.4520932, 'lng': 9.1754993}",Al Coniglio Bianco,ChIJIR0PoPnDhkcR76j09qmLCx8,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1121.0,"Alzaia Naviglio Grande, 12, Milano"
1423,5206,OPERATIONAL,"{'lat': 45.4519917, 'lng': 9.176545199999998}",Spritz Navigli Milano,ChIJXXdn_vjDhkcRCN4kkzxgRcM,1.0,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3406.0,"Ripa di Porta Ticinese, 9, Milano"
1424,5207,OPERATIONAL,"{'lat': 45.4520932, 'lng': 9.1754993}",Officina 12,ChIJl0iAoPnDhkcRyK-i6FehbZA,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",1661.0,"Alzaia Naviglio Grande, 12, Milano"
1425,5214,OPERATIONAL,"{'lat': 45.45183189999999, 'lng': 9.174268400000003}",L'Altro Luca & Andrea,ChIJf8GfhvnDhkcRQrikv10yEWk,2.0,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1249.0,"Alzaia Naviglio Grande, 24, Milano"
1426,5215,OPERATIONAL,"{'lat': 45.4521522, 'lng': 9.173579199999999}",el Cicinín,ChIJnegiLfrDhkcRcw5N5UrxR8Q,2.0,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",260.0,"Via Corsico, 5, Milano"
1427,5216,OPERATIONAL,"{'lat': 45.452607, 'lng': 9.173432000000002}",28 Posti,ChIJsyLIz_vDhkcRanGRa6hpfKw,3.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",392.0,"Via Corsico, 1, Milano"
1428,5217,OPERATIONAL,"{'lat': 45.45170319999999, 'lng': 9.1752327}",Momo Bar,ChIJO67vofnDhkcRrmHoS0s94Ps,,3.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1070.0,"Ripa di Porta Ticinese, 23, Milano"
1429,5218,OPERATIONAL,"{'lat': 45.4527469, 'lng': 9.1745391}",Le Striatelle di Nonna Mafalda Milano,ChIJdVS52_vDhkcRNRxGm65Uvt8,1.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1398.0,"Via Vigevano, 11, Milano"
1430,5227,OPERATIONAL,"{'lat': 45.453152, 'lng': 9.179172000000001}",Jinzuan Diamond,ChIJcWDKvfjDhkcRwKrhQSltMsw,,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,"Piazza Ventiquattro Maggio, 8, Milano"
1431,5228,OPERATIONAL,"{'lat': 45.4531552, 'lng': 9.179635999999999}",Panino Giusto,ChIJeVlRp_jDhkcRendINWLu-k8,2.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",429.0,"Piazza Ventiquattro Maggio, 4, Milano"
1432,5229,OPERATIONAL,"{'lat': 45.4518975, 'lng': 9.176282100000002}",Il Panzerotto da Ettore,ChIJTQjSqfnDhkcRkmsPfd4C6Lc,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",79.0,"Ripa di Porta Ticinese, 13, Milano"
1433,5230,PERMANENTLY_CLOSED,"{'lat': 45.4520008, 'lng': 9.1768895}",Crm Srl,ChIJYWaAqPnDhkcR6ZYRQnpYid8,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Ripa di Porta Ticinese, 7, Milano"
1434,5231,OPERATIONAL,"{'lat': 45.4521297, 'lng': 9.1772314}",Da Totò,ChIJ2dOa9_jDhkcRnuULOkKimNI,,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",26.0,"Via Alzaia Naviglio Pavese, 2,angolo Ripa di porta Ticinese, Milano"
1435,5232,PERMANENTLY_CLOSED,"{'lat': 45.452151, 'lng': 9.1773632}",Makitree,ChIJKdbM-_jDhkcRreJOY5UHieY,,2.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",7.0,"Ripa di Porta Ticinese, 3, Milano"
1436,5234,OPERATIONAL,"{'lat': 45.4526113, 'lng': 9.1762102}",Spontini - Gluten Free,ChIJUa-zEfnDhkcR62__VSEETNg,1.0,3.7,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",597.0,"Viale Gorizia, 30, Milano"
