id,title,r_bubbles,r_number,cook_type,expensive
4384,4385. Bikers Bar,"Punteggio 4,0 su 5",9 recensioni,"Bar, Pub",€
4385,4386. Melabianca,"Punteggio 3,5 su 5",81 recensioni,"Italiana, Pizza",€
4386,4387. Bajiumen Hotpot,"Punteggio 5,0 su 5",2 recensioni,Cinese,?
4387,4388. Il Nuovo Principe,"Punteggio 3,5 su 5",65 recensioni,"Italiana, Pesce",€€ - €€€
4388,4389. Caffecioccolato,"Punteggio 4,5 su 5",3 recensioni,?,?
4389,4390. That's Vapore Piazza Meda,"Punteggio 3,5 su 5",14 recensioni,Salutistica,?
4390,4391. Mare Dentro,"Punteggio 4,0 su 5",9 recensioni,"Italiana, Pesce",?
4391,4392. Sán - sánguche y cerveza,"Punteggio 4,0 su 5",7 recensioni,Italiana,?
4392,4393. Tropical Paradise,"Punteggio 5,0 su 5",2 recensioni,Asiatica,?
4393,4394. Bar Garden,"Punteggio 4,0 su 5",5 recensioni,€,?
4394,4395. Latticini di Marco Galli,"Punteggio 4,5 su 5",6 recensioni,Gastronomia,?
4395,4396. Mathara Ambula,"Punteggio 4,0 su 5",8 recensioni,"Asiatica, Cingalese",€
4396,4397. KIMKAMEAMEA CAFE',"Punteggio 4,5 su 5",6 recensioni,"Italiana, Birreria",?
4397,4398. Nana Veg Kitchen,"Punteggio 5,0 su 5",2 recensioni,"Libanese, Mediterranea",€€ - €€€
4398,4399. Ateneo Bar,"Punteggio 3,5 su 5",19 recensioni,"Italiana, Caffè",€
4399,4400. Graniburger,"Punteggio 4,5 su 5",3 recensioni,Italiana,?
4400,4401. Sbarba',"Punteggio 5,0 su 5",3 recensioni,"Italiana, Bar",€
4401,4402. Angolo del Sapore,"Punteggio 5,0 su 5",2 recensioni,?,?
4402,4403. Panino Giusto Palestro,"Punteggio 3,5 su 5",67 recensioni,"Italiana, Mediterranea",€€ - €€€
4403,4404. Fun Poke,"Punteggio 4,0 su 5",7 recensioni,"Pesce, Sushi",€€ - €€€
4404,4405. California Bakery,"Punteggio 5,0 su 5",2 recensioni,Americana,?
4405,4406. Ristorante Pizzeria Excalibur,"Punteggio 4,0 su 5",4 recensioni,?,?
4406,4407. Gino Sorbillo Isola,"Punteggio 3,0 su 5",56 recensioni,"Italiana, Pizza",?
4407,4408. Maruji,"Punteggio 5,0 su 5",2 recensioni,?,?
4408,4409. Felice Take Away Ristorante Cinese Sudamericano,"Punteggio 4,5 su 5",5 recensioni,Cinese,?
4409,4410. Pizzeria Wanna,"Punteggio 4,5 su 5",3 recensioni,?,?
4410,4411. Al panino,"Punteggio 4,5 su 5",6 recensioni,Italiana,€€ - €€€
4411,4412. Il Bistrot Di Milano3,"Punteggio 4,5 su 5",3 recensioni,"Italiana, Pizza",?
4412,4413. Pub Drago Verde,"Punteggio 3,5 su 5",22 recensioni,"Italiana, Birreria",?
4413,4414. Sifà Bottega,"Punteggio 4,5 su 5",3 recensioni,"Italiana, Brasiliana",?
4414,4415. Gustavo Ristoranti Milano,"Punteggio 4,5 su 5",3 recensioni,?,?
4415,4416. Pizza E Delizie,"Punteggio 3,5 su 5",15 recensioni,"Italiana, Pizza",€
4416,4417. Rosso Fuoco,"Punteggio 3,0 su 5",83 recensioni,Italiana,€
4417,4418. Sakura,"Punteggio 3,5 su 5",13 recensioni,"Cinese, Sushi",€€ - €€€
4418,4419. Latitud 00,"Punteggio 3,5 su 5",12 recensioni,"Barbecue, Pesce",?
4419,4420. Alchimie,"Punteggio 4,0 su 5",13 recensioni,"Italiana, Pesce",€
4420,4421. Reeb,"Punteggio 4,0 su 5",18 recensioni,"Italiana, Americana",€
4421,4422. Pizzeria Al Piccolo Principe,"Punteggio 3,5 su 5",26 recensioni,"Italiana, Pizza",€
4422,4423. Boulevard Bistrot Di Naspro Giovanni,"Punteggio 4,0 su 5",5 recensioni,?,?
4423,4424. La Delizia,"Punteggio 3,5 su 5",70 recensioni,"Italiana, Pesce",€
4424,4425. Oh Noodle!,"Punteggio 4,5 su 5",4 recensioni,€,?
4425,4426. Lapa,"Punteggio 3,5 su 5",101 recensioni,"Brasiliana, Sudamericana",€€ - €€€
4426,4427. OHA Tropical City Bar & Bubble Tea,"Punteggio 4,0 su 5",5 recensioni,Italiana,€€ - €€€
4427,4428. Oasis milano,"Punteggio 4,0 su 5",16 recensioni,"Italiana, Peruviana",€€ - €€€
4428,4429. Caffetteria Salento,"Punteggio 4,0 su 5",10 recensioni,"Italiana, Mediterranea",?
4429,4430. Cafè Posillipo,"Punteggio 4,5 su 5",3 recensioni,"Bar, Pub",?
4430,4431. L'amour Cafe,"Punteggio 5,0 su 5",3 recensioni,?,?
4431,4432. Bar dei Bossi,"Punteggio 3,5 su 5",14 recensioni,"Italiana, Bar",€
4432,4433. Burger & Chips Milano,"Punteggio 5,0 su 5",3 recensioni,Americana,€€ - €€€
4433,4434. Cotton,"Punteggio 4,0 su 5",8 recensioni,Italiana,€
4434,4435. Poke House Tribunale,"Punteggio 3,5 su 5",30 recensioni,Hawaiana,€
4435,4436. Pizzeria Babbo Natale,"Punteggio 3,5 su 5",56 recensioni,"Pizza, Italiana",€
4436,4437. El Gusto,"Punteggio 4,5 su 5",4 recensioni,"Sudamericana, Centro americana",?
4437,4438. Dav Milano,"Punteggio 3,0 su 5",30 recensioni,"Italiana, Pizza",?
4438,4439. Twelve Cafè,"Punteggio 5,0 su 5",2 recensioni,"Bar, Pub",?
4439,4440. Green Restaurant,"Punteggio 3,5 su 5",38 recensioni,"Italiana, Pesce",€€ - €€€
4440,4441. Cafe Pagano,"Punteggio 4,0 su 5",6 recensioni,"Italiana, Caffè",€
4441,4442. Aguacate Porta Romana,"Punteggio 4,0 su 5",8 recensioni,"Messicana, Brasiliana",€
4442,4443. Mercato Comunale,"Punteggio 3,5 su 5",14 recensioni,Pesce,€€ - €€€
4443,4444. Taco Bonito,"Punteggio 4,0 su 5",4 recensioni,"Messicana, Latino americana",?
4444,4445. Pizzeria Italiana,"Punteggio 4,0 su 5",24 recensioni,"Italiana, Pizza",€€ - €€€
4445,4446. Caffetteria Morelli,"Punteggio 4,5 su 5",4 recensioni,?,?
4446,4447. I gustosi,"Punteggio 3,5 su 5",60 recensioni,"Italiana, Fast food",€
4447,4448. Bar Verga,"Punteggio 3,5 su 5",29 recensioni,Bar,€
4448,4449. Pizzikotto,"Punteggio 3,0 su 5",337 recensioni,"Italiana, Pizza",€€ - €€€
4449,4450. Lieti Calici,"Punteggio 4,5 su 5",4 recensioni,Italiana,?
4450,4451. La Esse Romagnola,"Punteggio 4,0 su 5",5 recensioni,Romagnola,?
4451,4452. Moscatelli,"Punteggio 3,0 su 5",422 recensioni,"Italiana, Bar",€
4452,4453. Poke House CityLife,"Punteggio 3,5 su 5",55 recensioni,Hawaiana,€
4453,4454. Watt Cafè,"Punteggio 3,5 su 5",7 recensioni,"Europea, Centro europea",€€ - €€€
4454,4455. C&D Cafe' Bistro' Design,"Punteggio 4,0 su 5",8 recensioni,"Italiana, Bar",€€ - €€€
4455,4456. Il Pescatore,"Punteggio 3,0 su 5",77 recensioni,"Italiana, Pesce",€€ - €€€
4456,4457. C&I Ristorante Cinese,"Punteggio 3,5 su 5",11 recensioni,"Cinese, Pesce",€
4457,4458. Opa Opa,"Punteggio 3,0 su 5",80 recensioni,"Greca, Fast food",€
4458,4459. Fresh Milano,"Punteggio 4,0 su 5",8 recensioni,Italiana,?
4459,4460. I Golosi,"Punteggio 5,0 su 5",5 recensioni,€€ - €€€,?
4460,4461. Muzza,"Punteggio 3,5 su 5",16 recensioni,Italiana,€
4461,4462. Maximilian Bistro & Wine,"Punteggio 3,5 su 5",8 recensioni,"Pesce, Mediterranea",€€ - €€€
4462,4463. Organic Pizza And Food Navigli,"Punteggio 3,5 su 5",10 recensioni,"Italiana, Pizza",€€ - €€€
4463,4464. Tipografia Alimentare,"Punteggio 3,5 su 5",183 recensioni,Italiana,€€ - €€€
4464,4465. La Tumbulella,"Punteggio 4,0 su 5",13 recensioni,"Pizza, Italiana",?
4465,4466. Bar Festival,"Punteggio 4,0 su 5",8 recensioni,Italiana,?
4466,4467. Nui City Jungle Cafè,"Punteggio 3,5 su 5",43 recensioni,"Italiana, Caffè",€€ - €€€
4467,4468. BARAKACAFE Milano,"Punteggio 4,0 su 5",11 recensioni,Italiana,€
4468,4469. Bio's Cafè So'Riso Porta Romana,"Punteggio 3,5 su 5",32 recensioni,Italiana,€€ - €€€
4469,4470. Biffi Scala & Toula,"Punteggio 4,5 su 5",7 recensioni,€€ - €€€,?
4470,4471. Flli La Bufala,"Punteggio 3,5 su 5",31 recensioni,"Italiana, Pizza",€€ - €€€
4471,4472. Italia 1,"Punteggio 5,0 su 5",3 recensioni,?,?
4472,4473. The Football Pub,"Punteggio 3,5 su 5",147 recensioni,"Bar, Britannica",€
4473,4474. Gaina Miscugli e Bolle,"Punteggio 5,0 su 5",2 recensioni,"Birreria, Pub",?
4474,4475. Bijou Cafè,"Punteggio 5,0 su 5",3 recensioni,"Caffè, Mediterranea",?
4475,4476. Bulaluhan sa Milan,"Punteggio 3,5 su 5",19 recensioni,"Filippina, Asiatica",€€ - €€€
4476,4477. Caffé Del Borgo,"Punteggio 3,5 su 5",19 recensioni,Italiana,€€ - €€€
4477,4478. L'angolo Dello Sfizio DA Toto' E Ciccio,"Punteggio 3,5 su 5",27 recensioni,Italiana,€
4478,4479. Fashion Bar e Caffé,"Punteggio 4,5 su 5",8 recensioni,Italiana,?
4479,4480. Istanbul Comasina - Kebab,"Punteggio 4,5 su 5",3 recensioni,?,?
4480,4481. Salumeria Rosticceria Alberti Alfredo SNC,"Punteggio 4,5 su 5",4 recensioni,?,?
4481,4482. Vizi & Sfizi,"Punteggio 4,0 su 5",7 recensioni,Italiana,?
4482,4483. Rosticcera Indiana Al Noor,"Punteggio 4,5 su 5",3 recensioni,Indiana,?
4483,4484. Osteria al 15,"Punteggio 3,5 su 5",31 recensioni,Italiana,€
4484,4485. Al Caffe di Via Fauche,"Punteggio 4,0 su 5",6 recensioni,Italiana,?
4485,4486. Santa Polenta!,"Punteggio 5,0 su 5",4 recensioni,Italiana,€
4486,4487. Pizza Love,"Punteggio 5,0 su 5",2 recensioni,Pizza,?
4487,4488. Sushi Bonbon,"Punteggio 5,0 su 5",2 recensioni,"Sushi, Italiana",€€€€
4488,4489. Kindii Baan Thai,"Punteggio 3,5 su 5",6 recensioni,Tailandese,?
4489,4490. Express Urbanlife,"Punteggio 4,0 su 5",7 recensioni,€,?
4490,4491. Ristorante dell`Hotel Hilton,"Punteggio 5,0 su 5",2 recensioni,?,?
4491,4492. My Home Cafe',"Punteggio 5,0 su 5",2 recensioni,"Bar, Italiana",?
4492,4493. Monsters Cooks Street Food Milan,"Punteggio 5,0 su 5",4 recensioni,"Americana, Latino americana",€
4493,4494. Locandina dei Navili,"Punteggio 3,0 su 5",185 recensioni,"Italiana, Pizza",€€ - €€€
4494,4495. Gran Caffetteria Fornari,"Punteggio 5,0 su 5",2 recensioni,"Bar, Caffè",€
4495,4496. Sicilian Wine And Food Art,"Punteggio 5,0 su 5",2 recensioni,"Siciliana, Italiana (sud)",?
4496,4497. Cicchetto,"Punteggio 3,5 su 5",14 recensioni,"Italiana, Mediterranea",€€ - €€€
4497,4498. Pizza Ok,"Punteggio 3,5 su 5",35 recensioni,Pizza,€€ - €€€
4498,4499. Bonomelli 5 Steakhouse,"Punteggio 4,0 su 5",12 recensioni,"Italiana, Pizza",?
4499,4500. Corner,"Punteggio 4,0 su 5",6 recensioni,"Pizza, Grill",?
4500,4501. Don Antonio Concept,"Punteggio 3,5 su 5",17 recensioni,"Italiana, Bar",€€ - €€€
4501,4502. B 21,"Punteggio 4,5 su 5",4 recensioni,"Italiana, Bar",?
4502,4503. I Love Poke,"Punteggio 3,5 su 5",27 recensioni,"Hawaiana, Fast food",€€ - €€€
4503,4504. Gran Caffe Cavalieri,"Punteggio 4,0 su 5",13 recensioni,Italiana,?
4504,4505. Bar Calipso,"Punteggio 4,5 su 5",3 recensioni,Cinese,€€ - €€€
4505,4506. Pizza And Food,"Punteggio 3,0 su 5",80 recensioni,"Italiana, Pizza",€
4506,4507. Koshi Koba,"Punteggio 3,5 su 5",37 recensioni,"Barbecue, Coreana",€€ - €€€
4507,4508. Wanasah Shisha Bar,"Punteggio 4,5 su 5",4 recensioni,"Italiana, Caffè",€€ - €€€
4508,4509. Chemona,"Punteggio 3,5 su 5",22 recensioni,"Giapponese, Bar",€€ - €€€
4509,4510. Golden Break,"Punteggio 5,0 su 5",2 recensioni,"Bar, Pub",?
4510,4511. Torrefazione Marchese,"Punteggio 4,5 su 5",4 recensioni,€,?
4511,4512. Pinsando,"Punteggio 5,0 su 5",2 recensioni,"Italiana, Pizza",€
4512,4513. Wasabi,"Punteggio 3,5 su 5",10 recensioni,?,?
4513,4514. Spiller - Milano Isola,"Punteggio 3,5 su 5",30 recensioni,?,?
4514,4515. Radetzky Cafe,"Punteggio 3,0 su 5",459 recensioni,"Italiana, Bar",€€ - €€€
4515,4516. California Bakary,"Punteggio 3,5 su 5",57 recensioni,€€ - €€€,?
4516,4517. Temakinho Porta Romana,"Punteggio 3,0 su 5",110 recensioni,"Giapponese, Brasiliana",€€ - €€€
4517,4518. Bee Sweet Bakery,"Punteggio 4,5 su 5",8 recensioni,"Americana, Bar",€
4518,4519. Brasileirinhomilano,"Punteggio 5,0 su 5",2 recensioni,?,?
4519,4520. Epomeo Cafè,"Punteggio 4,5 su 5",5 recensioni,Italiana,€
4520,4521. Bar Messina,"Punteggio 4,0 su 5",5 recensioni,"Cinese, Caffè",€
4521,4522. Rinconcito Huaralino,"Punteggio 5,0 su 5",2 recensioni,"Peruviana, Sudamericana",?
4522,4523. Loolapaloosa,"Punteggio 3,5 su 5",19 recensioni,"Bar, Pub",€€ - €€€
4523,4524. Quore Italiano,"Punteggio 3,0 su 5",68 recensioni,"Italiana, Mediterranea",€€ - €€€
4524,4525. Pizzeria Mina,"Punteggio 4,0 su 5",14 recensioni,Pizza,€
4525,4526. Hyugo Restaurant,"Punteggio 3,5 su 5",46 recensioni,"Italiana, Pesce",€€ - €€€
4526,4527. Sorry Mama,"Punteggio 5,0 su 5",3 recensioni,"Italiana, Fast food",?
4527,4528. Poke & Go,"Punteggio 4,0 su 5",4 recensioni,?,?
4528,4529. La Bottega Della Pizza,"Punteggio 4,0 su 5",10 recensioni,"Pizza, Italiana",?
4529,4530. Pizzeria Blow Out 2,"Punteggio 3,5 su 5",18 recensioni,"Pizza, Italiana",€
4530,4531. Tsu Ba Me Kara,"Punteggio 3,5 su 5",72 recensioni,"Cinese, Giapponese",€€ - €€€
4531,4532. Insubria Ristorante Pizzeria,"Punteggio 3,5 su 5",14 recensioni,"Italiana, Pizza",€
4532,4533. Ristorante Pizzeria San Benedetto,"Punteggio 4,0 su 5",7 recensioni,Italiana,?
4533,4534. Carlyle Brera Cafe,"Punteggio 4,0 su 5",12 recensioni,?,?
4534,4535. Ata Kebap e Pizza,"Punteggio 4,0 su 5",8 recensioni,"Turca, Pizza",?
4535,4536. Dove bistrot,"Punteggio 4,5 su 5",6 recensioni,"Italiana, Pesce",€€ - €€€
4536,4537. PRI.MO,"Punteggio 5,0 su 5",2 recensioni,"Italiana, Birreria",?
4537,4538. Bar All In,"Punteggio 5,0 su 5",2 recensioni,"Pizza, Italiana",€€€€
4538,4539. Reese Cafe,"Punteggio 5,0 su 5",2 recensioni,"Italiana, Caffè",€
4539,4540. Osteria Delle Erbe,"Punteggio 3,5 su 5",32 recensioni,Italiana,€€ - €€€
4540,4541. Panificio Potenza,"Punteggio 4,5 su 5",5 recensioni,?,?
4541,4542. Primè,"Punteggio 4,0 su 5",4 recensioni,Pesce,€€€€
4542,4543. Il Vinaccio,"Punteggio 4,5 su 5",3 recensioni,"Italiana, Wine Bar",€
4543,4544. La Caveja piadinerie,"Punteggio 4,5 su 5",6 recensioni,"Italiana, Fast food",?
4544,4545. White Rabbit Speakeasy,"Punteggio 3,5 su 5",7 recensioni,Pub,?
4545,4546. Moscova 13,"Punteggio 4,5 su 5",3 recensioni,"Bar, Pub",?
4546,4547. Ce Piace Osteria E Pinsa Romana,"Punteggio 4,5 su 5",2 recensioni,"Romana, Laziale",?
4547,4548. Nevelata,"Punteggio 4,5 su 5",2 recensioni,Americana,?
4548,4549. Porto Di Mare,"Punteggio 3,5 su 5",22 recensioni,Italiana,€€ - €€€
4549,4550. BaoBab Café,"Punteggio 3,0 su 5",29 recensioni,Italiana,€€ - €€€
4550,4551. Griglieria Zhishan,"Punteggio 4,5 su 5",2 recensioni,"Cinese, Grill",?
4551,4552. La Caveja - Piadinerie,"Punteggio 4,0 su 5",5 recensioni,?,?
4552,4553. Due Tradizioni,"Punteggio 4,5 su 5",2 recensioni,?,?
4553,4554. Hamerica’S,"Punteggio 3,5 su 5",43 recensioni,"Americana, Barbecue",€€ - €€€
4554,4555. PIZZA AL TAGLIO DA TOTO,"Punteggio 3,5 su 5",34 recensioni,"Italiana, Pizza",€
4555,4556. Osteria del Jazz,"Punteggio 3,5 su 5",17 recensioni,Italiana,€
4556,4557. Green Cafe,"Punteggio 5,0 su 5",3 recensioni,"Italiana, Caffè",€€ - €€€
4557,4558. Bottega Verace - Milano Navigli,"Punteggio 4,5 su 5",2 recensioni,"Italiana, Internazionale",?
4558,4559. Mister Bar,"Punteggio 4,0 su 5",6 recensioni,Italiana,?
4559,4560. Barry White caffetteria,"Punteggio 4,5 su 5",3 recensioni,"Bar, Pub",?
4560,4561. Anche - Via Perugino,"Punteggio 3,5 su 5",35 recensioni,Italiana,€€ - €€€
4561,4562. Da Zero,"Punteggio 3,5 su 5",22 recensioni,"Italiana, Pizza",€€ - €€€
4562,4563. Pizzeria Viva Italia,"Punteggio 4,5 su 5",4 recensioni,Italiana,?
4563,4564. Vertigo Osteria Contemporanea,"Punteggio 3,5 su 5",13 recensioni,€€€€,?
4564,"<selenium.webdriver.remote.webelement.WebElement (session=""671678812962f303cc61f82ecd124ecc"", element=""68916243-fe64-448d-a993-99840e88b5ce"")>",?,0,?,?
4565,4566. TOM,"Punteggio 3,5 su 5",243 recensioni,"Italiana, Europea",€€ - €€€
4566,4567. VICIOUS Pizza & Deli,"Punteggio 3,5 su 5",27 recensioni,?,?
4567,4568. Thai Lounge,"Punteggio 3,5 su 5",14 recensioni,"Asiatica, Tailandese",?
4568,4569. Muu Sushi,"Punteggio 4,5 su 5",2 recensioni,?,?
4569,4570. Mr Moussa,"Punteggio 3,5 su 5",8 recensioni,"Bar, Pizza",€
4570,4571. Ora di Pranzo,"Punteggio 4,5 su 5",4 recensioni,Italiana,?
4571,4572. Bar Malpighi,"Punteggio 3,5 su 5",43 recensioni,Bar,€€ - €€€
4572,4573. Il Punto Dolce e Salato,"Punteggio 4,0 su 5",4 recensioni,€€ - €€€,?
4573,4574. Pacifik Poke Losanna,"Punteggio 4,5 su 5",2 recensioni,Hawaiana,?
4574,4575. Bar Signori si Nasce,"Punteggio 5,0 su 5",4 recensioni,Italiana,€
4575,4576. Carnivore Union,"Punteggio 3,5 su 5",21 recensioni,"Cinese, Asiatica",€€ - €€€
4576,4577. El Gainatt Navigli,"Punteggio 4,5 su 5",4 recensioni,"Bar, Pub",€
4577,4578. Lievità Vetra - Pizzeria Gourmet,"Punteggio 4,5 su 5",2 recensioni,"Italiana, Pizza",?
4578,4579. Macha Café,"Punteggio 3,5 su 5",7 recensioni,"Giapponese, Fusion giapponese",€€ - €€€
4579,4580. Pixi,"Punteggio 5,0 su 5",3 recensioni,?,?
4580,4581. Mistral Café,"Punteggio 4,0 su 5",9 recensioni,Italiana,€
4581,4582. La Darsena 2,"Punteggio 4,0 su 5",6 recensioni,€€ - €€€,?
4582,4583. Maki 567,"Punteggio 3,5 su 5",44 recensioni,"Italiana, Bar",€
4583,4584. Bar Tabacchi chez Yvonne,"Punteggio 3,5 su 5",7 recensioni,"Bar, Pub",€€ - €€€
4584,4585. Rosso & Bianco Food & Drinks by Laboratorio Della Mozzarella,"Punteggio 4,0 su 5",6 recensioni,?,?
4585,4586. Pizzeria A'reginella,"Punteggio 4,0 su 5",4 recensioni,"Italiana, Pizza",€
4586,4587. I Love Poke Fiordaliso,"Punteggio 4,0 su 5",4 recensioni,"Salutistica, Hawaiana",?
4587,4588. Happy Bar,"Punteggio 5,0 su 5",2 recensioni,Italiana,?
4588,4589. Bar Sole,"Punteggio 3,5 su 5",14 recensioni,"Bar, Italiana",€
4589,4590. Ristorante Bar della Torre,"Punteggio 4,5 su 5",2 recensioni,"Italiana, Bar",?
4590,4591. Ade Cafè,"Punteggio 4,0 su 5",5 recensioni,"Bar, Pub",?
4591,4592. Fidel's Bakery,"Punteggio 4,0 su 5",6 recensioni,"Americana, Peruviana",€€ - €€€
4592,4593. GRAND CANYON,"Punteggio 3,5 su 5",58 recensioni,"Pub, Italiana",€
4593,4594. Turkis Kebap Pizza Grill,"Punteggio 5,0 su 5",2 recensioni,"Pizza, Turca",?
4594,4595. PIM's,"Punteggio 4,0 su 5",4 recensioni,Caffè,€
4595,4596. Wave Sushi Lab,"Punteggio 4,0 su 5",3 recensioni,?,?
4596,4597. Sushi Shop,"Punteggio 3,0 su 5",280 recensioni,"Giapponese, Sushi",€€ - €€€
4597,4598. The Lounge Bar,"Punteggio 5,0 su 5",2 recensioni,?,?
4598,4599. Pokestorie Duomo,"Punteggio 4,0 su 5",7 recensioni,Fusion giapponese,€€ - €€€
4599,4600. Spontini,"Punteggio 3,5 su 5",24 recensioni,"Pizza, Italiana",€
4600,4601. Miky's Town Coffee & Food,"Punteggio 4,5 su 5",3 recensioni,Italiana,€
4601,4602. La Dolce Vita,"Punteggio 4,5 su 5",4 recensioni,Italiana,?
4602,4603. The Factory,"Punteggio 5,0 su 5",3 recensioni,?,?
4603,4604. La Taberna,"Punteggio 3,0 su 5",84 recensioni,"Italiana, Pizza",€€ - €€€
4604,4605. Toastamore,"Punteggio 3,5 su 5",15 recensioni,"Italiana, Fast food",€
4605,4606. Selz Bar,"Punteggio 4,5 su 5",2 recensioni,"Bar, Pub",?
4606,4607. Nuhar Cafe,"Punteggio 3,5 su 5",14 recensioni,Italiana,€
4607,4608. Beverly Bistrot,"Punteggio 4,0 su 5",4 recensioni,"Italiana, Pizza",?
4608,4609. Filangeri,"Punteggio 4,5 su 5",4 recensioni,€,?
4609,4610. Pizzeria La Stella,"Punteggio 4,0 su 5",5 recensioni,?,?
4610,4611. BRAVO Cafè&Bistrot,"Punteggio 3,5 su 5",150 recensioni,"Italiana, Mediterranea",€
4611,4612. Bar Sforza,"Punteggio 4,5 su 5",4 recensioni,"Italiana, Bar",€€ - €€€
4612,4613. Sarca Café,"Punteggio 3,5 su 5",7 recensioni,Italiana,€
4613,4614. Kyoto,"Punteggio 3,0 su 5",321 recensioni,"Cinese, Giapponese",€
4614,4615. Mr chicken,"Punteggio 4,0 su 5",7 recensioni,Gastronomia,?
4615,4616. La Montagnetta della Centrale,"Punteggio 3,0 su 5",84 recensioni,"Italiana, Pesce",€
4616,4617. Coffee Brown,"Punteggio 4,0 su 5",9 recensioni,Italiana,?
4617,4618. Pokéria by Nima (Milano - Raffaello Sanzio),"Punteggio 3,5 su 5",20 recensioni,Fast food,€
4618,4619. Da Vinci Pizza Grill Kebap,"Punteggio 5,0 su 5",2 recensioni,"Pizza, Fast food",?
4619,4620. CHICCO Bistrot,"Punteggio 3,5 su 5",27 recensioni,"Italiana, Mediterranea",€€ - €€€
4620,4621. CHICCO Bistrot,"Punteggio 3,5 su 5",27 recensioni,"Italiana, Mediterranea",€€ - €€€
4621,4622. Mad'Son,"Punteggio 3,5 su 5",26 recensioni,Italiana,€€ - €€€
4622,4623. All'Officina Caffe & Cucina,"Punteggio 3,5 su 5",40 recensioni,Italiana,€€ - €€€
4623,4624. Mirò' Bistrot Café,"Punteggio 3,0 su 5",157 recensioni,"Italiana, Bar",€€ - €€€
4624,4625. The Saints and The Scholars,"Punteggio 4,0 su 5",4 recensioni,"Birreria, Pub",?
4625,4626. MArco Bistrò,"Punteggio 4,5 su 5",2 recensioni,?,?
4626,4627. Pub 24,"Punteggio 3,5 su 5",102 recensioni,"Italiana, Bar",€
4627,4628. Ristorante di Istanbul Kebab,"Punteggio 3,5 su 5",14 recensioni,Turca,€
4628,4629. Diciotto Milano Lounge Bar,"Punteggio 3,5 su 5",48 recensioni,Contemporanea,€
4629,4630. Milano Conte Rosso,"Punteggio 3,5 su 5",12 recensioni,Italiana,?
4630,4631. Panini Durini,"Punteggio 3,5 su 5",8 recensioni,"Italiana, Caffè",?
4631,4632. City Bar,"Punteggio 4,0 su 5",4 recensioni,Italiana,€
4632,4633. Maré | Cucina Caffè Spiaggia Bottega,"Punteggio 3,5 su 5",33 recensioni,"Italiana, Italiana (centro)",€€ - €€€
4633,4634. Muu House Bistrot,"Punteggio 3,5 su 5",10 recensioni,Steakhouse,?
4634,4635. Ristorante Yifanmilano,"Punteggio 3,5 su 5",19 recensioni,"Fusion, Fusion giapponese",?
4635,4636. Bar Conservatorio,"Punteggio 3,5 su 5",19 recensioni,"Italiana, Caffè",€€ - €€€
4636,4637. Alice Pizza,"Punteggio 3,5 su 5",26 recensioni,"Pizza, Italiana",€€ - €€€
4637,4638. Red - Read Eat Dream,"Punteggio 3,0 su 5",656 recensioni,Italiana,€€ - €€€
4638,4639. Pizza Gourmet,"Punteggio 3,0 su 5",260 recensioni,"Italiana, Pizza",€€ - €€€
4639,4640. Osteria del mare Bicocca,"Punteggio 3,5 su 5",10 recensioni,"Italiana, Italiana (nord)",?
4640,4641. I Gemelli Pizza & Kebab,"Punteggio 3,5 su 5",11 recensioni,"Turca, Pizza",€
4641,4642. Mood,"Punteggio 4,0 su 5",7 recensioni,Italiana,?
4642,4643. PinsaTe - La Pinsa Fai da Te,"Punteggio 3,5 su 5",7 recensioni,"Italiana, Pizza",€€ - €€€
4643,4644. Flower Burger,"Punteggio 4,0 su 5",4 recensioni,Fast food,€€ - €€€
4644,4645. Green Garden snc,"Punteggio 5,0 su 5",2 recensioni,Italiana,?
4645,4646. Spartacus Cafè,"Punteggio 4,5 su 5",4 recensioni,€,?
4646,4647. Queen Museum & Pizza,"Punteggio 4,5 su 5",2 recensioni,Italiana,€€ - €€€
4647,4648. Top Pan,"Punteggio 3,0 su 5",108 recensioni,"Cinese, Giapponese",€
4648,4649. Bar Gonzaga,"Punteggio 4,5 su 5",4 recensioni,?,?
4649,4650. Istambul Kebab e pizza,"Punteggio 3,5 su 5",7 recensioni,Turca,€
4650,4651. Tablafina,"Punteggio 3,5 su 5",9 recensioni,"Fast food, Europea",?
4651,4652. Turkish Restaurant,"Punteggio 4,5 su 5",4 recensioni,€,?
4652,4653. Mo.lo. 3,"Punteggio 4,5 su 5",2 recensioni,Salutistica,?
4653,4654. Lido Liquor Bar,"Punteggio 3,5 su 5",11 recensioni,"Gastronomia, Cibo di strada",€€ - €€€
4654,4655. Caffé Monti,"Punteggio 3,5 su 5",40 recensioni,Caffè,€
4655,4656. Bar Ros,"Punteggio 5,0 su 5",2 recensioni,?,?
4656,4657. Map Food,"Punteggio 4,0 su 5",3 recensioni,"Giapponese, Americana",€
4657,4658. Ristorante Pizzeria Martesana,"Punteggio 4,0 su 5",3 recensioni,"Italiana, Pizza",?
4658,4659. Sciué,"Punteggio 3,5 su 5",19 recensioni,"Italiana, Mediterranea",?
4659,4660. BreakMi,"Punteggio 4,5 su 5",2 recensioni,"Italiana, Fast food",?
4660,4661. Il Bar,"Punteggio 4,5 su 5",4 recensioni,?,?
4661,4662. 2gusti,"Punteggio 4,0 su 5",4 recensioni,€€ - €€€,?
4662,4663. La Piadineria,"Punteggio 4,0 su 5",3 recensioni,"Italiana, Italiana (nord)",?
