id,title,r_bubbles,r_number,cook_type,expensive
3895,3896. Mario Tortora - Garibaldi,"Punteggio 4,0 su 5",8 recensioni,"Italiana, Americana",€€ - €€€
3896,3897. Dr.Frankenstein Horror Pub Birreria,"Punteggio 3,5 su 5",32 recensioni,"Bar, Pub",€
3897,3898. Choice Café,"Punteggio 4,0 su 5",18 recensioni,€,?
3898,3899. Blu Istanbul Kebab - Pizza - Grill,"Punteggio 4,0 su 5",7 recensioni,"Pizza, Turca",€
3899,3900. Spago,"Punteggio 4,0 su 5",18 recensioni,Italiana,€
3900,3901. Bottega Mascadelli,"Punteggio 5,0 su 5",5 recensioni,Pizza,€€ - €€€
3901,3902. Trapizzino MIlano Corso Lodi,"Punteggio 3,5 su 5",24 recensioni,"Italiana, Romana",?
3902,3903. Ortica's Pub,"Punteggio 4,0 su 5",18 recensioni,"Italiana, Bar",€
3903,3904. Baccanale,"Punteggio 3,5 su 5",58 recensioni,Italiana,€€ - €€€
3904,3905. Bar Modà,"Punteggio 4,0 su 5",14 recensioni,Italiana,€
3905,3906. Pizzanapoli,"Punteggio 4,0 su 5",13 recensioni,€€ - €€€,?
3906,3907. Flash Srl,"Punteggio 3,5 su 5",63 recensioni,"Italiana, Pizza",€€ - €€€
3907,3908. Ancora,"Punteggio 3,5 su 5",65 recensioni,"Cinese, Giapponese",?
3908,3909. La Piadineria Di Michele,"Punteggio 3,5 su 5",31 recensioni,Italiana,€
3909,3910. Ristò,"Punteggio 3,5 su 5",75 recensioni,Italiana,€
3910,3911. Gourmand,"Punteggio 3,5 su 5",29 recensioni,"Fast food, Italiana",€€ - €€€
3911,3912. Bistrot San Marco Milano,"Punteggio 3,5 su 5",35 recensioni,Italiana,€€ - €€€
3912,3913. B Art Café,"Punteggio 4,0 su 5",17 recensioni,Italiana,€€ - €€€
3913,3914. Rossopomodoro,"Punteggio 3,5 su 5",32 recensioni,"Pizza, Italiana",€€ - €€€
3914,3915. Sky Terrace Bar Milano Scala,"Punteggio 3,5 su 5",103 recensioni,"Internazionale, Mediterranea",€€ - €€€
3915,3916. Ci Ritorno alle Terrazze,"Punteggio 4,5 su 5",8 recensioni,Italiana,?
3916,3917. Ravioli Box,"Punteggio 4,5 su 5",6 recensioni,Cinese,€
3917,3918. Ristorante Montreal,"Punteggio 3,5 su 5",18 recensioni,"Italiana, Pizza",€
3918,3919. Cafè Clubino,"Punteggio 3,5 su 5",20 recensioni,"Italiana, Bar",€
3919,3920. Omar Il Moro,"Punteggio 5,0 su 5",6 recensioni,"Bar, Pub",€€ - €€€
3920,3921. Ristorante Il Fondale Marino Di Hu Weiwei,"Punteggio 3,5 su 5",31 recensioni,"Italiana, Pesce",€
3921,3922. Ristorante La Palma,"Punteggio 3,5 su 5",28 recensioni,"Italiana, Pizza",€
3922,3923. Gheama Restaurant,"Punteggio 3,5 su 5",14 recensioni,Georgiana,?
3923,3924. Palpucci Petit Bistrot,"Punteggio 4,0 su 5",16 recensioni,"Italiana, Pizza",€
3924,3925. Gusto Milano Pizza,"Punteggio 3,5 su 5",26 recensioni,"Italiana, Pizza",€
3925,3926. Il Sipario del Gusto,"Punteggio 4,0 su 5",19 recensioni,"Italiana, Pesce",€€ - €€€
3926,3927. Fusion Ken Sushi,"Punteggio 3,5 su 5",38 recensioni,"Cinese, Giapponese",€
3927,3928. Bar Emerald Cove,"Punteggio 4,0 su 5",15 recensioni,"Italiana, Pizza",€
3928,3929. Fonobar,"Punteggio 4,5 su 5",13 recensioni,"Italiana, Bar",€€ - €€€
3929,3930. Santé - Gastronomia,"Punteggio 4,5 su 5",6 recensioni,"Italiana, Mediorientale",€€ - €€€
3930,3931. Trattoria da Lucia,"Punteggio 4,0 su 5",8 recensioni,?,?
3931,3932. Milano,"Punteggio 4,0 su 5",14 recensioni,Italiana,€€ - €€€
3932,3933. Plaza Café,"Punteggio 3,5 su 5",34 recensioni,Italiana,€€ - €€€
3933,3934. Step Bar,"Punteggio 3,5 su 5",37 recensioni,"Bar, Caffè",€€ - €€€
3934,3935. Meet Food & Coffee,"Punteggio 3,5 su 5",31 recensioni,"Italiana, Caffè",€€ - €€€
3935,3936. Da Massi,"Punteggio 4,5 su 5",6 recensioni,?,?
3936,3937. CAO Restaurant,"Punteggio 3,5 su 5",55 recensioni,"Cinese, Sushi",€€ - €€€
3937,3938. Goldie's,"Punteggio 4,5 su 5",5 recensioni,"Italiana, Birreria",?
3938,3939. Yuanzi,"Punteggio 4,0 su 5",9 recensioni,"Cinese, Centro asiatica",€€ - €€€
3939,3940. Peng Lai,"Punteggio 3,5 su 5",73 recensioni,"Cinese, Pizza",€
3940,3941. Gelateria Artigianale Cream,"Punteggio 4,5 su 5",6 recensioni,?,?
3941,3942. Bar Picasso,"Punteggio 4,0 su 5",21 recensioni,"Italiana, Pizza",€
3942,3943. Anima Ristorante,"Punteggio 4,0 su 5",9 recensioni,Italiana,€€€€
3943,3944. Panino Giusto Bocconi,"Punteggio 5,0 su 5",3 recensioni,Italiana,?
3944,3945. GustaMi,"Punteggio 4,0 su 5",8 recensioni,Italiana,€
3945,3946. Ristorante del Pescatore,"Punteggio 3,5 su 5",19 recensioni,"Italiana, Pesce",€
3946,3947. Ristorante Pepellino,"Punteggio 4,5 su 5",7 recensioni,Italiana,€
3947,3948. Bitter Bar,"Punteggio 5,0 su 5",6 recensioni,Italiana,€
3948,3949. Pizza In Piazza,"Punteggio 4,0 su 5",12 recensioni,"Italiana, Pizza",€
3949,3950. Volta La Piada,"Punteggio 4,0 su 5",15 recensioni,"Italiana, Fast food",€
3950,3951. Hic Enoteche Porta Romana,"Punteggio 4,0 su 5",8 recensioni,Italiana,?
3951,3952. VINTAGE wine&food,"Punteggio 3,5 su 5",55 recensioni,"Italiana, Wine Bar",€€ - €€€
3952,3953. M'ama Milano,"Punteggio 3,5 su 5",36 recensioni,Italiana,€€ - €€€
3953,3954. Pokéria by NIMA (Milano - San Gottardo),"Punteggio 3,5 su 5",18 recensioni,"Hawaiana, Fast food",€€ - €€€
3954,3955. Sciuè Sciuè 90,"Punteggio 4,0 su 5",15 recensioni,"Italiana, Pizza",?
3955,3956. Pescheria Virgilio,"Punteggio 3,5 su 5",65 recensioni,"Pesce, Italiana",€€ - €€€
3956,3957. Le Follie,"Punteggio 3,5 su 5",44 recensioni,"Italiana, Pizza",€
3957,3958. Kiss Bar,"Punteggio 4,0 su 5",13 recensioni,"Italiana, Bar",€€ - €€€
3958,3959. Why Nut,"Punteggio 4,0 su 5",7 recensioni,"Salutistica, Italiana",€
3959,3960. Sakakura,"Punteggio 5,0 su 5",3 recensioni,"Giapponese, Asiatica",?
3960,3961. La Caveja - Milano - Piazza Napoli,"Punteggio 4,0 su 5",10 recensioni,Italiana,€
3961,3962. Mario's Enobirreria,"Punteggio 4,5 su 5",8 recensioni,"Italiana, Birreria",?
3962,3963. Tatanka,"Punteggio 4,0 su 5",17 recensioni,Italiana,€
3963,3964. Bottega della Pizza,"Punteggio 4,5 su 5",6 recensioni,"Italiana, Pizza",?
3964,3965. La Bottega Moscatelli,"Punteggio 3,5 su 5",61 recensioni,"Italiana, Bar",€€ - €€€
3965,3966. Carpe Diem Café,"Punteggio 3,5 su 5",58 recensioni,"Bar, Pub",€€ - €€€
3966,3967. Avo Brothers Isola,"Punteggio 3,5 su 5",19 recensioni,Barbecue,?
3967,3968. Takai,"Punteggio 3,5 su 5",49 recensioni,"Cinese, Giapponese",€€ - €€€
3968,3969. Cotton Candy,"Punteggio 5,0 su 5",3 recensioni,?,?
3969,3970. Osteria Fiaschetto,"Punteggio 5,0 su 5",3 recensioni,"Italiana, Contemporanea",?
3970,3971. Frank,"Punteggio 3,0 su 5",435 recensioni,"Italiana, Bar",€€ - €€€
3971,3972. Caffè Enzo & Miky,"Punteggio 5,0 su 5",5 recensioni,Italiana,?
3972,3973. El Cafe De Milan 2,"Punteggio 4,0 su 5",30 recensioni,Italiana,€
3973,3974. Easy Beer,"Punteggio 5,0 su 5",4 recensioni,"Birreria, Bar",?
3974,3975. Il Buffet Magazine,"Punteggio 4,5 su 5",8 recensioni,Italiana,€
3975,3976. Pizza Miani,"Punteggio 4,0 su 5",6 recensioni,"Pizza, Italiana",€
3976,3977. Ristorante Pizzeria Cavallo Volante,"Punteggio 4,0 su 5",9 recensioni,Italiana,€
3977,3978. Ristorante Piazza Dei Mestieri,"Punteggio 5,0 su 5",3 recensioni,"Italiana, Contemporanea",?
3978,3979. La Cresciamia Street Food,"Punteggio 5,0 su 5",3 recensioni,"Italiana, Italiana (nord)",€€ - €€€
3979,3980. Orecchiette À Porter,"Punteggio 3,5 su 5",42 recensioni,"Pugliese, Italiana (sud)",€
3980,3981. Risgió,"Punteggio 3,5 su 5",17 recensioni,€€ - €€€,?
3981,3982. Gattopardo Bistrot,"Punteggio 4,0 su 5",28 recensioni,"Italiana, Pesce",€€ - €€€
3982,3983. Il Giardino Bar & Restaurant by “UNA cucina”,"Punteggio 5,0 su 5",3 recensioni,"Italiana, Internazionale",?
3983,3984. Le Petit Prince,"Punteggio 5,0 su 5",4 recensioni,Cibo di strada,?
3984,3985. Kami sushi bar,"Punteggio 3,5 su 5",61 recensioni,"Giapponese, Sushi",€€ - €€€
3985,3986. Scott Duff,"Punteggio 3,5 su 5",114 recensioni,"Bar, Pub",€
3986,3987. Contigo Perù Milano,"Punteggio 3,5 su 5",19 recensioni,"Peruviana, Pizza",€€ - €€€
3987,3988. Signorina Cucina Golosa,"Punteggio 4,5 su 5",6 recensioni,Italiana,?
3988,3989. I Love Poke Bicocca,"Punteggio 5,0 su 5",3 recensioni,"Salutistica, Hawaiana",?
3989,3990. Just Cavalli Milano - Restaurant,"Punteggio 3,0 su 5",580 recensioni,"Contemporanea, Italiana",€€€€
3990,3991. Gustop,"Punteggio 4,0 su 5",20 recensioni,Italiana,€
3991,3992. Social Market Fish & Chips,"Punteggio 3,5 su 5",53 recensioni,"Americana, Pesce",€
3992,3993. Pollerie milanesi,"Punteggio 4,0 su 5",15 recensioni,?,?
3993,3994. Break Cocktail Bistrò,"Punteggio 5,0 su 5",3 recensioni,"Bar, Fast food",€
3994,3995. Kraken Mule,"Punteggio 5,0 su 5",3 recensioni,Italiana,?
3995,3996. Momo Ramen E Poke,"Punteggio 4,5 su 5",5 recensioni,"Cinese, Giapponese",€€ - €€€
3996,3997. Al Parco Verde,"Punteggio 4,0 su 5",14 recensioni,"Italiana, Pizza",€
3997,3998. La rueda,"Punteggio 5,0 su 5",4 recensioni,Italiana,€
3998,3999. Pizzeria Il Principe,"Punteggio 3,5 su 5",47 recensioni,"Italiana, Pizza",€
3999,4000. Il Giardino Blu - Bicchieri e Pensieri,"Punteggio 4,0 su 5",15 recensioni,"Italiana, Mediterranea",€€ - €€€
4000,4001. Restaurant Lankwaifong,"Punteggio 4,5 su 5",14 recensioni,"Cinese, Asiatica",?
4001,4002. Nekko Asian Street Food,"Punteggio 4,0 su 5",8 recensioni,"Caffè, Asiatica",?
4002,4003. Bar Grattacielo,"Punteggio 4,5 su 5",6 recensioni,Italiana,€
4003,4004. Al Pozzo Di Samaria,"Punteggio 3,5 su 5",156 recensioni,"Italiana, Pizza",€€ - €€€
4004,4005. Mamba,"Punteggio 5,0 su 5",3 recensioni,"Peruviana, Sudamericana",?
4005,4006. Pizzeria Nocera,"Punteggio 4,5 su 5",8 recensioni,Italiana,?
4006,4007. Time To Poke,"Punteggio 4,5 su 5",4 recensioni,"Salutistica, Hawaiana",?
4007,4008. El Canton,"Punteggio 4,0 su 5",13 recensioni,Italiana,€
4008,4009. Alfa Pizza,"Punteggio 4,0 su 5",5 recensioni,Pizza,€
4009,4010. Nat's fresh & delicious,"Punteggio 4,0 su 5",7 recensioni,€€ - €€€,?
4010,4011. Pisa 18,"Punteggio 5,0 su 5",3 recensioni,"Italiana, Italiana (nord)",?
4011,4012. Zagara Bar Ristorante,"Punteggio 4,0 su 5",24 recensioni,"Italiana, Mediterranea",€€ - €€€
4012,4013. Il Bragosso,"Punteggio 3,5 su 5",57 recensioni,"Italiana, Pesce",€€€€
4013,4014. Jd Ristorante Cinese,"Punteggio 4,0 su 5",8 recensioni,Cinese,?
4014,4015. #gelatamo Milano,"Punteggio 4,5 su 5",8 recensioni,Italiana,€€ - €€€
4015,4016. Gipsy Restaurant,"Punteggio 4,0 su 5",9 recensioni,Italiana,€€ - €€€
4016,4017. Da Sabatino,"Punteggio 3,0 su 5",483 recensioni,"Italiana, Pesce",€€ - €€€
4017,4018. Cantera Milano,"Punteggio 3,5 su 5",20 recensioni,"Giapponese, Sushi",?
4018,4019. Caffe de Amicis,"Punteggio 3,5 su 5",40 recensioni,"Italiana, Caffè",€
4019,4020. heat>diana,"Punteggio 3,5 su 5",41 recensioni,"Italiana, Mediterranea",€€ - €€€
4020,4021. Il Ponte Rotto,"Punteggio 4,0 su 5",10 recensioni,Italiana,?
4021,4022. Old Wild West,"Punteggio 3,0 su 5",256 recensioni,"Barbecue, Americana",€€ - €€€
4022,4023. Pokéria by NIMA (Milano - Corso Lodi),"Punteggio 4,0 su 5",11 recensioni,Hawaiana,€
4023,4024. Mr Bombetta,"Punteggio 4,0 su 5",7 recensioni,?,?
4024,4025. Caffe Napoli Pirelli,"Punteggio 4,5 su 5",5 recensioni,?,?
4025,4026. The Burger Grill,"Punteggio 3,5 su 5",73 recensioni,"Italiana, Americana",€
4026,4027. Venchi,"Punteggio 4,0 su 5",5 recensioni,€€ - €€€,?
4027,4028. Dan Yan Ristorante,"Punteggio 5,0 su 5",3 recensioni,"Cinese, Sushi",?
4028,4029. Dudi Café Milano,"Punteggio 5,0 su 5",3 recensioni,"Italiana, Bar",?
4029,4030. Tegamino's,"Punteggio 5,0 su 5",3 recensioni,?,?
4030,4031. Dama Milano,"Punteggio 4,5 su 5",7 recensioni,"Italiana, Caffè",€€ - €€€
4031,4032. Organic Pizza and Food,"Punteggio 3,5 su 5",14 recensioni,"Italiana, Pizza",€€ - €€€
4032,4033. Indian takeaway agra,"Punteggio 3,5 su 5",43 recensioni,Indiana,€
4033,4034. 403030 Healthy Kitchen,"Punteggio 5,0 su 5",3 recensioni,"Italiana, Salutistica",€
4034,4035. L'arte della pizza,"Punteggio 5,0 su 5",5 recensioni,Pizza,€
4035,4036. Umi Sushi,"Punteggio 3,5 su 5",48 recensioni,"Sushi, Giapponese",€€ - €€€
4036,4037. Casa Portello,"Punteggio 3,5 su 5",38 recensioni,"Italiana, Lombarda",€€ - €€€
4037,4038. Jadore Shisha Lounge,"Punteggio 5,0 su 5",3 recensioni,Italiana,?
4038,4039. Charles'Bar,"Punteggio 4,0 su 5",21 recensioni,"Italiana, Internazionale",€€ - €€€
4039,4040. Michetta's Panini Milano,"Punteggio 4,5 su 5",6 recensioni,€,?
4040,4041. Bar Pasticceria Dolce Capriccio,"Punteggio 4,0 su 5",8 recensioni,"Bar, Pub",€
4041,4042. Battaglia Milano,"Punteggio 5,0 su 5",4 recensioni,Italiana,€€ - €€€
4042,4043. Ristorante Dong Ya,"Punteggio 3,5 su 5",33 recensioni,"Cinese, Pesce",€
4043,4044. God Save the Food,"Punteggio 3,5 su 5",24 recensioni,Italiana,€€ - €€€
4044,4045. 'o Fiore Mio Pizze Di Strada,"Punteggio 5,0 su 5",4 recensioni,Pizza,?
4045,4046. Pizzeria Le Piramidi,"Punteggio 4,5 su 5",7 recensioni,"Egiziana, Italiana",€
4046,4047. La Bottega Del Vino Milano,"Punteggio 3,5 su 5",188 recensioni,"Italiana, Wine Bar",€€ - €€€
4047,4048. Nagott,"Punteggio 5,0 su 5",4 recensioni,Italiana,€
4048,4049. BioToBe,"Punteggio 4,0 su 5",9 recensioni,Italiana,€
4049,4050. Chez Moi Milano,"Punteggio 3,5 su 5",19 recensioni,"Italiana, Pesce",?
4050,4051. Bricks Milano,"Punteggio 3,5 su 5",17 recensioni,"Italiana, Pizza",€€ - €€€
4051,4052. A2O caffe,"Punteggio 3,0 su 5",48 recensioni,Bar,€
4052,4053. Pin Pun Pan,"Punteggio 4,0 su 5",9 recensioni,?,?
4053,4054. La Giostra Di Bacco,"Punteggio 4,5 su 5",12 recensioni,"Italiana, Caffè",€
4054,4055. Enobarcaffe' Bonazzi,"Punteggio 4,0 su 5",18 recensioni,"Italiana, Caffè",€€ - €€€
4055,4056. Ristoro dell'Abbazia,"Punteggio 4,0 su 5",9 recensioni,Italiana,€
4056,4057. Garage Moulinski - Mou Bistro' Musica,"Punteggio 3,5 su 5",23 recensioni,"Italiana, Mediterranea",€€ - €€€
4057,4058. Larky,"Punteggio 3,5 su 5",52 recensioni,"Italiana, Bar",€
4058,4059. Ristorante Il Pellegrino,"Punteggio 3,5 su 5",57 recensioni,"Italiana, Pizza",€€ - €€€
4059,4060. Oyster & Samba,"Punteggio 3,5 su 5",43 recensioni,"Italiana, Pesce",€€ - €€€
4060,4061. Il Santo Focaccerie Genovesi,"Punteggio 4,5 su 5",5 recensioni,Italiana,€
4061,4062. Metropolitan Restaurant,"Punteggio 3,5 su 5",31 recensioni,Italiana,€€ - €€€
4062,4063. Orticello Alta Qualità Takeaway,"Punteggio 4,5 su 5",7 recensioni,"Italiana, Mediterranea",€€ - €€€
4063,4064. Ristorante Brand,"Punteggio 4,5 su 5",4 recensioni,Italiana,?
4064,4065. Silver Bistrot,"Punteggio 4,0 su 5",18 recensioni,"Italiana, Mediterranea",€€ - €€€
4065,4066. Byblos,"Punteggio 3,5 su 5",39 recensioni,"Libanese, Mediterranea",€€ - €€€
4066,4067. El Tacomaki Via Casale,"Punteggio 4,0 su 5",6 recensioni,?,?
4067,4068. La Muraglia,"Punteggio 4,0 su 5",15 recensioni,"Cinese, Asiatica",€
4068,4069. Akkademia Pub,"Punteggio 3,0 su 5",360 recensioni,"Italiana, Bar",€€ - €€€
4069,4070. Locanda Cafe,"Punteggio 4,0 su 5",11 recensioni,Italiana,?
4070,4071. Torrefazione Lomellina,"Punteggio 4,5 su 5",6 recensioni,"Bar, Pub",?
4071,4072. Da Cecco Restaurant and Pizzeria,"Punteggio 4,0 su 5",9 recensioni,Italiana,€
4072,4073. That's Vapore Piazza Vetra,"Punteggio 5,0 su 5",3 recensioni,Salutistica,?
4073,4074. Dar kenza,"Punteggio 4,0 su 5",7 recensioni,?,?
4074,4075. Il Baretto,"Punteggio 4,0 su 5",14 recensioni,"Italiana, Bar",?
4075,4076. Milano,"Punteggio 4,5 su 5",9 recensioni,?,?
4076,4077. Just Corso Como,"Punteggio 3,5 su 5",65 recensioni,"Bar, Caffè",€
4077,4078. Turkish Kebab & Pizza,"Punteggio 4,5 su 5",5 recensioni,?,?
4078,4079. La Bottega di Lomi,"Punteggio 4,0 su 5",11 recensioni,Italiana,€€ - €€€
4079,4080. Birreria Stella,"Punteggio 4,5 su 5",9 recensioni,€€ - €€€,?
4080,4081. Il Forno delle Delizie,"Punteggio 5,0 su 5",4 recensioni,"Italiana, Pizza",?
4081,4082. OK 3 Pizzeria,"Punteggio 4,5 su 5",5 recensioni,?,?
4082,4083. Bonnie Prince Charlie,"Punteggio 4,0 su 5",16 recensioni,Caffè,€
4083,4084. Taita,"Punteggio 5,0 su 5",4 recensioni,?,?
4084,4085. QKing Corestaurant,"Punteggio 4,5 su 5",8 recensioni,"Italiana, Mediterranea",?
4085,4086. B Locale,"Punteggio 5,0 su 5",4 recensioni,"Birreria, Pub",?
4086,4087. Darsena Craft Beer,"Punteggio 4,0 su 5",5 recensioni,"Birreria, Bar",€€ - €€€
4087,4088. Le Delizie Del Grano,"Punteggio 4,5 su 5",8 recensioni,"Pizza, Fast food",?
4088,4089. Mitsui,"Punteggio 3,5 su 5",150 recensioni,"Cinese, Giapponese",€€ - €€€
4089,4090. Tapamaki,"Punteggio 4,5 su 5",5 recensioni,?,?
4090,4091. Pizzeria Tolstoi 102,"Punteggio 3,5 su 5",24 recensioni,"Pizza, Italiana",€
4091,4092. Da Ave,"Punteggio 3,5 su 5",44 recensioni,Italiana,€
4092,4093. Caffe Ponte Nuovo Milano,"Punteggio 3,5 su 5",19 recensioni,"Italiana, Bar",?
4093,4094. Beer Garage,"Punteggio 3,5 su 5",42 recensioni,"Italiana, Americana",€
4094,4095. Pasticceria Paola Lorini,"Punteggio 4,5 su 5",6 recensioni,?,?
4095,4096. Dorelli Milano,"Punteggio 4,5 su 5",8 recensioni,€€ - €€€,?
4096,4097. Caffè Metrò Venezia,"Punteggio 4,5 su 5",8 recensioni,Italiana,€€ - €€€
4097,4098. Igiban Milano,"Punteggio 3,5 su 5",61 recensioni,"Cinese, Giapponese",€€ - €€€
4098,4099. Dino In Ripamonti,"Punteggio 4,5 su 5",3 recensioni,?,?
4099,4100. De Saoco Sazón Restaurant,"Punteggio 4,5 su 5",5 recensioni,"Peruviana, Latino americana",€
4100,4101. 18 Solferino,"Punteggio 3,5 su 5",33 recensioni,"Italiana, Internazionale",€€ - €€€
4101,4102. I Sapori Di Shanghai,"Punteggio 3,5 su 5",34 recensioni,Cinese,€
4102,4103. Al Coccio,"Punteggio 3,0 su 5",313 recensioni,"Italiana, Bar",€€ - €€€
4103,4104. Hamerica's,"Punteggio 3,5 su 5",51 recensioni,"Americana, Fast food",€€ - €€€
4104,4105. Made in Sicily,"Punteggio 3,5 su 5",38 recensioni,Italiana,€
4105,4106. Pizzeria Kimos,"Punteggio 3,5 su 5",43 recensioni,"Pizza, Italiana",€
4106,4107. Nina Roll,"Punteggio 5,0 su 5",4 recensioni,"Giapponese, Asiatica",€
4107,4108. Tempio Steak,"Punteggio 4,5 su 5",4 recensioni,"Italiana, Steakhouse",?
4108,4109. B4ons - Caffetteria e Gelateria,"Punteggio 4,0 su 5",6 recensioni,Italiana (nord),?
4109,4110. Mag La Pusterla,"Punteggio 4,0 su 5",8 recensioni,"Italiana, Bar",?
4110,4111. Cervò Cafè,"Punteggio 5,0 su 5",4 recensioni,Italiana,€
4111,4112. Sala Venezia,"Punteggio 3,5 su 5",48 recensioni,Italiana,€
4112,4113. Arte della Pasta Fresca,"Punteggio 4,5 su 5",7 recensioni,Italiana,€€ - €€€
4113,4114. Bosco Milano,"Punteggio 4,0 su 5",11 recensioni,"Italiana, Bar",?
4114,4115. Vetra Navigli,"Punteggio 4,5 su 5",6 recensioni,"Birreria, Bar",€
4115,4116. La Torre,"Punteggio 3,5 su 5",19 recensioni,Italiana,€
4116,4117. Del Corso,"Punteggio 4,0 su 5",7 recensioni,?,?
4117,4118. La Piada Di Una Volta 2,"Punteggio 4,0 su 5",15 recensioni,Italiana,€
4118,4119. Maliss,"Punteggio 4,5 su 5",3 recensioni,€€ - €€€,?
4119,4120. Dolce Mari,"Punteggio 5,0 su 5",3 recensioni,€€ - €€€,?
4120,4121. Augusto Café,"Punteggio 4,0 su 5",10 recensioni,€,?
4121,4122. Pizzeria Santa Maria,"Punteggio 4,0 su 5",12 recensioni,"Pizza, Italiana",€
4122,4123. Aroma Napoletano,"Punteggio 4,5 su 5",6 recensioni,?,?
4123,4124. Ci Sta,"Punteggio 3,5 su 5",24 recensioni,Pizza,?
4124,4125. Poke House Sempione Kiosk,"Punteggio 5,0 su 5",3 recensioni,Hawaiana,?
4125,4126. Kabul Grill Shisha Place Bicocca,"Punteggio 4,0 su 5",17 recensioni,Fast food,€€ - €€€
4126,4127. Ripeat Milano,"Punteggio 3,5 su 5",43 recensioni,"Italiana, Mediterranea",€€ - €€€
4127,4128. Fiorfood,"Punteggio 3,5 su 5",26 recensioni,"Italiana, Caffè",€€ - €€€
4128,4129. San Carlo Di Wasef Saad,"Punteggio 3,5 su 5",28 recensioni,"Italiana, Pizza",€
4129,4130. TacoTruck,"Punteggio 3,5 su 5",18 recensioni,"Messicana, Fast food",€
4130,4131. Nordest Caffe,"Punteggio 3,0 su 5",242 recensioni,"Bar, Italiana",€€ - €€€
4131,4132. El Café,"Punteggio 4,0 su 5",6 recensioni,€,?
4132,4133. Bar Devoti,"Punteggio 4,0 su 5",18 recensioni,"Italiana, Caffè",€
4133,4134. Il Capriccio,"Punteggio 4,0 su 5",13 recensioni,Italiana,€€ - €€€
4134,4135. Ci Sta - Brera,"Punteggio 3,5 su 5",11 recensioni,Pizza,?
4135,4136. Kebhouze - Sarpi,"Punteggio 4,5 su 5",3 recensioni,Fast food,?
4136,4137. Clamour Noodle House,"Punteggio 4,5 su 5",3 recensioni,Cinese,€€ - €€€
4137,4138. Tramé - Original Venetian Sandwiches - XXV Aprile,"Punteggio 4,0 su 5",13 recensioni,"Italiana, Bar",€
4138,4139. Isola Verde,"Punteggio 4,0 su 5",9 recensioni,Italiana,?
4139,4140. I Love Poke Assago,"Punteggio 4,5 su 5",3 recensioni,Hawaiana,?
4140,4141. Old Wild West,"Punteggio 3,5 su 5",247 recensioni,"Steakhouse, Bar",€€ - €€€
4141,4142. Ima Oriental Restaurant,"Punteggio 4,0 su 5",11 recensioni,"Cinese, Sushi",€€ - €€€
