id,title,r_bubbles,r_number,cook_type,expensive
6690,6691. LE PETIT CAFE' s.a.s di Rosalba Galati & c.,?,0,"Bar, Caffè",?
6691,6692. Bar Tavola Calda Luna Piena,?,0,?,?
6692,6693. Villa Istanbul Kebap Pizza Grill,?,0,?,?
6693,6694. Bar Lipari,?,0,?,?
6694,6695. Alice Pizza,?,0,?,?
6695,6696. Casazul,?,0,Messicana,?
6696,6697. Meta,?,0,Contemporanea,?
6697,6698. Salumeria Cassiodoro,?,0,?,?
6698,6699. Bar 101,?,0,"Bar, Pub",?
6699,6700. Neokisho street food,?,0,?,?
6700,6701. Ristorante Giapponese YUOSHI,?,0,?,?
6701,6702. Bar Alimentari dei Portici,?,0,Italiana,?
6702,6703. Bonnie & Clyde - Friggitoria e Sfiziosità Romane,?,0,"Romana, Laziale",?
6703,6704. Caffè Margherita,?,0,"Italiana, Caffè",€€ - €€€
6704,6705. Bar La Giada,?,0,"Bar, Pub",?
6705,6706. Osvi & Mari,?,0,?,?
6706,6707. Ponte Milvio Cucina Romana Gastronomia,?,0,"Italiana, Romana",?
6707,6708. Busbar,?,0,Italiana,?
6708,6709. La nuova Paneria,?,0,€,?
6709,6710. Bar...Bagia Cafè,?,0,?,?
6710,6711. Pizza Vera,?,0,?,?
6711,6712. La Pasteria Da Michela,?,0,Gastronomia,?
6712,6713. Wine Broker,?,0,"Bar, Pub",?
6713,6714. Bar Angelo Azzurro,?,0,"Bar, Pub",?
6714,6715. Fourteen,?,0,"Italiana, Internazionale",?
6715,6716. Bar Blue Angel's,?,0,"Bar, Pub",?
6716,6717. Caffe' Mokafior,?,0,?,?
6717,6718. Bar Susa,?,0,"Bar, Pub",?
6718,6719. Bar Boscoreale,?,0,"Bar, Pub",?
6719,6720. Prosper African Restaurant Milano,?,0,?,?
6720,6721. Kola,?,0,?,?
6721,6722. Gerri,?,0,Italiana,?
6722,6723. Blu Drink Bar,?,0,?,?
6723,6724. Panificio Dordoni,?,0,?,?
6724,6725. Bar Rondò,?,0,"Bar, Pub",?
6725,6726. La Choza Náutica,?,0,"Peruviana, Sudamericana",?
6726,6727. Punto Pizza,?,0,Pizza,?
6727,6728. Kebab Goha,?,0,Cibo di strada,?
6728,6729. Eatmi Bar,?,0,"Italiana, Italiana (nord)",?
6729,6730. Bar i Paparazzi,?,0,"Bar, Pub",?
6730,6731. La Scarpetta,?,0,Italiana,?
6731,6732. Wine Bar Lidia,?,0,"Bar, Pub",?
6732,6733. Fresco & Cimmino Brera,?,0,"Pizza, Pesce",?
6733,6734. Umami Poké,?,0,Hawaiana,€€ - €€€
6734,6735. Cafe Gorizia,?,0,Italiana,?
6735,6736. Katkut,?,0,Fast food,?
6736,6737. Rainforest,?,0,"Fast food, Contemporanea",€
6737,6738. Bar Durante,?,0,"Bar, Pub",?
6738,6739. Pasticceria Caffetteria Panetteria Spiga d'Oro,?,0,"Bar, Pub",?
6739,6740. Gold Finch Bar,?,0,"Bar, Pub",?
6740,"6741. Fast Eat Indian ,chinese & Giapponese",?,0,Indiana,?
6741,6742. Josephine Coffee Bar,?,0,"Italiana, Europea",€
6742,6743. Bar Passero,?,0,"Bar, Pub",?
6743,6744. Queen Food and Drink,?,0,?,?
6744,6745. Bar Friuli 69,?,0,?,?
6745,6746. Signor Lievito,?,0,?,?
6746,6747. Bar Grandi,?,0,?,?
6747,6748. Gastronomia Mongiello,?,0,?,?
6748,6749. Caffè Shalù,?,0,?,?
6749,6750. Bagel Factory,?,0,?,?
6750,6751. Panificio San Giorgio,?,0,?,?
6751,6752. Ichi Station,?,0,"Giapponese, Sushi",?
6752,6753. Amò Art / Food / Sound,?,0,?,?
6753,6754. Il Grifone Milano,?,0,"Bar, Pub",?
6754,6755. Tamarindo Bar,?,0,"Bar, Pub",?
6755,6756. Alice Pizza,?,0,"Italiana, Pizza",?
6756,6757. Shannara Bistrot,?,0,?,?
6757,6758. Gambler Milano,?,0,"Bar, Pub",?
6758,6759. Blow,?,0,?,?
6759,6760. Tavola Calda Bar Lucio,?,0,"Bar, Pub",?
6760,6761. Happy Bar,?,0,"Bar, Pub",?
6761,6762. Bar Oscar,?,0,"Bar, Pub",?
6762,6763. Bar La Versa 4,?,0,"Bar, Pub",?
6763,6764. Bar Impero,?,0,"Bar, Pub",?
6764,6765. Bar Porta Romana,?,0,"Bar, Pub",?
6765,6766. Bar Loreto,?,0,"Bar, Pub",?
6766,6767. Tajmahal,?,0,Indiana,?
6767,6768. The Swan,?,0,"Bar, Pub",?
6768,6769. Blue Angel's,?,0,"Bar, Pub",?
6769,6770. Bar Fortuna,?,0,Italiana,?
6770,6771. Bar Donatello,?,0,"Bar, Pub",?
6771,6772. Casa Nostra Corvetto,?,0,?,?
6772,6773. Gelateria Bar Puro & Bio,?,0,?,?
6773,6774. Panificio Drago,?,0,?,?
6774,6775. Burger King,?,0,?,?
6775,6776. Pupuseria Karina 100% Salvadoreña,?,0,?,?
6776,6777. Flor Pipe Enoteca - Bistrot,?,0,?,?
6777,6778. Mi Tao,?,0,?,?
6778,6779. Rossi Gaetano Panificio,?,0,?,?
6779,6780. Baita dell'Alpino,?,0,?,?
6780,6781. Bowls And More,?,0,?,?
6781,6782. Bowls And More,?,0,?,?
6782,6783. La Piadineria,?,0,?,?
6783,6784. Mang Isidro Chicken,?,0,?,?
6784,6785. Margarita Bar & Tavola Calda,?,0,?,?
6785,6786. Romana 119,?,0,?,?
6786,6787. Double Z,?,0,?,?
6787,6788. Bar D'oro,?,0,?,?
6788,6789. Il Bar Di Mario & Mario,?,0,?,?
6789,6790. Panificio Meraviglia Di Pane,?,0,?,?
6790,6791. Bar Brenta,?,0,?,?
6791,6792. Pizzeria Bella Napoli,?,0,?,?
6792,6793. Chiceasy,?,0,?,?
6793,6794. Scooby Bar,?,0,"Bar, Pub",?
6794,6795. F Lounge Cafè e Restaurant,?,0,"Bar, Pub",?
6795,6796. Solopesce,?,0,"Pesce, Mediterranea",€€€€
6796,6797. Adriatico,?,0,?,?
6797,6798. Thanks Mama,?,0,"Italiana, Bar",?
6798,6799. Special Bar,?,0,"Bar, Pub",?
6799,6800. Bar Arici,?,0,"Bar, Pub",?
6800,6801. Ristorante Meat'a Pizza,?,0,Italiana,?
6801,6802. Rom'antica Ponte Vetero,?,0,?,?
6802,6803. Bar Levante,?,0,"Bar, Pub",?
6803,6804. Milano Cafè,?,0,"Bar, Pub",?
6804,6805. Caffè Al 91,?,0,"Bar, Pub",?
6805,6806. Street food,?,0,?,?
6806,6807. Urban Paul Bar Bistrot,?,0,"Bar, Pub",?
6807,6808. Pane amore e le nostre fantasie,?,0,"Siciliana, Italiana (sud)",€€€€
6808,6809. Quanta Club,?,0,?,?
6809,6810. Officina Design Café,?,0,"Italiana, Bar",?
6810,6811. L'angolo Del Dessert,?,0,?,?
6811,6812. Il Borsieri,?,0,?,?
6812,6813. Dal Bocia Enoteca,?,0,?,?
6813,6814. Panificio Pasticceria Luisa Lomazzi,?,0,"Bar, Pub",?
6814,6815. Bar Elisa,?,0,"Bar, Pub",?
6815,6816. Pizzeria Santa Maria 2,?,0,Pizza,?
6816,6817. Kebab Pizzeria Monfalcone,?,0,"Pizza, Cibo di strada",?
6817,6818. Panetteria Delizie Antiche,?,0,?,?
6818,6819. Cafezal Specialty Coffee Hub,?,0,?,?
6819,6820. Pizzeria Gloria,?,0,Pizza,?
6820,6821. L'Italia in Cucina,?,0,"Italiana, Pizza",?
6821,6822. Chiara Gourmet,?,0,"Italiana, Pizza",?
6822,6823. Caffè del Sole,?,0,?,?
6823,6824. MooD F205,?,0,?,?
6824,6825. Pizzeria Pulcinella,?,0,"Italiana, Pizza",?
6825,6826. Luna Pub,?,0,"Bar, Pub",?
6826,6827. Classic Bar,?,0,"Bar, Pub",?
6827,6828. Restaurante SABOR Latino,?,0,"Peruviana, Sudamericana",?
6828,6829. Pizzeria & Bar 82,?,0,"Italiana, Pizza",€€ - €€€
6829,6830. Mitú,?,0,"Sudamericana, Colombiana",?
6830,6831. Taste Room,?,0,"Sushi, Asiatica",?
6831,6832. Pokemania Bistrot,?,0,?,?
6832,6833. Il Salotto,?,0,?,?
6833,6834. Nuovo Forno Ortica,?,0,"Pizza, Cibo di strada",?
6834,6835. Bar Van Gogh,?,0,?,?
6835,6836. Parini Milano Restaurant,?,0,?,?
6836,6837. Vizi e Sfizi Milano,?,0,"Italiana, Grill",?
6837,6838. Bar Christian,?,0,€,?
6838,6839. Bar Felice,?,0,"Bar, Pub",?
6839,6840. Stranobar,?,0,"Bar, Pub",?
6840,6841. Da Bella Bar&Bistrot,?,0,"Italiana, Europea",€€ - €€€
6841,6842. Bar Migliarini,?,0,?,?
6842,6843. Caffè Milano,?,0,?,?
6843,6844. U Barba Bottega Genovese,?,0,?,?
6844,6845. Gram Bangla,?,0,"Asiatica, Bangladesh",?
6845,6846. Café 124,?,0,Caffè,€
6846,6847. Dispensa Emilia_milano Bicocca,?,0,"Italiana, Emiliana",?
6847,6848. Michele Ming Bar,?,0,"Bar, Pub",?
6848,6849. L'angolo,?,0,"Bar, Pub",?
6849,6850. Empire Cafè,?,0,"Bar, Pub",?
6850,6851. Sushisu,?,0,Giapponese,?
6851,6852. Chez José - L Ambassade Du Koo,?,0,Africana,?
6852,6853. Pizza Kebab Nada,?,0,"Turca, Cibo di strada",?
6853,6854. Flower Burger Muratori,?,0,Italiana,?
6854,6855. Bar Palladio,?,0,"Bar, Pub",?
6855,6856. Zhan's Wine Srl,?,0,"Europea, Pub",?
6856,6857. Alice Pizza,?,0,?,?
6857,6858. La Pezzara di Andrea Romolo dal 1994,?,0,?,?
6858,6859. Streat Food & Beers,?,0,Italiana,?
6859,6860. Bar Xxi Secolo,?,0,"Bar, Pub",?
6860,6861. Cà Mia Da Marcelo,?,0,"Italiana, Contemporanea",?
6861,6862. Panificio Dolci Sapori,?,0,Cibo di strada,?
6862,6863. Pan Caffè,?,0,?,?
6863,6864. Pane E,?,0,?,?
6864,6865. New Forno Modestino,?,0,?,?
6865,6866. Alice Pizza,?,0,?,?
6866,6867. Salad Twist,?,0,"Italiana, Europea",?
6867,6868. Bar Pegasus,?,0,?,?
6868,6869. Ariosto Social Club,?,0,?,?
6869,6870. Mr. Jiao,?,0,?,?
6870,6871. Mc Donald's Piazza Argentina,?,0,Italiana,?
6871,6872. Salad House,?,0,?,?
6872,6873. Piccolo Bar,?,0,?,?
6873,6874. Verdegenuino,?,0,Italiana,?
6874,6875. Manu Caffè,?,0,?,?
6875,6876. La Piadineria,?,0,"Bar, Pub",?
6876,6877. Bowls And More,?,0,?,?
6877,6878. Bowls And More,?,0,?,?
6878,6879. Cafè Il Veliero,?,0,"Bar, Pub",?
6879,6880. Caffè 51,?,0,"Bar, Pub",?
6880,6881. Madia Di Ahmed,?,0,Pizza,?
6881,6882. Pizzeria Pace 2,?,0,?,?
6882,6883. Come a Casa,?,0,Italiana,€€ - €€€
6883,6884. Bar One,?,0,"Bar, Pub",?
6884,6885. Beefbar Milano,?,0,Steakhouse,?
6885,6886. Da Ciccio & Paolo,?,0,Pizza,?
6886,6887. Cabbucio,?,0,?,?
6887,6888. El Pastée de Milan - Solari,?,0,Italiana,€€ - €€€
6888,6889. Fifteen Bar,?,0,?,?
6889,6890. Caffè Del Dom,?,0,?,?
6890,6891. Restaurant Cafè EXKi,?,0,"Bar, Pub",?
6891,6892. Greedy,?,0,?,?
6892,6893. Bar Bl'u,?,0,?,?
6893,6894. Pokiche,?,0,?,?
6894,6895. Capricci,?,0,Italiana,?
6895,6896. Waiting,?,0,?,?
6896,6897. Alice Pizza,?,0,?,?
6897,6898. People's Place,?,0,?,?
6898,6899. Nepal Fast Food,?,0,"Asiatica, Nepalese",?
6899,6900. Il Muretto Bar,?,0,"Bar, Pub",?
6900,6901. Bio Solaire,?,0,Italiana,?
6901,6902. Nilda's Lechon,?,0,"Filippina, Asiatica",?
6902,6903. Bar D'Angelo,?,0,"Bar, Pub",?
6903,6904. Hela Chicken,?,0,Cibo di strada,?
6904,6905. Bahia Brazilian Sushi,?,0,"Giapponese, Brasiliana",?
6905,6906. Pizzeria Kebab Tasty,?,0,"Mediterranea, Egiziana",?
6906,6907. Mirò Caffè,?,0,"Bar, Pub",?
6907,6908. Bar Armony,?,0,"Bar, Pub",?
6908,6909. Linea 84,?,0,"Bar, Pub",?
6909,6910. El Prestin Bistrot,?,0,?,?
6910,6911. Black Pepper,?,0,?,?
6911,6912. Tastè,?,0,?,?
6912,6913. MaLù Bar,?,0,"Bar, Pub",?
6913,6914. Poke House - Cadorna,?,0,Hawaiana,?
6914,6915. Tratt. Bar Tab.,?,0,?,?
6915,6916. Chocolat Cafè Milano,?,0,"Italiana, Bar",€€ - €€€
6916,6917. Palazzo Lombardia,?,0,?,?
6917,6918. Bowls And More,?,0,?,?
6918,6919. Green,?,0,?,?
6919,6920. Bar Paperoga,?,0,?,?
6920,6921. Tabacchi,?,0,?,?
6921,6922. Piccolo Bar Gran Caffé,?,0,?,?
6922,6923. Bar Boccacio,?,0,?,?
6923,6924. 11 Sushi&Music,?,0,"Pizza, Mediterranea",€€€€
6924,6925. Ristorante Mina,?,0,?,?
6925,6926. Kashmir Takeway Halal Food,?,0,"Indiana, Fast food",€€ - €€€
6926,6927. La Piadineria,?,0,?,?
6927,6928. Pomodorini e Basilico,?,0,?,?
6928,6929. KAPE,?,0,?,?
6929,6930. Pizzeria Gioia,?,0,Pizza,?
6930,6931. Daniel's Bar,?,0,?,?
6931,6932. Pizza Club Gourmet Cafè,?,0,?,?
6932,6933. Grouse Rotisserie,?,0,?,?
6933,6934. Mr Martino,?,0,"Bar, Pub",?
6934,6935. Mexico,?,0,?,?
6935,6936. Mare Nostro Milano - Bosco Verticale,?,0,Pesce,?
6936,6937. Harmony,?,0,?,?
6937,6938. Flip & Eat,?,0,"Bar, Pub",?
6938,6939. Select,?,0,?,?
6939,6940. Caffé Pagano,?,0,?,?
6940,6941. Baja Café,?,0,?,?
6941,6942. Bahia Bar,?,0,?,?
6942,6943. Wjc Caffé,?,0,?,?
6943,6944. Bentobus 2,?,0,?,?
6944,6945. Bar Centrale Davide,?,0,?,?
6945,6946. Top Bar,?,0,"Bar, Pub",?
6946,6947. Pasticceria Totaro,?,0,"Bar, Pub",?
6947,6948. Caffe' Diamante,?,0,"Bar, Pub",?
6948,6949. Silk Road,?,0,"Bar, Pub",?
6949,6950. Fior Di Pane,?,0,Cibo di strada,?
6950,6951. Caffè Degli Artisti,?,0,"Bar, Pub",?
6951,6952. Nazca Bar,?,0,"Bar, Pub",?
6952,6953. Traffic Lights,?,0,"Bar, Pub",?
6953,6954. Sapurì,?,0,"Italiana, Francese",?
6954,6955. 37 Gradi Livehouse,?,0,"Bar, Fast food",?
6955,6956. Trattoria Tricolore,?,0,Italiana,?
6956,6957. Il Vinaccio,?,0,"Italiana, Wine Bar",€€ - €€€
6957,6958. Cosmai Caffè,?,0,"Bar, Pub",?
6958,6959. Panificio Valendino,?,0,?,?
6959,6960. D'sumare Restaurante & Polleria,?,0,"Peruviana, Cibo di strada",?
6960,6961. Radhuni Indian Restaurant,?,0,"Indiana, Fast food",?
6961,6962. Cleopatra Pizza,?,0,"Pizza, Fast food",?
6962,6963. Cobà Happy Hour Navigli Milano,?,0,Sudamericana,?
6963,6964. Davet Turkish Kebap Pizzeria Grill,?,0,"Pizza, Fast food",?
6964,6965. La Buttiga Franco's Room,?,0,"Italiana, Americana",?
6965,6966. Nk Bar,?,0,Pizza,?
6966,6967. Caffè Vergnano 1882,?,0,?,?
6967,6968. Hekfan,?,0,?,?
6968,6969. La Puccia Ignorante Xxl,?,0,"Italiana, Fast food",€
6969,6970. Wine time milano,?,0,?,?
