title,address_trip,new_column_merged,address_clean_merged,Index,new_column_google,price_level_google,rating_google,total_reviews_google,address,address_clean_google
,,,,5084,Cacau Temakeria,,4.1,166.0,"Via Stendhal, 30, Milano","via stendhal, 30, milano"
,,,,5086,I Beerbanti Pub,1.0,4.0,447.0,"Via Andrea Solari, 52, Milano","via andrea solari, 52, milano"
,,,,5088,Harris,2.0,4.2,155.0,"Via Andrea Solari, 50, Milano","via andrea solari, 50, milano"
,,,,5089,Sushi Sashimi Take Away,2.0,4.1,314.0,"Via Andrea Solari, 48, Milano","via andrea solari, 48, milano"
,,,,5092,Trattoria Trinacria,2.0,4.1,395.0,"Via Savona, 57, Milano","via savona, 57, milano"
,,,,5094,Pizzium - Via Solari,2.0,4.5,155.0,"Via Andrea Solari, 41, Milano","via andrea solari, 41, milano"
,,,,5096,Bar Plaza,,3.8,5.0,"Via Andrea Solari, 43, Milano","via andrea solari, 43, milano"
,,,,5104,Italian Gourmet Evento,,,,"Via Tortona, 27, Milano","via tortona, 27, milano"
,,,,5105,Dada Cafè,,3.8,36.0,"Via Tortona, 27, Milano","via tortona, 27, milano"
,,,,5109,La Latteria di via Stendhal,,4.1,59.0,"Via Stendhal, 30, Milano","via stendhal, 30, milano"
,,,,5111,Stendhal Cafe,2.0,4.0,109.0,"Via Stendhal, 19/23, Milano","via stendhal, 19/23, milano"
,,,,5112,Dolce Emilia,2.0,3.9,429.0,"Via Savona, 59, Milano","via savona, 59, milano"
,,,,5115,Fiore Food & Drink,2.0,4.3,380.0,"Via Savona, 59, Milano","via savona, 59, milano"
,,,,5116,Angelo's Bistrot,2.0,4.1,191.0,"Via Savona, 55, Milano","via savona, 55, milano"
,,,,5117,Ethica,,,,"Via Savona, 56, Milano","via savona, 56, milano"
,,,,5118,Iron S.r.l.,,1.0,1.0,"Via Stendhal, 36, Milano","via stendhal, 36, milano"
,,,,5119,La Tradizionale,2.0,4.0,2741.0,"Via Bergognone, 16, Milano","via bergognone, 16, milano"
,,,,5122,Un posto Incredibile,2.0,4.2,11.0,"Via Carlo Botta, 18, Milano","via carlo botta, 18, milano"
,,,,5124,God Save the Food,2.0,3.8,1417.0,"Via Tortona, 34, Milano","via tortona, 34, milano"
,,,,5127,Al Fresco,3.0,4.1,1406.0,"Via Savona, 50, Milano","via savona, 50, milano"
,,,,5128,Saba & Tu,,4.2,75.0,"Via Tortona, 36, Milano","via tortona, 36, milano"
,,,,5129,Belle Donne Bistrot,2.0,4.6,1561.0,"Via Tortona, 28, Milano","via tortona, 28, milano"
,,,,5131,Go S.r.l.,,,,"Via Tortona, 34, Milano","via tortona, 34, milano"
,,,,5133,ico,,,,"Via Emilio Gola, Milano","via emilio gola, milano"
,,,,5135,Café Sudan,,3.4,78.0,"Via Bergognone, 47, Milano","via bergognone, 47, milano"
,,,,5136,Hazama,,4.7,117.0,"Via Savona, 41, Milano","via savona, 41, milano"
,,,,5137,レクサス会場,,,,"Via Tortona, 34, Milano","via tortona, 34, milano"
,,,,5138,Cocciuto,2.0,4.2,1426.0,"Via Bergognone, 24, Milano","via bergognone, 24, milano"
,,,,5142,Da Noi In,,4.4,89.0,"Via Vincenzo Forcella, 6, Milano","via vincenzo forcella, 6, milano"
,,,,5145,Zhao Ristorante Giapponese,,2.0,4.0,"Via Tortona, 20, Milano","via tortona, 20, milano"
,,,,5151,Osteria il Giardinetto,2.0,4.1,212.0,"Via Tortona, 19, Milano","via tortona, 19, milano"
,,,,5152,Oro Asian Cuisine,,5.0,1.0,"Via Tortona, 26, Milano","via tortona, 26, milano"
,,,,5155,Osteria Fiorentina,,4.5,370.0,"Via Tortona, 28, Milano","via tortona, 28, milano"
,,,,5157,Libi Light Bistrò,,,,"Via Tortona, 28, Milano","via tortona, 28, milano"
,,,,5158,marelli,,,,"Via Vincenzo Forcella, 6, Milano","via vincenzo forcella, 6, milano"
,,,,5161,Joe Cipolla Restaurant,2.0,4.4,1038.0,"Via Casale, 4, Milano","via casale, 4, milano"
,,,,5168,Il Cucchiaio di Legno,,,,"Via Privata Sartirana, 5, Milano","via privata sartirana, 5, milano"
,,,,5170,Friends,,4.5,2.0,"Via Casale, 3a, Milano","via casale, 3a, milano"
,,,,5172,Buona Forchetta,2.0,3.8,870.0,"Via Casale, 5, Milano","via casale, 5, milano"
,,,,5188,El Brellin,3.0,4.1,1775.0,"Vicolo dei Lavandai, Alzaia Naviglio Grande, 14, Milano","vicolo dei lavandai, alzaia naviglio grande, 14, milano"
,,,,5190,Ristorante Napoletano e Caffetteria con Pasticceria da Teresa e Patrizia Milano,2.0,4.0,357.0,"Via Vigevano, 14, Milano","via vigevano, 14, milano"
,,,,5191,Mexicali,2.0,4.0,1016.0,"Via Vigevano, 41, Milano","via vigevano, 41, milano"
,,,,5200,Greek Fusion,1.0,4.0,2487.0,"Ripa di Porta Ticinese, 15, Milano","ripa di porta ticinese, 15, milano"
,,,,5204,La pizzeria Tradizionale,2.0,4.0,1267.0,"Ripa di Porta Ticinese, 7, Milano","ripa di porta ticinese, 7, milano"
,,,,5205,Al Coniglio Bianco,2.0,4.4,1121.0,"Alzaia Naviglio Grande, 12, Milano","alzaia naviglio grande, 12, milano"
,,,,5206,Spritz Navigli Milano,1.0,4.0,3406.0,"Ripa di Porta Ticinese, 9, Milano","ripa di porta ticinese, 9, milano"
,,,,5207,Officina 12,2.0,4.1,1661.0,"Alzaia Naviglio Grande, 12, Milano","alzaia naviglio grande, 12, milano"
,,,,5214,L'Altro Luca & Andrea,2.0,3.9,1249.0,"Alzaia Naviglio Grande, 24, Milano","alzaia naviglio grande, 24, milano"
,,,,5215,el Cicinín,2.0,4.0,260.0,"Via Corsico, 5, Milano","via corsico, 5, milano"
,,,,5216,28 Posti,3.0,4.6,392.0,"Via Corsico, 1, Milano","via corsico, 1, milano"
,,,,5217,Momo Bar,,3.7,1070.0,"Ripa di Porta Ticinese, 23, Milano","ripa di porta ticinese, 23, milano"
,,,,5218,Le Striatelle di Nonna Mafalda Milano,1.0,4.4,1398.0,"Via Vigevano, 11, Milano","via vigevano, 11, milano"
,,,,5227,Jinzuan Diamond,,3.5,16.0,"Piazza Ventiquattro Maggio, 8, Milano","piazza ventiquattro maggio, 8, milano"
,,,,5228,Panino Giusto,2.0,3.8,429.0,"Piazza Ventiquattro Maggio, 4, Milano","piazza ventiquattro maggio, 4, milano"
,,,,5229,Il Panzerotto da Ettore,,4.3,79.0,"Ripa di Porta Ticinese, 13, Milano","ripa di porta ticinese, 13, milano"
,,,,5230,Crm Srl,,,,"Ripa di Porta Ticinese, 7, Milano","ripa di porta ticinese, 7, milano"
,,,,5231,Da Totò,,4.2,26.0,"Via Alzaia Naviglio Pavese, 2,angolo Ripa di porta Ticinese, Milano","via alzaia naviglio pavese, 2,angolo ripa di porta ticinese, milano"
,,,,5232,Makitree,,2.7,7.0,"Ripa di Porta Ticinese, 3, Milano","ripa di porta ticinese, 3, milano"
,,,,5234,Spontini - Gluten Free,1.0,3.7,597.0,"Viale Gorizia, 30, Milano","viale gorizia, 30, milano"
,,,,5237,Osteria della Darsena,2.0,4.4,694.0,"Via Vigevano, 1, Milano","via vigevano, 1, milano"
,,,,5244,California Bakery,2.0,3.3,509.0,"Piazza Sant'Eustorgio, 4, Milano","piazza sant'eustorgio, 4, milano"
,,,,5246,Osteria Sant' Eustorgio,3.0,4.1,524.0,"Piazza Sant'Eustorgio, 6, Milano","piazza sant'eustorgio, 6, milano"
,,,,5247,Le Trottoir alla darsena,2.0,3.8,910.0,"Piazza Ventiquattro Maggio, 1, Milano","piazza ventiquattro maggio, 1, milano"
,,,,5249,Ristorante Indiano Shiva,2.0,4.3,1252.0,"Viale Gian Galeazzo, 7, Milano","viale gian galeazzo, 7, milano"
,,,,5252,Bar Pasticceria De Cherubini,,3.2,222.0,"Via Trincea Delle Frasche, 2, Milano","via trincea delle frasche, 2, milano"
,,,,5267,Compagnia Generale Dei Viaggiatori Naviganti E Sognatori,,,,"Viale Col di Lana, 8, Milano","viale col di lana, 8, milano"
,,,,5268,La Bodeguita del Medio,2.0,4.1,852.0,"Viale Col di Lana, 3, Milano","viale col di lana, 3, milano"
,,,,5269,Osteria Ovino Milano,2.0,4.2,336.0,"Viale Col di Lana, 6, Milano","viale col di lana, 6, milano"
,,,,5271,Cacio & Pepe Restaurant,2.0,4.3,1468.0,"Viale Gian Galeazzo, 3, Milano","viale gian galeazzo, 3, milano"
,,,,5272,Wang Jiao,1.0,4.1,503.0,"Viale Col di Lana, 14, Milano","viale col di lana, 14, milano"
,,,,5273,McDonald's Milano XXIV Maggio,1.0,3.5,2857.0,"Piazza Sant'Eustorgio, 2, Milano","piazza sant'eustorgio, 2, milano"
,,,,5275,CKN & CKN JESSICA PAPILLO,,3.6,506.0,"Piazza Ventiquattro Maggio, 4, Milano","piazza ventiquattro maggio, 4, milano"
,,,,5278,El Porteño • Darsena,3.0,4.4,1624.0,"Viale Gian Galeazzo, 25, Milano","viale gian galeazzo, 25, milano"
,,,,5283,Pasticceria Gattullo,,4.2,957.0,"Piazzale di Porta Lodovica, 2, Milano","piazzale di porta lodovica, 2, milano"
,,,,5286,VIVA | BuonoFrescoNaturale - Lodovica,2.0,4.3,137.0,"Piazzale di Porta Lodovica, 6, Milano","piazzale di porta lodovica, 6, milano"
,,,,5293,Be Bop,2.0,4.3,1785.0,"Viale Col di Lana, 4, Milano","viale col di lana, 4, milano"
,,,,5294,Sushi Kòboo ꞏ Ticinese,3.0,4.3,295.0,"Viale Col di Lana, 1, Milano","viale col di lana, 1, milano"
,,,,5296,Dorrego S.R.L.,,,,"Viale Gian Galeazzo, 25, Milano","viale gian galeazzo, 25, milano"
,,,,5297,MIsushi Restaurant,2.0,4.3,648.0,"Viale Col di Lana, 14, Milano","viale col di lana, 14, milano"
,,,,5298,Nippon Cuisine,,,,"Viale Col di Lana, 14, Milano","viale col di lana, 14, milano"
,,,,5299,San Martino bistrot,,4.1,102.0,"Via San Martino, 8, Milano","via san martino, 8, milano"
,,,,5311,Gelmetti 1952,,5.0,8.0,"Viale Bligny, 1, Milano","viale bligny, 1, milano"
,,,,5312,Focaccino,,5.0,74.0,"Viale Bligny, 1/a, Milano","viale bligny, 1/a, milano"
,,,,5313,PIADI by Piadificio,,4.8,33.0,"Viale Bligny, 2, Milano","viale bligny, 2, milano"
,,,,5315,Takumi Ramen Tonkotsu,,4.4,67.0,"Viale Bligny, 2, Milano","viale bligny, 2, milano"
,,,,5317,Cody Pokè • Sushi,,4.5,50.0,"Viale Bligny, 7, Milano","viale bligny, 7, milano"
,,,,5329,MINT Japanese Bowls&Noodles,2.0,4.2,102.0,"Viale Bligny, 15, Milano","viale bligny, 15, milano"
,,,,5330,Testone,1.0,4.5,875.0,"Viale Bligny, 13, Milano","viale bligny, 13, milano"
,,,,5350,Fritto D'amore,,3.3,3.0,"Viale Bligny, 25, Milano","viale bligny, 25, milano"
,,,,5351,Ambaradan Sicilia,,4.3,6.0,"Viale Bligny, 25, Milano","viale bligny, 25, milano"
,,,,5352,Piadineria Piada & Brusca,,,,"Viale Bligny, 29, Milano","viale bligny, 29, milano"
,,,,5353,Bones Public House Milano,2.0,4.2,129.0,"Viale Bligny, 21, Milano","viale bligny, 21, milano"
,,,,5365,La Caveja Vigentina Piadineria,1.0,4.5,28.0,"Corso di Porta Vigentina, 31, Milano","corso di porta vigentina, 31, milano"
,,,,5367,Eat Restaurant,,4.1,35.0,"Via Quadronno, 29, Milano","via quadronno, 29, milano"
,,,,5369,GO Self Fusion Experience,,3.0,2.0,"Viale Beatrice d'Este, 49, Milano","viale beatrice d'este, 49, milano"
,,,,5370,Whimsy Kitchen,,3.3,71.0,"Viale Bligny, 43, Milano","viale bligny, 43, milano"
,,,,5371,California Bakery,2.0,3.6,119.0,"Viale Beatrice d'Este, 49, Milano","viale beatrice d'este, 49, milano"
,,,,5372,Tadino 9 S.R.L.,,,,"Viale Bligny, 45, Milano","viale bligny, 45, milano"
,,,,5373,GiaoGiao Ristorante Bocconi,,4.4,65.0,"Viale Bligny, 45, Milano","viale bligny, 45, milano"
,,,,5374,Machina,,,,"Viale Bligny, 39, Milano","viale bligny, 39, milano"
,,,,5375,Poketna,,,,"Viale Bligny, 60, Milano","viale bligny, 60, milano"
,,,,5376,VISCA Bistrot,,4.3,212.0,"Viale Bligny, 60, Milano","viale bligny, 60, milano"
,,,,5377,pizza-domicilio,,,,"Via Carlo Crivelli, 26, Milano","via carlo crivelli, 26, milano"
,,,,5378,Penelope a casa,,4.0,555.0,"Via Giuseppe Ripamonti, 3, Milano","via giuseppe ripamonti, 3, milano"
,,,,5389,Ikimi,,3.4,9.0,"Corso di Porta Romana, 111, Milano","corso di porta romana, 111, milano"
,,,,5392,TURKISH KEBAB PİZZA,,5.0,1.0,"Viale Sabotino, 5, Milano","viale sabotino, 5, milano"
,,,,5393,Niuda Ramen a Mano,,4.8,218.0,"Viale Sabotino, 9, Milano","viale sabotino, 9, milano"
,,,,5394,AUUM (Viale Sabotino),,4.7,69.0,"Viale Sabotino, 1A, Milano","viale sabotino, 1a, milano"
,,,,5395,Pizzeria,,4.8,6.0,"Viale Sabotino, 4, Milano","viale sabotino, 4, milano"
,,,,5396,La Calanca da Leo - Ristorante Pesce - Cucina Sarda - Ristorante con Dehor,2.0,4.6,350.0,"Viale Sabotino, 4, Milano","viale sabotino, 4, milano"
,,,,5398,Bar dell'Angolo,,4.3,28.0,"Viale Sabotino, 10, Milano","viale sabotino, 10, milano"
,,,,5412,Osteria Delizie del Mare,2.0,4.3,398.0,"Piazzale Medaglie D'Oro, 3, Milano","piazzale medaglie d'oro, 3, milano"
,,,,5415,Societa' Italiana Ristorazione S.I.R. Srl,,3.0,1.0,"Viale Sabotino, 38, Milano","viale sabotino, 38, milano"
,,,,5416,Rossoromana Srl,,,,"Viale Sabotino, Milano","viale sabotino, milano"
,,,,5417,Bar Tabacchi Chez Yvonne Riv 249 - Assistenza Iqos Store - Elf bar Store - Iluma Store - usa e getta lem dinner lady - kiwi,,4.4,39.0,"Viale Sabotino, 19, Milano","viale sabotino, 19, milano"
,,,,5418,Marecrudo,3.0,4.4,292.0,"Corso di Porta Romana, 132, Milano","corso di porta romana, 132, milano"
,,,,5419,UNAHOTELS Mediterraneo Milano,,4.0,622.0,"Via Lodovico Muratori, 14, Milano","via lodovico muratori, 14, milano"
,,,,5420,Dongiò,2.0,4.4,935.0,"Via Bernardino Corio, 3, Milano","via bernardino corio, 3, milano"
,,,,5421,Giulio Pane e Ojo,2.0,3.9,2992.0,"Via Lodovico Muratori, 10, Milano","via lodovico muratori, 10, milano"
,,,,5428,MuVaC,,4.0,1.0,"Vasari Corio, Via Lodovico Muratori, Milano","vasari corio, via lodovico muratori, milano"
,,,,5429,Trattoria Trippa,2.0,4.7,1047.0,"Via Giorgio Vasari, 1, Milano","via giorgio vasari, 1, milano"
,,,,5437,Casa Tua Osteria,2.0,4.0,992.0,"Via Ludovico Muratori, Via Bernardino Corio, 10, Milano","via ludovico muratori, via bernardino corio, 10, milano"
,,,,5444,Ristorante Le Stelle Marine,,3.0,1.0,"Via Gerolamo Tiraboschi, 2, Milano","via gerolamo tiraboschi, 2, milano"
,,,,5447,Fragolami,,5.0,3.0,"Via Gerolamo Tiraboschi, 1, Milano","via gerolamo tiraboschi, 1, milano"
,,,,5456,Danilo,,,,"Via Lazzaro Papi, 19, Milano","via lazzaro papi, 19, milano"
,,,,5473,Pane & Trita | Milano Porta Romana,2.0,4.3,252.0,"Via Lodovico Muratori, 27, Milano","via lodovico muratori, 27, milano"
,,,,5474,Asian & Fusion,,4.0,1.0,"Via Gerolamo Tiraboschi, Milano","via gerolamo tiraboschi, milano"
,,,,5475,Dhole Milano,,4.0,469.0,"Via Gerolamo Tiraboschi, 2, Milano","via gerolamo tiraboschi, 2, milano"
,,,,5476,"Tiraboschi6 - Chiacchiere, Vino & Cucina",2.0,4.5,206.0,"Via Gerolamo Tiraboschi, 6, Milano","via gerolamo tiraboschi, 6, milano"
,,,,5477,Soy,2.0,4.2,500.0,"Via Gerolamo Tiraboschi, 1, Milano","via gerolamo tiraboschi, 1, milano"
,,,,5478,Italian Creative Salad,,5.0,39.0,"Via Gerolamo Tiraboschi, 1, Milano","via gerolamo tiraboschi, 1, milano"
,,,,5479,Norman - Trattoria della Tradizione Milanese,2.0,4.2,947.0,"Viale Umbria, 50, Milano","viale umbria, 50, milano"
,,,,5482,Beirut,2.0,4.3,597.0,"Via Tito Livio, 1, Milano","via tito livio, 1, milano"
,,,,5483,Lambiczoon,2.0,4.5,1455.0,"Via Friuli, 46, Milano","via friuli, 46, milano"
,,,,5485,Cascina Cuccagna,,4.1,2902.0,"Via Privata Cuccagna, 2/4, Milano","via privata cuccagna, 2/4, milano"
,,,,5486,Alex Kebab,,4.0,1.0,"Via Lodovico Muratori, 48, Milano","via lodovico muratori, 48, milano"
,,,,5487,Sushi Daily - Muratori,,2.6,11.0,"Via Lodovico Muratori, 48, Milano","via lodovico muratori, 48, milano"
,,,,5488,Davidino di Un Sacco Bello,2.0,4.5,797.0,"Via Lodovico Muratori, 50, Milano","via lodovico muratori, 50, milano"
,,,,5489,MINT Japanese Bowls&Noodles,,4.8,15.0,"Viale Umbria, 35, Milano","viale umbria, 35, milano"
,,,,5490,POKICHE,,4.9,54.0,"Via Sigieri, Milano","via sigieri, milano"
,,,,5491,Costa Sigieri - ristorante di pesce - cucina sarda,,4.5,271.0,"Via Sigieri, 10, Milano","via sigieri, 10, milano"
,,,,5492,Leyla Food & Drink,,4.6,50.0,"Via Sigieri, 10, Milano","via sigieri, 10, milano"
,,,,5493,Stranobar,,4.4,14.0,"Via Friuli, 34, Milano","via friuli, 34, milano"
,,,,5501,Piccola Ischia,1.0,4.3,927.0,"Viale Umbria, 60, Milano","viale umbria, 60, milano"
,,,,5504,Mister Pizza pizzeria da asporto,,3.9,163.0,"Via Tito Livio, 7, Milano","via tito livio, 7, milano"
,,,,5505,Energy thai massage,,4.3,21.0,"Viale Umbria, 52, Milano","viale umbria, 52, milano"
,,,,5506,Teorema Café,1.0,4.2,50.0,"Viale Umbria, 61, Milano","viale umbria, 61, milano"
,,,,5509,Hanabi di Liang Xiaoping & C.,2.0,4.4,703.0,"Via Ennio,snc, Viale Umbria, 58, Milano","via ennio,snc, viale umbria, 58, milano"
,,,,5510,Panificio Gastronomia da Rosetta,2.0,,,"Via Tito Livio, 1, Milano","via tito livio, 1, milano"
,,,,5511,brezzamarina,2.0,4.2,400.0,"Viale Umbria, 50, Milano","viale umbria, 50, milano"
,,,,5513,Kebab Pizzeria Kirmina,1.0,4.4,131.0,"Viale Umbria, 50, Milano","viale umbria, 50, milano"
,,,,5514,Mister Burger,,5.0,3.0,"Via Tito Livio, 7, Milano","via tito livio, 7, milano"
,,,,5518,Asian Creative Cuisine,,3.0,1.0,"Viale Umbria, 58, Milano","viale umbria, 58, milano"
,,,,5523,Tfc,,,,"Via Lattanzio, 64, Milano","via lattanzio, 64, milano"
,,,,5532,Pizzeria Ennio,1.0,4.6,108.0,"Via Ennio, 30, Milano","via ennio, 30, milano"
,,,,5535,"Antidoto Bistrot, Lucanda di una giapponese",,4.8,277.0,"Via Ennio, 6, Milano","via ennio, 6, milano"
,,,,5537,Ristorante Da Angelo,2.0,4.2,155.0,"Viale Umbria, 60, Milano","viale umbria, 60, milano"
,,,,5538,Andreana Sas Di Hu Yixuan & C.,,,,"Viale Umbria, 60, Milano","viale umbria, 60, milano"
,,,,5542,San Giorgio,,4.0,36.0,"Piazza Insubria, 7, Milano","piazza insubria, 7, milano"
,,,,5544,Pizzeria Insubria,1.0,4.4,134.0,"Piazza Insubria, 7, Milano","piazza insubria, 7, milano"
,,,,5545,Kebab San Mina,,3.6,15.0,"Piazza Insubria, 5, Milano","piazza insubria, 5, milano"
,,,,5548,Said Masoud,,3.6,5.0,"Piazza Insubria, 2, Milano","piazza insubria, 2, milano"
,,,,5553,Napule è,1.0,4.5,194.0,"Via Scipione Pistrucci, 26, Milano","via scipione pistrucci, 26, milano"
,,,,5555,OMG!,,5.0,9.0,"Piazza Insubria, 3, Milano","piazza insubria, 3, milano"
,,,,5556,Mei,,,,Italy,italy
,,,,5557,Sapurì,1.0,4.8,102.0,"Via Laura Ciceri Visconti, 14, Milano","via laura ciceri visconti, 14, milano"
,,,,5575,Corno d'Africa,,4.9,18.0,"Via Cadibona, 3, Milano","via cadibona, 3, milano"
,,,,5576,Pízzería Anche D'asporto,,5.0,1.0,"Via Cadibona, 3, Milano","via cadibona, 3, milano"
,,,,5582,Baraka Sas Di Greco Pasqualina,,4.0,7.0,"Via Paolo Maspero, 45, Milano","via paolo maspero, 45, milano"
,,,,5583,Pizzeria - Trattoria Gioia,,4.9,10.0,"Via Paolo Maspero, Milano","via paolo maspero, milano"
,,,,5590,mi tao ristorante,,4.0,35.0,"Viale Molise, 54, Milano","viale molise, 54, milano"
,,,,5600,Ristorante - Pizzeria - Grill New Q Beer,2.0,3.8,201.0,"Via Mecenate, 76/31, Milano","via mecenate, 76/31, milano"
,,,,5602,Isola della Pizza,2.0,4.1,1160.0,"Via Mecenate, 84, Milano","via mecenate, 84, milano"
,,,,5605,M89 Terrace Ristorante,,4.0,66.0,"Via Mecenate, 89, Milano","via mecenate, 89, milano"
,,,,5607,Revolution Cafè,2.0,2.7,118.0,"Via Gaudenzio Fantoli, 7, Milano","via gaudenzio fantoli, 7, milano"
,,,,5615,CAMM - Ristorante & Pizza Gourmet,1.0,4.1,324.0,"Via Gaudenzio Fantoli, 10, Milano","via gaudenzio fantoli, 10, milano"
,,,,5616,Paninoteca da Gigiotto,,5.0,1.0,"angolo via gaggia, Via Gaudenzio Fantoli, Milano","angolo via gaggia, via gaudenzio fantoli, milano"
,,,,5617,latin royal,,,,"Via Gaudenzio Fantoli, Milano","via gaudenzio fantoli, milano"
,,,,5632,Food Stop by Autogrill,2.0,3.0,2.0,"Via Sandro Pertini, 331/11, Milano","via sandro pertini, 331/11, milano"
,,,,5637,Europa,,,,"Via dell'Allodola, 16, Milano","via dell'allodola, 16, milano"
,,,,5638,3 Cavalieri,,4.4,40.0,"Via Giuseppe Carozzi, 18, Milano","via giuseppe carozzi, 18, milano"
,,,,5640,Totò,2.0,4.0,1544.0,"Via Angelo Inganni, 83, Milano","via angelo inganni, 83, milano"
,,,,5650,My Kafè,2.0,4.4,383.0,"Via Luigi Soderini, 44, Milano","via luigi soderini, 44, milano"
,,,,5655,Carmel by Lolita srl,2.0,4.5,778.0,"Viale San Gimignano, 10, Milano","viale san gimignano, 10, milano"
,,,,5661,Moto Pizza a Domicilio,,4.1,65.0,"Via Luigi Soderini, 25, Milano","via luigi soderini, 25, milano"
,,,,5662,Pizza d'asporto,,,,"Via Luigi Soderini, 25, Milano","via luigi soderini, 25, milano"
,,,,5663,Tomodachi Sushi Bar,,4.7,12.0,"Via Luigi Soderini, 25, Milano","via luigi soderini, 25, milano"
,,,,5671,Piadineria Soderini,1.0,3.8,9.0,"Via Pompeo Neri, 2, Milano","via pompeo neri, 2, milano"
,,,,5673,Gioia Caffè & Bistrot,2.0,4.2,75.0,"Via Giovanni Gioacchino Winckelmann, 1, Milano","via giovanni gioacchino winckelmann, 1, milano"
,,,,5676,Maffu’s,,4.4,29.0,"Via Giovanni Gioacchino Winckelmann, Milano","via giovanni gioacchino winckelmann, milano"
,,,,5684,Tolstoj 102,1.0,4.0,100.0,"Via Leone Tolstoi, 102, Milano","via leone tolstoi, 102, milano"
,,,,5692,MA MA Che Buono!,,4.6,17.0,"Via Lorenteggio, 5, Milano","via lorenteggio, 5, milano"
,,,,5693,Fujiyama sushibox,,4.8,50.0,"Via Lorenteggio, 5, Milano","via lorenteggio, 5, milano"
,,,,5696,Pizzeria Gioia Vespri Siciliani,,4.1,7.0,"Via Vespri Siciliani, 7, Milano","via vespri siciliani, 7, milano"
,,,,5698,Ristorante Pizzeria Agrodolce,,,,"Via Vespri Siciliani, 5, Milano","via vespri siciliani, 5, milano"
,,,,5699,Le Saline Osteria Pizzeria,1.0,3.5,234.0,"Via Vespri Siciliani, 5, Milano","via vespri siciliani, 5, milano"
,,,,5700,Sitar Indian Restaurant,,4.8,26.0,"Via Vespri Siciliani, 5, Milano","via vespri siciliani, 5, milano"
,,,,5702,Ifu S.A.S. Di Lin Xiaochun & C,,5.0,5.0,"Viale Misurata, 60, Milano","viale misurata, 60, milano"
,,,,5707,Pizzeria 4 Fratelli,,3.4,45.0,"Via Giorgio Washington, 104, Milano","via giorgio washington, 104, milano"
,,,,5709,Ristorante Al Capriccio di Licia e Oreste,3.0,4.4,224.0,"Via Giorgio Washington, 106, Milano","via giorgio washington, 106, milano"
,,,,5711,Mari & Monti,1.0,4.0,369.0,"Via Cola di Rienzo, 57, Milano","via cola di rienzo, 57, milano"
,,,,5722,Kebap Istanbul Pizza,1.0,4.1,107.0,"Via Vincenzo Foppa, 58, Milano","via vincenzo foppa, 58, milano"
,,,,5723,Yankee Milano,,4.5,203.0,"Via Giorgio Washington, 111, Milano","via giorgio washington, 111, milano"
,,,,5740,Fujiyama Hot,,4.4,180.0,"Via Giorgio Washington, 107, Milano","via giorgio washington, 107, milano"
,,,,5741,Bar Ristorante La Tela Di Penelope Erika Service Srl,,5.0,1.0,"Via Giorgio Washington, 107, Milano","via giorgio washington, 107, milano"
,,,,5742,Crema Srl,,5.0,3.0,"Via Andrea Solari, 39, Milano","via andrea solari, 39, milano"
,,,,5743,Cucina D'asporto B.I.C. Italy | Asporto Cucina Mediterranea,,5.0,2.0,"Via Giorgio Washington, 105, Milano","via giorgio washington, 105, milano"
,,,,5744,Cafè Solari 72,1.0,4.7,146.0,"Via Andrea Solari, 72, Milano","via andrea solari, 72, milano"
,,,,5745,SushiSù,,4.0,19.0,"Via Andrea Solari, 72, Milano","via andrea solari, 72, milano"
,,,,5748,San Carlo,1.0,4.0,159.0,"Via Andrea Solari, 40, Milano","via andrea solari, 40, milano"
,,,,5755,Hamerica's,2.0,4.1,673.0,"Via Andrea Solari, 34, Milano","via andrea solari, 34, milano"
,,,,5759,Le Castellet,2.0,4.2,276.0,"Via Cola di Rienzo, 28, Milano","via cola di rienzo, 28, milano"
,,,,5760,Ristorante Pizzeria San Marco,1.0,4.2,478.0,"Via Stendhal, 41, Milano","via stendhal, 41, milano"
,,,,5763,Trattoria Brunelli,,4.3,51.0,"Via Stendhal, 39, Milano","via stendhal, 39, milano"
,,,,5764,Stecca,,,,"Via Andrea Solari, 50, Milano","via andrea solari, 50, milano"
,,,,5765,Nòa,,4.4,27.0,"Via Andrea Solari, 50, Milano","via andrea solari, 50, milano"
,,,,5777,La Rivendita Alimentare,,4.0,9.0,"Via Bergognone, 9, Milano","via bergognone, 9, milano"
,,,,5778,Tyson Cafe,1.0,4.2,161.0,"Piazza del Rosario, 1, Milano","piazza del rosario, 1, milano"
,,,,5782,Lob’s Milano,2.0,4.0,112.0,"Via Andrea Solari, 34, Milano","via andrea solari, 34, milano"
,,,,5783,Burger Hill S.R.L.,,,,"Via Andrea Solari, 34, Milano","via andrea solari, 34, milano"
,,,,5784,Les Amis in Solari - Bistrot,,4.4,96.0,"Via Andrea Solari, 30, Milano","via andrea solari, 30, milano"
,,,,5785,Gustavo Bistrot,2.0,4.1,170.0,"Via Andrea Solari, 26, Milano","via andrea solari, 26, milano"
,,,,5787,GianGusto,1.0,4.3,8.0,"Via Andrea Solari, 23, Milano","via andrea solari, 23, milano"
,,,,5799,Murphy's Law,2.0,4.0,1291.0,"Via Montevideo, 3, Milano","via montevideo, 3, milano"
,,,,5800,SCIUÉ Solari,2.0,4.2,1269.0,"Via Andrea Solari, 6, Milano","via andrea solari, 6, milano"
