title,address_trip,new_column_merged,address_clean_merged,Index,new_column_google,price_level_google,rating_google,total_reviews_google,address,address_clean_google
,,,,11021,Ortica 27,1.0,3.8,437.0,"Via Ortica, 27, Milano","via ortica, 27, milano"
,,,,11026,Trattoria Otto Cima 7,,3.7,96.0,"Via Camillo e Otto Cima, 7, Milano","via camillo e otto cima, 7, milano"
,,,,11027,Ristorante Il Buongustaio,1.0,4.4,56.0,"Via Privata Luigi Borgomainerio, 25, Milano","via privata luigi borgomainerio, 25, milano"
,,,,11035,Pizza House 1,,3.7,17.0,"Via Riccardo Pitteri, 1, Milano","via riccardo pitteri, 1, milano"
,,,,11036,La Sidreria,1.0,4.4,1930.0,"Via Arcangelo Corelli, 31, Milano","via arcangelo corelli, 31, milano"
,,,,11038,Galeria Antica Trattoria,2.0,4.3,1034.0,"Via Arcangelo Corelli, 27, Milano","via arcangelo corelli, 27, milano"
,,,,11043,Il Saporito,,5.0,1.0,"Via Arcangelo Corelli, 56, Milano","via arcangelo corelli, 56, milano"
,,,,11044,El Galet,2.0,4.1,2668.0,"Via Privata Taverna, 2, Milano","via privata taverna, 2, milano"
,,,,11046,The Beach Milano,,3.7,1435.0,"Via Arcangelo Corelli, 62, Milano","via arcangelo corelli, 62, milano"
,,,,11054,La Rustica,1.0,4.4,790.0,"Via Arcangelo Corelli, 104, Milano","via arcangelo corelli, 104, milano"
,,,,11063,Euroristoro S.P.A.,,4.0,11.0,"Via Rivoltana, 64, Pioltello","via rivoltana, 64, pioltello"
,,,,11064,Linate Royal Garden,,,,"Via Rivoltana, 17, Segrate","via rivoltana, 17, segrate"
,,,,11065,McDonald's,1.0,3.9,2468.0,"Via Rivoltana, 64, Segrate","via rivoltana, 64, segrate"
,,,,11066,Fratelli La Bufala,2.0,3.7,1481.0,"Via Rivoltana, 64, Segrate","via rivoltana, 64, segrate"
,,,,11067,ROADHOUSE RESTAURANT SEGRATE,2.0,3.8,2570.0,"frazione di, Via Rivoltana, 64, Novegro","frazione di, via rivoltana, 64, novegro"
,,,,11068,El Jardín Secreto Milano,,5.0,1.0,"Via Rivoltana, Milano","via rivoltana, milano"
,,,,11069,Pepe Nero,1.0,4.3,218.0,"Via Rivoltana, 31, Segrate","via rivoltana, 31, segrate"
,,,,11070,Taverna Del Pesce Dei Cantieri Navali San Marco,2.0,4.3,438.0,"Via Rivoltana, 31, Novegro","via rivoltana, 31, novegro"
,,,,11071,La cabañita machaleña,2.0,4.1,382.0,"Via Rivoltana, 31, Segrate","via rivoltana, 31, segrate"
,,,,11072,Ye's Food Sushi Ye,1.0,4.1,1570.0,"Via Rivoltana, 64, Novegro-Tregarezzo","via rivoltana, 64, novegro-tregarezzo"
,,,,11073,LOVE'NBIER,2.0,3.9,413.0,"Via Circonvallazione Idroscalo, Novegro-Tregarezzo","via circonvallazione idroscalo, novegro-tregarezzo"
,,,,11074,Maxi Bar,1.0,4.4,204.0,"Piazza Generale Enrico Galvaligi, 3/4, Seguro","piazza generale enrico galvaligi, 3/4, seguro"
,,,,11076,L'Arte Del Legno,,,,"Via Andrea Maria Ampere, 6, Settimo Milanese","via andrea maria ampere, 6, settimo milanese"
,,,,11081,Alla Griglia,1.0,4.4,267.0,"Via Caldera, 132, Milano","via caldera, 132, milano"
,,,,11084,Mens@sana,2.0,4.2,71.0,"angolo, Via Carlo Marx, Via Stanislao Cannizzaro, Milano","angolo, via carlo marx, via stanislao cannizzaro, milano"
,,,,11094,Old Tavern & Antigua Posada,1.0,4.3,251.0,"Via Fratelli Bozzi, 14, Milano","via fratelli bozzi, 14, milano"
,,,,11095,Pizzeria Pazzariello,,,,"Via privata Quarto Cagnino, 44, Milano","via privata quarto cagnino, 44, milano"
,,,,11096,"Ristorante Pizzeria ""Il Piccolo Borgo""",,,,"Via privata Quarto Cagnino, 42, Milano","via privata quarto cagnino, 42, milano"
,,,,11097,Like Food,1.0,4.1,74.0,"Via privata Quarto Cagnino, 42, Milano","via privata quarto cagnino, 42, milano"
,,,,11098,Pizzeria Italiana D'asporto,,,,"Via Privata Bernabò Visconti, 17, Milano","via privata bernabò visconti, 17, milano"
,,,,11101,Tokyo Nomi Sushi,2.0,3.8,498.0,"Via Novara, 123, Milano","via novara, 123, milano"
,,,,11102,Osteria Ippodromo | Cucina tipica sarda,2.0,4.4,413.0,"Via Novara, 127, Milano","via novara, 127, milano"
,,,,11108,Turkish Kebap Pizzeria,1.0,4.3,39.0,"Via Novara, 127, Milano","via novara, 127, milano"
,,,,11109,Chef Pier - Gastronomia - Rosticceria - Pizza & Dolci,,4.5,95.0,"Via Novara, 149, Milano","via novara, 149, milano"
,,,,11110,Stadio Kebap,1.0,4.3,256.0,"Via Novara, 127, Milano","via novara, 127, milano"
,,,,11111,Bar Boombastic,1.0,4.4,81.0,"Via Novara, 123, Milano","via novara, 123, milano"
,,,,11137,La Fenice,,1.0,1.0,"Via Alfonso Capecelatro, Milano","via alfonso capecelatro, milano"
,,,,11140,Il Tifoso Goloso,,,,"Via Alfonso Capecelatro, 87, Milano","via alfonso capecelatro, 87, milano"
,,,,11142,Cheung Shao Tieh,,,,"Via Alfonso Capecelatro, 81, Milano","via alfonso capecelatro, 81, milano"
,,,,11143,Fusion Restaurant,,,,"Piazza Axum, Milano","piazza axum, milano"
,,,,11144,Heineken Restaurant And Pizza,,,,Italy,italy
,,,,11145,Ciao San Siro,,4.4,181.0,"Via Alfonso Capecelatro, 81, Milano","via alfonso capecelatro, 81, milano"
,,,,11146,Al Meazza Ristorante Pizzeria,1.0,3.9,571.0,"via Capecelatro 91 angolo piazza Axum, Milano","via capecelatro 91 angolo piazza axum, milano"
,,,,11154,Mamdouh Girgis,,,,"Via Alfonso Capecelatro, 66, Milano","via alfonso capecelatro, 66, milano"
,,,,11160,Amazing Pizzeria Kebab,,3.9,69.0,"Via Matteo Civitali, 55, Milano","via matteo civitali, 55, milano"
,,,,11175,Adelaide Milano,,4.3,252.0,"Piazzale Segesta, Milano","piazzale segesta, milano"
,,,,11178,El Carbonazo,1.0,4.1,193.0,"Via Mariotto Albertinelli, 5, Milano","via mariotto albertinelli, 5, milano"
,,,,11181,Ristorante Wu Giapponese (Carlo Dolci),2.0,4.3,710.0,"Via Carlo Dolci, 28, Milano","via carlo dolci, 28, milano"
,,,,11183,Piazza Falterona Kebap Pízza,1.0,4.2,163.0,"Piazza Monte Falterona, Milano","piazza monte falterona, milano"
,,,,11185,Paninoteca,,,,"Piazza Monte Falterona, Milano","piazza monte falterona, milano"
,,,,11186,Pizza Falterona 4,,,,"Piazza Monte Falterona, 4, Milano","piazza monte falterona, 4, milano"
,,,,11187,Birra & Gelato,,,,"Via Carlo Dolci, 38/V, Milano","via carlo dolci, 38/v, milano"
,,,,11188,Insalatona,,,,"Via Carlo Dolci, 38/F, Milano","via carlo dolci, 38/f, milano"
,,,,11189,Ben & Jerry's Food House,,5.0,1.0,"Via Carlo Dolci, 38/O, Milano","via carlo dolci, 38/o, milano"
,,,,11190,Cornetto Official Store,,,,"Via Carlo Dolci, 38/L, Milano","via carlo dolci, 38/l, milano"
,,,,11191,Burrito Bar,,4.0,2.0,"Via Carlo Dolci, 38/A, Milano","via carlo dolci, 38/a, milano"
,,,,11192,Get your Drink,,,,"Via Carlo Dolci, 38/U, Milano","via carlo dolci, 38/u, milano"
,,,,11193,Pancaffè Elisabetta’s Bakery,,4.8,11.0,"Via Mariotto Albertinelli, 6, Milano","via mariotto albertinelli, 6, milano"
,,,,11198,Fujiyama,2.0,4.5,453.0,"Via Vodice, 1, Milano","via vodice, 1, milano"
,,,,11213,Restaurant Wen Xiang,2.0,4.3,210.0,"Via Vodice, 5, Milano","via vodice, 5, milano"
,,,,11215,La Svolta,1.0,3.7,116.0,"Via Jacopo della Quercia, 20, Milano","via jacopo della quercia, 20, milano"
,,,,11225,Fooldive,,5.0,1.0,"Via Paris Bordone, 13, Milano","via paris bordone, 13, milano"
,,,,11227,Kebap murillo 33,,5.0,1.0,"Viale Murillo, 33, Milano","viale murillo, 33, milano"
,,,,11228,Istanbul Murillo,,5.0,1.0,"Viale Murillo, 33, Milano","viale murillo, 33, milano"
,,,,11229,Bar Murillo,2.0,3.5,453.0,"Viale Murillo, 33, Milano","viale murillo, 33, milano"
,,,,11236,Il Piccolo Principe,1.0,4.0,1116.0,"Via Giuseppe Pellizza da Volpedo, 16, Milano","via giuseppe pellizza da volpedo, 16, milano"
,,,,11241,Rest,,,,"Via Giuseppe Pellizza da Volpedo, 20, Cinisello Balsamo","via giuseppe pellizza da volpedo, 20, cinisello balsamo"
,,,,11244,Tribeca,2.0,3.9,56.0,"Via Monte Rosa, 69, Milano","via monte rosa, 69, milano"
,,,,11248,Oren,2.0,4.5,401.0,"Viale Berengario, 1, Milano","viale berengario, 1, milano"
,,,,11251,Pepe & Sale,2.0,4.1,986.0,"Via Monte Rosa, 20, Milano","via monte rosa, 20, milano"
,,,,11252,Altriménti,,4.6,149.0,"Via Monte Bianco, 2/A, Milano","via monte bianco, 2/a, milano"
,,,,11253,The Italian-Valves Portal,,,,"Via Monte Rosa, 14, Milano","via monte rosa, 14, milano"
,,,,11277,Donati,2.0,4.0,478.0,"Viale Cassiodoro, 4, Milano","viale cassiodoro, 4, milano"
,,,,11278,MI Cucina di Confine,2.0,4.2,204.0,"Viale Cassiodoro, 5, Milano","viale cassiodoro, 5, milano"
,,,,11286,Salvatore Mugnano - Pizza e Passione,2.0,4.2,607.0,"Viale Cassiodoro, 12, Milano","viale cassiodoro, 12, milano"
,,,,11287,Ristorante A Buon Rendere,,4.4,60.0,"Viale Cassiodoro, 5, Milano","viale cassiodoro, 5, milano"
,,,,11288,Bar Vittorio,,3.1,41.0,"Largo Alberto Camus, 1, Milano","largo alberto camus, 1, milano"
,,,,11292,Rosticceria,,,,Italy,italy
,,,,11325,Carmelitani Scalzi,,5.0,1.0,"Via Antonio Canova, 4, Milano","via antonio canova, 4, milano"
,,,,11331,Cascina Nascosta,2.0,4.3,859.0,"Viale Emilio Alemagna, 14, Milano","viale emilio alemagna, 14, milano"
,,,,11332,DAZI MILANO,,4.5,130.0,"Piazza Sempione, 1, Milano","piazza sempione, 1, milano"
,,,,11336,ParcoMilano,2.0,4.1,472.0,"Piazza Sempione, 5, Milano","piazza sempione, 5, milano"
,,,,11341,Bar Bianco,2.0,3.3,2517.0,"Viale Enrico Ibsen, 4, Milano","viale enrico ibsen, 4, milano"
,,,,11349,Poke House Kiosk - Parco Sempione,2.0,4.2,113.0,"Viale Eugenio Beauharnais, Milano","viale eugenio beauharnais, milano"
,,,,11351,Nero 9,2.0,4.5,638.0,"Via Anfiteatro, 9, Milano","via anfiteatro, 9, milano"
,,,,11353,Nuda e Cruda,,2.3,3.0,"Via Legnano, 18, Milano","via legnano, 18, milano"
,,,,11354,Magnaki Arena,,4.2,345.0,"Via Legnano, 18, Milano","via legnano, 18, milano"
,,,,11358,California Bakery Cooking Lab Piazza San Simpliciano Milano,,3.0,4.0,"Piazza San Simpliciano, 7, Milano","piazza san simpliciano, 7, milano"
,,,,11359,Tigella's,2.0,4.3,607.0,"Via Anfiteatro, 6, Milano","via anfiteatro, 6, milano"
,,,,11362,Casa Del Pane,,4.7,369.0,"Corso Garibaldi, 22, Milano","corso garibaldi, 22, milano"
,,,,11363,Tramé - Brera,1.0,4.0,1328.0,"Piazza San Simpliciano, Milano","piazza san simpliciano, milano"
,,,,11364,Tamandi La focacceria di Milano,2.0,4.3,200.0,"Corso Garibaldi, 34, Milano","corso garibaldi, 34, milano"
,,,,11365,La Prosciutteria Milano Brera,2.0,4.3,2785.0,"Corso Garibaldi, 55, Milano","corso garibaldi, 55, milano"
,,,,11367,Temakinho Milano Brera,3.0,4.1,2496.0,"Corso Garibaldi, 59, Milano","corso garibaldi, 59, milano"
,,,,11368,Al Matarel,3.0,4.3,815.0,"Via Laura Solera Mantegazza, 4, Milano","via laura solera mantegazza, 4, milano"
,,,,11370,lo strapuntino,,4.3,3.0,"Via Giuseppe Mengoni, 17, Milano","via giuseppe mengoni, 17, milano"
,,,,11371,Pino |Ristorante Pizzeria,2.0,3.9,907.0,"Corso Garibaldi, 50, Milano","corso garibaldi, 50, milano"
,,,,11372,Cerea Srl,,,,"Corso Garibaldi, 9, Milano","corso garibaldi, 9, milano"
,,,,11373,La Libera,2.0,4.3,467.0,"Via Palermo, 21, Milano","via palermo, 21, milano"
,,,,11374,La Perla Nera,2.0,4.0,1.0,"Corso Garibaldi, 41, Milano","corso garibaldi, 41, milano"
,,,,11375,La Filetteria Italiana Garibaldi,3.0,4.0,1557.0,"Corso Garibaldi, 17, Milano","corso garibaldi, 17, milano"
,,,,11376,Taglieri e Bicchieri,2.0,4.5,296.0,"Via Anfiteatro, 4, Milano","via anfiteatro, 4, milano"
,,,,11377,Doriani Solferino Restaurant,2.0,4.4,331.0,"Via Solferino, 12, Milano","via solferino, 12, milano"
,,,,11381,N'Ombra de Vin,3.0,4.0,1495.0,"Via San Marco, 2, Milano","via san marco, 2, milano"
,,,,11383,Ham Holy Burger Brera,2.0,4.0,912.0,"Via Palermo, 15, Milano","via palermo, 15, milano"
,,,,11386,Stendhal Milano,2.0,4.4,831.0,"Via Ancona, Via San Marco, 1, Milano","via ancona, via san marco, 1, milano"
,,,,11397,Palazzo Parigi Hotel & Grand Spa Milano,,4.7,1390.0,"Corso di Porta Nuova, 1, Milano","corso di porta nuova, 1, milano"
,,,,11409,Santa Virginia,,4.5,130.0,"Via San Marco, 5, Milano","via san marco, 5, milano"
,,,,11413,Morso Burger,,4.0,140.0,"Via Montebello, 7, Milano","via montebello, 7, milano"
,,,,11414,Botinero,2.0,4.5,1480.0,"Via San Marco, 3, Milano","via san marco, 3, milano"
,,,,11415,Fishbar De Milan,3.0,4.2,357.0,"Via Montebello, 7, Milano","via montebello, 7, milano"
,,,,11421,Yazawa,4.0,4.7,400.0,"Via San Fermo, 1, Milano","via san fermo, 1, milano"
,,,,11424,Caffé Parigi Bar & Bistrot at Palazzo Parigi Hotel & Grand Spa,,4.5,122.0,"Corso di Porta Nuova, 1, Milano","corso di porta nuova, 1, milano"
,,,,11428,Cittamani,2.0,4.2,258.0,"Piazza Carlo Mirabello, 5, Milano","piazza carlo mirabello, 5, milano"
,,,,11434,Pattini,2.0,4.0,497.0,"Via Solferino, 5, Milano","via solferino, 5, milano"
,,,,11435,Centro Botanico,,4.0,134.0,"Piazza San Marco, 1, Milano","piazza san marco, 1, milano"
,,,,11436,El Beverin.,2.0,3.7,780.0,"Via Brera, 29, Milano","via brera, 29, milano"
,,,,11438,Sushi etc.,2.0,4.2,55.0,"Piazza Cavour, 7, Milano","piazza cavour, 7, milano"
,,,,11439,Sushi Shop,2.0,3.7,253.0,"Via Filippo Turati, 7, Milano","via filippo turati, 7, milano"
,,,,11445,Subway Bar,2.0,3.8,327.0,"Via Principe Amedeo, 2, Milano","via principe amedeo, 2, milano"
,,,,11448,Moko's Matcha Milano,2.0,4.6,201.0,"Via della Moscova, 7, Milano","via della moscova, 7, milano"
,,,,11450,DesinoLento Bistrò,,4.0,54.0,"Via Filippo Turati, 6, Milano","via filippo turati, 6, milano"
,,,,11451,Хорошая пицца Милан,,,,"Via dell'Annunciata, 7/9, Milano","via dell'annunciata, 7/9, milano"
,,,,11452,Ristorante Conte Camillo,,4.5,8.0,"Via Fatebenefratelli, 21, Milano","via fatebenefratelli, 21, milano"
,,,,11453,La Piadineria,1.0,4.1,335.0,"Via Filippo Turati, 3, Milano","via filippo turati, 3, milano"
,,,,11454,Off The Poke,,4.5,125.0,"Via Fatebenefratelli, 36, Milano","via fatebenefratelli, 36, milano"
,,,,11455,Genuino,,4.3,163.0,"Via Filippo Turati, 7, Milano","via filippo turati, 7, milano"
,,,,11456,La Focacceria,,3.7,11.0,"Via Filippo Turati, 7, Milano","via filippo turati, 7, milano"
,,,,11463,Tracce,1.0,3.8,238.0,"Via della Moscova, 3, Milano","via della moscova, 3, milano"
,,,,11466,Fluid Fresh Food,,4.1,44.0,"Piazza Cavour, 7, Milano","piazza cavour, 7, milano"
,,,,11467,Visionnaire Bistrot,,4.8,17.0,"Piazza Cavour, 3, Milano","piazza cavour, 3, milano"
,,,,11469,Ice Cup Cafė,2.0,4.5,30.0,"Via Filippo Turati, 8, Milano","via filippo turati, 8, milano"
,,,,11470,Restaurant Manin Garden,,5.0,3.0,"Via Daniele Manin, 7, Milano","via daniele manin, 7, milano"
,,,,11471,Grouse Restaurant,,5.0,1.0,"Via Filippo Turati, 7, Milano","via filippo turati, 7, milano"
,,,,11475,Lalla srl,,4.5,2.0,"Via Filippo Turati, 7, Milano","via filippo turati, 7, milano"
,,,,11500,Andrea Aprea | Caffè Bistrot,,4.9,9.0,"Corso Venezia, 52, Milano","corso venezia, 52, milano"
,,,,11501,Andrea Aprea | Ristorante,,4.5,25.0,"Corso Venezia, 52, Milano","corso venezia, 52, milano"
,,,,11503,Maruzzella,2.0,4.3,3002.0,"Piazza Guglielmo Oberdan, 3, Milano","piazza guglielmo oberdan, 3, milano"
,,,,11504,McDonald's,1.0,3.8,3912.0,"Via Alessandro Tadino, 2, Milano","via alessandro tadino, 2, milano"
,,,,11505,New Delhi Restaurant,2.0,3.9,535.0,"Via Alessandro Tadino, 1, Milano","via alessandro tadino, 1, milano"
,,,,11506,Frank Milano,3.0,3.8,848.0,"Via Lecco, 1/A, Milano","via lecco, 1/a, milano"
,,,,11507,Diana Garden Bar & Restaurant,,4.1,338.0,"Viale Piave, 42, Milano","viale piave, 42, milano"
,,,,11508,Boutique12,,3.6,7.0,"Piazza Guglielmo Oberdan, 10, Milano","piazza guglielmo oberdan, 10, milano"
,,,,11510,Flower Burger,2.0,4.5,2228.0,"Viale Vittorio Veneto, 10, Milano","viale vittorio veneto, 10, milano"
,,,,11511,Taste of India Restaurant,2.0,3.3,153.0,"Via Panfilo Castaldi, 42 P.ta, Venezia","via panfilo castaldi, 42 p.ta, venezia"
,,,,11514,Igiban,2.0,4.0,1433.0,"Via Alessandro Tadino, 4, Milano","via alessandro tadino, 4, milano"
,,,,11516,Neta,,4.6,264.0,"Viale Piave, 41, Milano","viale piave, 41, milano"
,,,,11517,Mood Bistrot,,4.9,10.0,"Viale Piave, 33, Milano","viale piave, 33, milano"
,,,,11518,MACHA Café,2.0,4.3,288.0,"Viale Piave, 33, Milano","viale piave, 33, milano"
,,,,11519,Maggi Gabriella,,,,"Viale Piave, 33, Milano","viale piave, 33, milano"
,,,,11521,La Filetteria Italiana Oberdan,,4.1,450.0,"Piazza Guglielmo Oberdan, 12, Milano","piazza guglielmo oberdan, 12, milano"
,,,,11522,H CLUB at the Sheraton Diana Majestic,,5.0,1.0,"Viale Piave, 42, Milano","viale piave, 42, milano"
,,,,11524,Panino Giusto,2.0,4.0,969.0,"Via Marcello Malpighi, 3, Milano","via marcello malpighi, 3, milano"
,,,,11527,Adulis Restaurant,2.0,4.3,739.0,"Via Melzo, 24, Milano","via melzo, 24, milano"
,,,,11528,Warsa Restaurant,2.0,4.4,1017.0,"Via Melzo, 16, Milano","via melzo, 16, milano"
,,,,11533,Malpighi 8,2.0,4.1,303.0,"Via Marcello Malpighi, 8, Milano","via marcello malpighi, 8, milano"
,,,,11534,Cucina Romana Ponte Milvio,2.0,4.2,1015.0,"Via Lazzaro Spallanzani, 6, Milano","via lazzaro spallanzani, 6, milano"
,,,,11535,ToscaNino Milano,2.0,4.2,643.0,"Via Melzo, angolo, Via Lambro, Milano","via melzo, angolo, via lambro, milano"
,,,,11536,La Piadineria,1.0,4.2,376.0,"Via Lazzaro Spallanzani, 6, Milano","via lazzaro spallanzani, 6, milano"
,,,,11537,Pesa Pubblica,2.0,4.1,1162.0,"Via Melzo, 19, Milano","via melzo, 19, milano"
,,,,11538,Pellegrini Horse Butcher Shop,,4.6,389.0,"Via Lazzaro Spallanzani, 6, Milano","via lazzaro spallanzani, 6, milano"
,,,,11539,San Pietro Cafè,2.0,3.8,2093.0,"Corso Buenos Aires, 6, Milano","corso buenos aires, 6, milano"
,,,,11540,Ristorante Pizzeria La Ragazza,2.0,4.4,925.0,"Via Paolo Frisi, 3, Milano","via paolo frisi, 3, milano"
,,,,11543,Pizza OK,1.0,4.1,1537.0,"Via Lambro, 15, Milano","via lambro, 15, milano"
,,,,11544,La Quarta Carbonaia,2.0,4.3,653.0,"Viale Regina Giovanna, 22, Milano","viale regina giovanna, 22, milano"
,,,,11548,Milleluci Trattoria Pop,2.0,4.1,311.0,"Via Rosolino Pilo, 7, Milano","via rosolino pilo, 7, milano"
,,,,11557,Dream Korean Restaurant,2.0,4.5,635.0,"Dream Ristorante Coreano, Piazza Otto Novembre, Milano","dream ristorante coreano, piazza otto novembre, milano"
,,,,11559,La Peña de Pocho,2.0,3.9,344.0,"Via Paolo Frisi, 11, Milano","via paolo frisi, 11, milano"
,,,,11561,La Risacca 2 Srl,3.0,4.3,508.0,"Viale Regina Giovanna, 14, Milano","viale regina giovanna, 14, milano"
,,,,11572,Pizzeria Padre Pio,1.0,4.4,72.0,"Via Antonio Stoppani, 14, Milano","via antonio stoppani, 14, milano"
,,,,11574,Rist Toscano,,,,"Via Antonio Stoppani, 9, Milano","via antonio stoppani, 9, milano"
,,,,11575,Piccolo Sogno,,,,"Via Antonio Stoppani, 5, Milano","via antonio stoppani, 5, milano"
,,,,11576,Arte Cucina Gastronomia,,4.9,14.0,"Via Achille Maiocchi, Milano","via achille maiocchi, milano"
,,,,11579,Burgez,,4.0,499.0,"Via Bartolomeo Eustachi, 8, Milano","via bartolomeo eustachi, 8, milano"
,,,,11580,Rajput,2.0,4.2,287.0,"Via Antonio Stoppani, 10, Milano","via antonio stoppani, 10, milano"
,,,,11582,Casa Mia Cocktail Bar,2.0,4.3,416.0,"Viale Regina Giovanna, 22, Milano","viale regina giovanna, 22, milano"
,,,,11583,Poporoya,2.0,4.5,2869.0,"Via Bartolomeo Eustachi, 17, Milano","via bartolomeo eustachi, 17, milano"
,,,,11586,Hostaria Terza Carbonaia,2.0,4.2,827.0,"Via Degli Scipioni, 3, Milano","via degli scipioni, 3, milano"
,,,,11590,Delmas Srl,,,,"Via Bartolomeo Eustachi, 20/Sc.A, Milano","via bartolomeo eustachi, 20/sc.a, milano"
,,,,11593,Il Trullo Osteria Pizzeria Cucina Pugliese,2.0,4.2,565.0,"Via Achille Maiocchi, 14, Milano","via achille maiocchi, 14, milano"
,,,,11594,Shiro Poporoya,2.0,4.3,556.0,"Via Bartolomeo Eustachi, 20, Milano","via bartolomeo eustachi, 20, milano"
,,,,11595,Petit Bar Milano,,4.8,15.0,"Piazza Maria Adelaide di Savoia, 6, Milano","piazza maria adelaide di savoia, 6, milano"
,,,,11596,Rumah,,,,"Via Nino Bixio, 47, Milano","via nino bixio, 47, milano"
,,,,11597,KRD RISTO PIZZA BURGER,,3.9,8.0,"Via Bartolomeo Eustachi, 6, Milano","via bartolomeo eustachi, 6, milano"
,,,,11598,Salmone,,4.4,184.0,"Via Bartolomeo Eustachi, 6, Milano","via bartolomeo eustachi, 6, milano"
,,,,11599,Sushi Ristorante Giapponese,,,,"Via Bartolomeo Eustachi, 6, Milano","via bartolomeo eustachi, 6, milano"
,,,,11600,Burghez,,4.0,21.0,"Via Bartolomeo Eustachi, 8, Milano","via bartolomeo eustachi, 8, milano"
,,,,11602,Yixi,,5.0,1.0,"Via Degli Scipioni, 7, Milano","via degli scipioni, 7, milano"
,,,,11605,Crono,1.0,4.2,333.0,"Via Giovanni Pascoli, 15, Milano","via giovanni pascoli, 15, milano"
,,,,11609,Bosforo,1.0,4.5,149.0,"Viale Abruzzi, 1, Milano","viale abruzzi, 1, milano"
,,,,11610,"Bar Pizzeria D'Angelo Milano, Piazza Ascoli",,4.4,18.0,"Piazza Graziadio Isaia Ascoli, Milano","piazza graziadio isaia ascoli, milano"
,,,,11611,Mediterraneo,,,,"Piazza Graziadio Isaia Ascoli, Milano","piazza graziadio isaia ascoli, milano"
,,,,11619,CICCHETTO,,4.6,108.0,"Via Francesco Hayez, 13, Milano","via francesco hayez, 13, milano"
,,,,11622,Tom-Hiro sushi cafè,,5.0,1.0,"Viale Abruzzi, 14, Milano","viale abruzzi, 14, milano"
,,,,11624,Wu Taiyo,2.0,3.9,248.0,"Via Plinio, 72, Milano","via plinio, 72, milano"
,,,,11626,L'Aragosta Innamorata,1.0,4.0,359.0,"Via Filippo Juvara, 7, Milano","via filippo juvara, 7, milano"
,,,,11631,Bar Tabacchi Oasi,1.0,4.5,85.0,"Via Filippo Juvara, 7, Milano","via filippo juvara, 7, milano"
,,,,11632,Nana Veg Kitchen,,4.8,5.0,"Via Plinio, 64, Milano","via plinio, 64, milano"
,,,,11633,Cous Cuisine,,4.8,4.0,"Via Plinio, 64, Milano","via plinio, 64, milano"
,,,,11634,Noodle Bar,,5.0,3.0,"Via Plinio, 64, Milano","via plinio, 64, milano"
,,,,11635,Ristorante Kuiri MegaMix Cloud Kitchen,,5.0,3.0,"Via Plinio, 64, Milano","via plinio, 64, milano"
,,,,11645,Mr. Poli,1.0,3.9,401.0,"Viale Romagna, 43, Milano","viale romagna, 43, milano"
,,,,11648,Delizie Mediterranee,1.0,4.0,24.0,"Viale Romagna, 39, Milano","viale romagna, 39, milano"
,,,,11651,L’insolita pescheria,2.0,4.3,197.0,"Via Sandro Botticelli, 2, Milano","via sandro botticelli, 2, milano"
,,,,11652,Chen Zhanghua Zhanghua,,4.1,8.0,"Via Sandro Botticelli, 2, Milano","via sandro botticelli, 2, milano"
,,,,11653,BAR-RISTORANTE GIAPPONESE,,,,"Via Sandro Botticelli, 2, Milano","via sandro botticelli, 2, milano"
,,,,11660,Ristorante - Pizzeria Griglieria New Planet,,,,"Viale Romagna, 56, Milano","viale romagna, 56, milano"
,,,,11661,Sapori Reali,1.0,3.9,161.0,"Viale Romagna, 56, Milano","viale romagna, 56, milano"
,,,,11668,Il Forno d'Oro - Pizzeria Napoletana,,4.4,89.0,"Via Sandro Botticelli, 13, Milano","via sandro botticelli, 13, milano"
,,,,11676,Kilomangiaro,1.0,4.2,135.0,"Viale Romagna, 58, Milano","viale romagna, 58, milano"
,,,,11681,Strambiosei Trattoria Pizzeria,2.0,4.3,1011.0,"Via Gaetano Strambio, 6, Milano","via gaetano strambio, 6, milano"
,,,,11689,Il Muretto,1.0,4.4,209.0,"Via Moretto da Brescia, 27, Milano","via moretto da brescia, 27, milano"
,,,,11691,Spontini,,3.8,177.0,"Piazzale Paolo Gorini, 11, Milano","piazzale paolo gorini, 11, milano"
,,,,11696,Il Focacciaro,1.0,4.5,41.0,"Via Gaetano Strambio, 6, Milano","via gaetano strambio, 6, milano"
,,,,11706,Acqua e Sale 2,2.0,4.3,461.0,"Via Gaetano Strambio, 19, Milano","via gaetano strambio, 19, milano"
,,,,11707,Mediterranea 2,1.0,4.6,87.0,"Via Gaetano Strambio, 23, Milano","via gaetano strambio, 23, milano"
,,,,11714,Art Cafè,,4.9,11.0,"Via Vigilio Inama, 5, Milano","via vigilio inama, 5, milano"
,,,,11716,Visconti 22 Milano,2.0,4.3,103.0,"Via Alessandro Visconti d'Aragona, 22, Milano","via alessandro visconti d'aragona, 22, milano"
,,,,11717,Liguori,,3.0,2.0,"Via Gaetano Strambio, 19, Milano","via gaetano strambio, 19, milano"
,,,,11718,Gennaro Rapido A' Rot e Carrett,2.0,3.7,789.0,"Via Vigilio Inama, 17, Milano","via vigilio inama, 17, milano"
,,,,11727,Mensa Politecnico,1.0,3.6,349.0,"Via Camillo Golgi, 20, Milano","via camillo golgi, 20, milano"
,,,,11767,Crema & Cioccolato Pitteri 31 Hakuna Matata srls,,4.3,31.0,"Via Riccardo Pitteri, 31, Milano","via riccardo pitteri, 31, milano"
